item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
skygrid.logPopSize11       1.262263 0.012063 0.492249 1.26163  0.276011 2.21204  420454.0 1665.104 NaN     
skygrid.logPopSize12       1.299294 0.008665 0.499116 1.29155  0.324293 2.26516  210989.3 3318.176 NaN     
skygrid.logPopSize13       1.429835 0.008226 0.527483 1.40976  0.456151 2.50684  170256.4 4112.032 NaN     
skygrid.logPopSize14       1.633416 0.00905  0.567255 1.62018  0.549116 2.73929  178191.2 3928.925 NaN     
skygrid.logPopSize15       1.886471 0.010429 0.591441 1.86587  0.763089 3.04681  217683.7 3216.133 1.782119
skygrid.logPopSize16       2.146813 0.010289 0.597878 2.12922  0.951369 3.27419  207319.3 3376.915 2.056189
skygrid.logPopSize17       2.403478 0.010419 0.57659  2.38619  1.31412  3.5532   228601.6 3062.532 2.330086
skygrid.logPopSize18       2.663803 0.009549 0.515801 2.65555  1.63701  3.64344  239922.8 2918.021 2.611912
skygrid.logPopSize19       2.9186   0.015899 0.409401 2.9016   2.15112  3.73578  1055875. 663.0519 2.88961 
skygrid.logPopSize20       2.634027 0.021844 0.414408 2.62753  1.86496  3.47575  1945266. 359.8992 2.60078 
skygrid.logPopSize21       1.674812 0.060126 0.5582   1.69059  0.582439 2.75844  8122673. 86.19082 NaN     
skygrid.logPopSize22       0.992302 0.033215 0.508174 0.964196 0.062198 2.02514  2990965. 234.0715 NaN     
skygrid.logPopSize23       0.609254 0.015465 0.44697  0.59949  -0.25914 1.48937  838164.5 835.2774 NaN     
skygrid.logPopSize24       0.453711 0.012408 0.443728 0.453336 -0.43118 1.30251  547466.7 1278.799 NaN     
skygrid.logPopSize25       0.403184 0.012751 0.466248 0.403883 -0.5474  1.26217  523584.0 1337.130 NaN     
skygrid.logPopSize26       0.395737 0.015503 0.502642 0.383781 -0.59608 1.37571  665993.5 1051.211 NaN     
skygrid.logPopSize27       0.41239  0.026076 0.544807 0.397456 -0.67296 1.46591  1603838. 436.5152 NaN     
skygrid.logPopSize28       0.424088 0.028857 0.591556 0.412645 -0.68702 1.62653  1666005. 420.2268 NaN     
skygrid.logPopSize29       0.412142 0.030027 0.619565 0.393194 -0.75629 1.65626  1644411. 425.7450 NaN     
skygrid.logPopSize30       0.444834 0.02612  0.633954 0.431228 -0.74519 1.76684  1188477. 589.0728 NaN     
skygrid.logPopSize31       0.538061 0.015833 0.674086 0.516304 -0.70584 1.91796  386224.6 1812.675 NaN     
skygrid.logPopSize32       0.69161  0.015464 0.705103 0.682959 -0.63035 2.11189  336736.7 2079.072 NaN     
skygrid.logPopSize33       0.858384 0.015883 0.72836  0.839287 -0.61225 2.20392  332913.4 2102.948 NaN     
skygrid.logPopSize34       1.043469 0.016052 0.732881 1.02711  -0.41516 2.44136  335854.2 2084.535 NaN     
skygrid.logPopSize35       1.243609 0.01591  0.734326 1.23307  -0.20642 2.67241  328641.1 2130.286 NaN     
skygrid.logPopSize36       1.458626 0.015244 0.71552  1.446    0.110759 2.89429  317758.9 2203.242 NaN     
skygrid.logPopSize37       1.68863  0.013881 0.675739 1.67563  0.401967 3.02527  295434.6 2369.728 NaN     
skygrid.logPopSize38       1.918123 0.011872 0.593711 1.91326  0.752862 3.07325  279940.5 2500.888 NaN     
skygrid.logPopSize39       2.129123 0.0121   0.491967 2.11583  1.19738  3.10336  423491.6 1653.161 2.069614
skygrid.logPopSize40       2.043576 0.017508 0.460573 2.03054  1.17071  2.95967  1011677. 692.0189 1.989227
skygrid.logPopSize41       1.31226  0.021673 0.561631 1.31267  0.227283 2.382    1042555. 671.5227 NaN     
skygrid.logPopSize42       0.546908 0.020581 0.558805 0.520163 -0.54994 1.60515  949666.9 737.2058 NaN     
skygrid.logPopSize43       0.226383 0.01209  0.472732 0.215271 -0.70244 1.15041  457921.8 1528.863 NaN     
skygrid.logPopSize44       0.22157  0.00929  0.482728 0.214828 -0.72285 1.19388  259293.1 2700.032 NaN     
skygrid.logPopSize45       0.309775 0.011496 0.541125 0.311406 -0.73331 1.40603  315988.7 2215.585 NaN     
skygrid.logPopSize46       0.393132 0.016222 0.602911 0.395544 -0.73453 1.61576  506857.7 1381.255 NaN     
skygrid.logPopSize47       0.439623 0.018585 0.645285 0.446404 -0.82707 1.7125   580760.7 1205.487 NaN     
skygrid.logPopSize48       0.432242 0.023287 0.687047 0.449671 -0.89889 1.81892  804292.2 870.4546 NaN     
skygrid.logPopSize49       0.380304 0.026118 0.725108 0.404045 -1.10361 1.78132  908277.2 770.7999 NaN     
skygrid.logPopSize50       0.27368  0.028483 0.75843  0.31241  -1.3158  1.66171  987424.4 709.0162 NaN     
skygrid.cutOff             5        0        0        5        5        5        NaN      NaN      5       
kappa                      11.39658 0.024213 1.594689 11.2535  8.34165  14.4992  161406.3 4337.500 11.2875 
frequencies1               0.339062 0.000146 0.010766 0.338944 0.317354 0.359434 128466.9 5449.650 0.338891
frequencies2               0.194531 0.000111 0.008888 0.194348 0.177097 0.211887 109528.8 6391.922 0.194328
frequencies3               0.22382  0.00012  0.009271 0.223741 0.205889 0.241743 116350.1 6017.180 0.223628
frequencies4               0.242586 0.000121 0.009587 0.242671 0.22299  0.260196 111359.6 6286.838 0.242397
alpha                      0.442795 0.002009 0.073893 0.435476 0.307083 0.587795 517744.4 1352.211 0.436904
clock.rate                 0.003683 5.09E-5  0.000468 0.003649 0.002819 0.004609 8266385. 84.6924  0.003654
meanRate                   0.003683 5.09E-5  0.000468 0.003649 0.002819 0.004609 8266385. 84.6924  0.003654
treeLikelihood_really_logG -7208.51 3.414476 58.47578 -7206.71 -7321.28 -7091.96 2387019. 293.2946 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
skygrid                    -386.210 2.697162 23.57374 -386.768 -429.97  -338.435 9164670. 76.39118 NaN     
