sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	exponential.popSize.mean	exponential.popSize.stderr	exponential.popSize.stddev	exponential.popSize.median	exponential.popSize.95%HPDlo	exponential.popSize.95%HPDup	exponential.popSize.ACT	exponential.popSize.ESS	exponential.popSize.geometric-mean	exponential.growthRate.mean	exponential.growthRate.stderr	exponential.growthRate.stddev	exponential.growthRate.median	exponential.growthRate.95%HPDlo	exponential.growthRate.95%HPDup	exponential.growthRate.ACT	exponential.growthRate.ESS	exponential.growthRate.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	alpha.mean	alpha.stderr	alpha.stddev	alpha.median	alpha.95%HPDlo	alpha.95%HPDup	alpha.ACT	alpha.ESS	alpha.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 173	minTipESS_month.ESS	minTipESS_year.ESS
47	sims/sim_047/delphy-digested.log	943.3323823109844	0.0250986775253079	0.6645227408116592	943.0	943.0	945.0	3000000.0	701.0	943.3321484957128	-83338.9619115549	161.1667189855189	4267.115258263036	-84303.3	-88511.6	-75282.5	3000000.0	701.0		-29982.97529243935	157.33211634939445	4165.588767427778	-30923.9	-34911.7	-22115.2	3000000.0	701.0		-53355.98958630525	4.282876334914915	113.39516664965832	-53356.1	-53559.9	-53126.1	3000000.0	701.0		1.3343857917261062	0.0023184679029809	0.0613846942276737	1.33059	1.21038	1.45081	3000000.0	701.0	1.3329806839614458	26.785235805991448	0.0309073999629798	0.6206593857668117	26.8185	25.5171	27.8954	5215039.024336686	403.2568098121731	26.778032899983884	2.1245822253922944	0.0087177698166062	0.2211522525144112	2.10193	1.70623	2.56809	3267889.28114658	643.5346546570073	2.1133557887322705	2.3091246362339506	0.0066436264522052	0.1758993418917357	2.30385	1.98488	2.64993	3000000.0	701.0	2.30242744243115	2.7674148074179774	0.0071819318584951	0.1901517336215135	2.74824	2.39355	3.13267	3000000.0	701.0	2.7609617328400264	0.3742900841654782	0.00010633912260158143	0.0027276871235376	0.374394	0.369186	0.379555	3196217.395857962	657.9652569081557	0.3742801395203146	0.1818496490727532	8.414036580930442e-05	0.0022044205638605	0.181724	0.177095	0.185704	3063791.147561857	686.4044899645174	0.1818362754222922	0.2502508074179743	0.0001027477711414475	0.0025165873448859	0.250265	0.245441	0.255181	3505581.557205615	599.9004632133998	0.2502381562705266	0.1936094621968617	9.317910109577556e-05	0.0021798020804984	0.193711	0.189287	0.197593	3842750.432450843	547.2642673437268	0.1935971913778499	0.6060566176890163	0.0061603512059227	0.1631039509429489	0.572704	0.311881	0.897305	3000000.0	701.0	0.5863563124230758	0.0011809916405135	2.007742153665839e-06	4.3266468618618975e-05	0.00117926	0.00110794	0.00127498	4528477.849172896	464.3944543935668	0.0011801991371567	0.0011809916405135	2.007742153665839e-06	4.3266468618618975e-05	0.00117926	0.00110794	0.00127498	4528477.849172896	464.3944543935668	0.0011801991371567	-53355.98958630525	4.282876334914915	113.39516664965832	-53356.1	-53559.9	-53126.1	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-225.78500713266763	1.1911747233748564	23.433236088737804	-226.663	-267.373	-177.37	5434075.584734629	387.0023460674221			413.7373852166988	
48	sims/sim_048/delphy-digested.log	908.228245363766	0.0194605380162674	0.5088107330746532	908.0	908.0	909.0	3076354.8632318485	683.6012402648192	908.2281029593092	-84634.04194008565	59.26546992143847	1569.1365598421285	-85164.3	-86315.9	-81436.5	3000000.0	701.0		-33852.30898716119	59.13823981785836	1565.767964143101	-34379.9	-35289.9	-30517.5	3000000.0	701.0		-50781.73252496434	4.093746390146617	108.38768571308265	-50789.0	-50998.1	-50590.3	3000000.0000000005	700.9999999999999		1.44297395149786	0.0025709918294082	0.0680706198723489	1.43715	1.3142	1.5683	3000000.0	701.0	1.441384864600412	34.30744835948644	0.0301987207325	0.7995535482063232	34.312	32.8568	35.8975	3000000.0	701.0	34.29811944656816	2.7167726533523537	0.0105837437237717	0.2802194809047793	2.70884	2.14458	3.21484	3000000.0	701.0	2.7022735535154	1.7669296005706114	0.0067971414280639	0.1683874338957596	1.77516	1.45521	2.07601	3426671.938884417	613.7150090547185	1.7586617404193083	0.5684267731811695	0.001943705251381	0.0505562723164247	0.564012	0.473276	0.661738	3108493.759187981	676.5334476815415	0.566193596217772	0.0980703526390871	6.567802797231854e-05	0.0017389180412522	0.0980202	0.0949514	0.101617	3000000.0	701.0	0.0980549457455724	0.1608112539229672	7.814794459766796e-05	0.0020690765990226	0.160778	0.156627	0.164674	3000000.0	701.0	0.1607979424346333	0.3772395149786019	0.0001058360066752254	0.0028021569329031	0.377071	0.371705	0.382765	3000000.0	701.0	0.3772291161506749	0.3638788730385164	0.00010127666896505796	0.002681442063024	0.363939	0.358776	0.369321	3000000.0	701.0	0.3638689949849912	1.109550399429388	0.0166280105816046	0.4402499356811672	1.02098	0.458386	1.92437	3000000.0	701.0	1.0385988744506358	0.0009158970099857348	1.435280783775247e-06	3.4669605507323084e-05	0.000916785	0.00084807	0.000980934	3604252.541528253	583.4774272249798	0.0009152384622177272	0.0009158970099857348	1.435280783775247e-06	3.4669605507323084e-05	0.000916785	0.00084807	0.000980934	3604252.541528253	583.4774272249798	0.0009152384622177272	-50781.73252496434	4.093746390146617	108.38768571308265	-50789.0	-50998.1	-50590.3	3000000.0000000005	700.9999999999999		0.0	0.0	0.0	0.0	0.0	0.0				-479.7705534950072	0.8550132229278596	21.88279079342689	-480.94	-522.281	-440.074	3210550.595177552	655.027833281568			461.6495300861	
49	sims/sim_049/delphy-digested.log	997.3837375178316	0.026021659443378	0.6775118189457733	997.0	997.0	999.0	3102240.753278898	677.8970967283066	997.3835076122208	-87383.95035663329	56.73739071265707	1502.2021118742168	-87944.7	-88899.6	-84495.3	3000000.0	701.0		-33914.78430813123	55.5367078271956	1470.4123460154706	-34472.4	-35502.2	-31140.5	3000000.0	701.0		-53469.16376604848	4.342054787838213	114.96199931394156	-53466.6	-53713.4	-53269.0	3000000.0	701.0		1.5887923823109844	0.0029986044253914	0.0793922639712687	1.58196	1.44535	1.74043	3000000.0	701.0	1.5868255417377202	34.17023081312415	0.0300796688001415	0.7643864928925732	34.1591	32.6733	35.6144	3256562.100321501	645.7730377051257	34.16168547263502	2.6272529243937237	0.0091369106876926	0.2419125440677334	2.62802	2.20389	3.09514	3000000.0	701.0	2.616062596142825	1.8081224679029957	0.005869866848739	0.1554129695751618	1.82118	1.51081	2.09824	2999999.9999999995	701.0000000000001	1.8012422375375918	1.0928013566333796	0.00272453755819	0.0721359587106024	1.09325	0.953488	1.23016	3000000.0	701.0	1.090412998394229	0.1999098216833097	8.815962749325683e-05	0.0023341499659914	0.199868	0.195597	0.204576	3000000.0	701.0	0.199896185267325	0.2343935021398004	9.904681144503474e-05	0.0023459102741887	0.234332	0.230256	0.239124	3748844.929926333	560.9727901018637	0.2343817662632709	0.4226121041369469	0.000106087245381083	0.00280880883052	0.422732	0.416918	0.427722	3000000.0	701.0	0.422602768394603	0.1430846091298145	7.549953486867026e-05	0.001998956231521	0.143148	0.139107	0.14697	3000000.0	701.0	0.1430706294102473	1.0147445007132674	0.0139679886887583	0.3698221198285807	0.923687	0.497027	1.7825	3000000.0	701.0	0.959306742613169	0.0009962389058487866	1.3994469800739393e-06	3.705232444633897e-05	0.00099665	0.00092741	0.00106801	3000000.0	701.0	0.0009955493895704775	0.0009962389058487866	1.3994469800739393e-06	3.705232444633897e-05	0.00099665	0.00092741	0.00106801	3000000.0	701.0	0.0009955493895704775	-53469.16376604848	4.342054787838213	114.96199931394156	-53466.6	-53713.4	-53269.0	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-472.07464336661855	0.80096118434605	21.20657237742954	-471.544	-513.168	-432.081	3000000.0000000005	700.9999999999999			351.1253175945731	
50	sims/sim_050/delphy-digested.log	706.0984308131241	0.01369830803526	0.3626819459329704	706.0	706.0	707.0	3000000.0	701.0	706.0983377992492	-81248.22681883034	134.81359506835807	3472.4549584541446	-82324.1	-85015.8	-74140.9	3169811.31013351	663.4464307944637		-31340.04522111267	136.83496586404164	3530.9735666344754	-32434.3	-35157.1	-24038.5	3158235.539176292	665.8781379391637		-49908.17874465048	3.0109480500078907	79.71907877209384	-49917.5	-50049.1	-49758.7	2999999.9999999995	701.0000000000001		1.2268229814550646	0.001862837134774	0.0493212296650844	1.2213	1.13934	1.32786	3000000.0	701.0	1.2258411799360251	28.604685592011403	0.0330911668123176	0.7348865442579655	28.5977	27.2268	29.9346	4264055.44743703	493.1924610089292	28.595260997319773	2.1731267475035665	0.0092595410087769	0.212426890298284	2.16779	1.83475	2.62382	3995758.283588859	526.3081124394628	2.1629035806013786	2.0813353067047062	0.0070501709979661	0.1501509907385823	2.06934	1.78892	2.35997	4636413.586180175	453.583348618519	2.075948145229211	2.209680898716122	0.0066140108699366	0.1654635724619665	2.20296	1.90254	2.52677	3360193.50310466	625.8568139176888	2.203501173451377	0.1557925820256775	7.725009787065095e-05	0.0020453048458207	0.155867	0.152229	0.159889	3000000.0	701.0	0.1557791299196265	0.188946601997147	8.36141828414472e-05	0.0022138029343519	0.188889	0.184572	0.192855	3000000.0	701.0	0.1889336245893535	0.4033619201141225	0.00010468938767287552	0.0027717985842831	0.403314	0.397618	0.408793	3000000.0	701.0	0.4033523965955646	0.2518988530670465	9.291250775391389e-05	0.0024599891467451	0.251804	0.247752	0.257273	3000000.0	701.0	0.251886842518867	1.9772770142653344	0.038948790800107	1.007187929613926	1.73812	0.58493	3.99579	3144895.40611915	668.7026843271506	1.7701618821049492	0.000861754723252496	1.4124833581239057e-06	3.670497031741199e-05	0.000862458	0.000782646	0.000929721	3114269.5369129325	675.2787371399558	0.000860968830559073	0.000861754723252496	1.4124833581239057e-06	3.670497031741199e-05	0.000862458	0.000782646	0.000929721	3114269.5369129325	675.2787371399558	0.000860968830559073	-49908.17874465048	3.0109480500078907	79.71907877209384	-49917.5	-50049.1	-49758.7	2999999.9999999995	701.0000000000001		0.0	0.0	0.0	0.0	0.0	0.0				-311.1614522111272	1.2211425600177543	24.95369572471484	-311.455	-361.193	-265.923	5036191.758188722	417.5774277420185			450.62496113816303	
51	sims/sim_051/delphy-digested.log	1016.5149786019972	0.0310280953054959	0.8215124048970099	1016.0	1016.0	1018.0	3000000.0	701.0	1016.514646952701	-79224.53437945791	195.721033796798	5181.989277527577	-80366.0	-87291.1	-68572.6	3000000.0	701.0		-26776.35398002851	192.05380409365256	5084.894220183648	-27900.9	-34600.3	-16329.3	3000000.0	701.0		-52448.18059914409	4.068544223550075	107.72042295364751	-52453.4	-52654.8	-52248.6	3000000.0000000005	700.9999999999999		1.4934991583452208	0.0027585230571741	0.0730357725318881	1.48906	1.34972	1.62841	3000000.0	701.0	1.4917241427436452	33.85466333808846	0.0306820083254422	0.8123492660504082	33.8584	32.4002	35.5135	3000000.0	701.0	33.844905699794275	2.86071253922967	0.0096451919070071	0.2553700032756799	2.84983	2.38048	3.35641	3000000.0	701.0	2.849264038959599	1.9654137945791712	0.0050861590321016	0.1346632043417215	1.97768	1.68096	2.22374	3000000.0	701.0	1.9606748998758563	4.669915905848784	0.0125198223334899	0.3314798814932357	4.65908	3.95674	5.22636	3000000.0	701.0	4.6582188880597934	0.1017863630527817	6.779509577872172e-05	0.0016645014271781	0.101724	0.0983107	0.104761	3488731.015418075	602.79797746115	0.101772753572872	0.2796169500713268	9.846065053771092e-05	0.0026068840198065	0.279663	0.274705	0.284231	3000000.0	701.0	0.2796048034927435	0.2137868644793154	8.669517694037415e-05	0.0022345401184058	0.21379	0.209997	0.218545	3165576.6566669373	664.333935989491	0.2137751896810462	0.4048098231098426	0.0001032985639739282	0.0027294692451237	0.404764	0.399126	0.409522	3012114.180023497	698.1807044192445	0.4048006206909735	0.4940793723252499	0.0038494867630825	0.1019205690022503	0.489307	0.320009	0.698216	3000000.0	701.0	0.4841903112008967	0.0010249888644793	1.4245238510727734e-06	3.771626982875217e-05	0.00102489	0.000957887	0.00110097	2999999.9999999995	701.0000000000001	0.0010242964539162	0.0010249888644793	1.4245238510727734e-06	3.771626982875217e-05	0.00102489	0.000957887	0.00110097	2999999.9999999995	701.0000000000001	0.0010242964539162	-52448.18059914409	4.068544223550075	107.72042295364751	-52453.4	-52654.8	-52248.6	3000000.0000000005	700.9999999999999		0.0	0.0	0.0	0.0	0.0	0.0				-464.3325378031385	0.885307256989493	23.439753122293528	-464.715	-508.573	-417.562	3000000.0	701.0			334.4430622298092	
52	sims/sim_052/delphy-digested.log	910.2824536376604	0.0233565920341059	0.6183985802767334	910.0	910.0	912.0	3000000.0	701.0	910.282243822663	-79075.1965763195	147.1072854042142	3786.546500811801	-79869.9	-84392.4	-71704.9	3174103.22586161	662.5493408233883		-29804.136804564863	149.46435606587212	3849.9895489107903	-30587.0	-35226.6	-22298.0	3169534.200424947	663.5044353577399		-49271.05734664765	2.851628608592549	75.50087278379507	-49279.8	-49407.9	-49130.2	3000000.0	701.0		1.227169971469328	0.0017059254256956	0.0451667717706605	1.2213	1.13934	1.30874	3000000.0	701.0	1.226351229473896	32.06651569186874	0.0306510984345185	0.8115308832725705	32.0098	30.4476	33.6136	3000000.0	701.0	32.056277770435564	2.627643609129814	0.0104235862996432	0.254828747474047	2.61112	2.15482	3.12474	3518655.64333488	597.6714442015808	2.61531255129199	1.960623452211126	0.0054249544367188	0.1394329699990169	1.97401	1.67072	2.23415	3183468.128608846	660.6002997488769	1.955574884005229	7.572361797432235	0.0267726112909232	0.6571092860034681	7.55229	6.35946	8.89409	3490965.27439682	602.4121796408767	7.543987788640145	0.4252102653352347	0.00011034812827112856	0.0027499962238063	0.425239	0.419925	0.430256	3386140.8558425354	621.0609923008458	0.425201372298991	0.284483296718973	9.577768393157716e-05	0.0025358487104342	0.284534	0.279628	0.289092	3000000.0000000005	700.9999999999999	0.284471992894276	0.2391174393723256	9.996152042545473e-05	0.0024582190369907	0.239128	0.234637	0.244218	3477473.4570626337	604.7494038319333	0.2391048050063927	0.0511890069900142	4.5848601025127296e-05	0.0012139061106152	0.0511469	0.0488662	0.0537358	3000000.0	701.0	0.0511746384852347	2.457620450784596	0.04238221126069	1.079309735623549	2.20316	0.952078	4.71338	3242756.268852709	648.5223759182012	2.2539028657935383	0.0009777870970042795	1.4030438959370103e-06	3.714755784600379e-05	0.00097741	0.000904829	0.00104738	3000000.0	701.0	0.000977083423682553	0.0009777870970042795	1.4030438959370103e-06	3.714755784600379e-05	0.00097741	0.000904829	0.00104738	3000000.0	701.0	0.000977083423682553	-49271.05734664765	2.851628608592549	75.50087278379507	-49279.8	-49407.9	-49130.2	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-416.3555977175466	0.9024663454389228	23.894064090472064	-415.629	-463.474	-373.737	3000000.0	701.0			442.9855577013861	
53	sims/sim_053/delphy-digested.log	874.6704707560627	0.0404167030918656	0.9516700125257758	874.0	874.0	877.0	3793047.411173156	554.4354636341234	874.6699536431208	-21474.58374079887	687.8846055669956	16371.300325310263	-23785.5	-52713.6	10292.7	3712821.772919059	566.4155536199088		27480.625967189728	684.3141312322084	16287.821128845497	25185.0	-3626.74	59142.3	3712139.657412228	566.5196339800491		-48955.20855920118	3.844467445697083	92.56037722670624	-48959.2	-49122.3	-48752.1	3627951.029958602	579.6660381118752		1.1655948074179727	0.0014312315703806	0.0378938661190157	1.16119	1.10382	1.24043	3000000.0	701.0	1.164985453740702	32.29667146932954	0.0292432977477736	0.7742573827084819	32.268	30.9398	33.8304	3000000.0	701.0	32.28741672319676	2.6410272325249693	0.0092085718506136	0.2438098740106042	2.63239	2.17243	3.07325	3000000.0	701.0	2.629897011352244	1.9479371469329547	0.0052410397788757	0.1387638896564738	1.96221	1.6406	2.17673	3000000.0	701.0	1.942929417613932	0.53364719400856	0.0018247522406854	0.0483128786004377	0.532323	0.452001	0.626559	3000000.0	701.0	0.5314739111810122	0.3851684978601997	0.00010727960822437116	0.0027249979144506	0.38507	0.380328	0.390257	3259427.173620358	645.2053959113698	0.3851588560349342	0.2153368088445078	8.958585203905e-05	0.0023719112641072	0.215326	0.210638	0.219688	3000000.0	701.0	0.2153237360629359	0.0643505646219685	5.46446105055011e-05	0.0013608606418513	0.0643975	0.0621087	0.0674115	3390834.8228979846	620.2012512666914	0.0643361810570319	0.3351441098430814	0.00010902902124392805	0.0026406230429255	0.33526	0.329969	0.34008	3585177.6637662854	586.5818091120108	0.3351337111625273	0.194966754636234	0.0012289403534819	0.0293605965227362	0.194055	0.1372	0.248246	3684436.9809374367	570.7792020546191	0.1928049717908653	0.00093802112553495	1.3804824619367386e-06	3.655021219128417e-05	0.000939654	0.000867195	0.00100898	2999999.9999999995	701.0000000000001	0.000937304739824935	0.00093802112553495	1.3804824619367386e-06	3.655021219128417e-05	0.000939654	0.000867195	0.00100898	2999999.9999999995	701.0000000000001	0.000937304739824935	-48955.20855920118	3.844467445697083	92.56037722670624	-48959.2	-49122.3	-48752.1	3627951.029958602	579.6660381118752		0.0	0.0	0.0	0.0	0.0	0.0				-449.70373323823134	0.8745675914576013	23.155405392510897	-448.624	-496.575	-408.745	3000000.0	701.0			449.21150689787817	
54	sims/sim_054/delphy-digested.log	1104.265335235378	0.0239140252989018	0.583471394259519	1104.0	1104.0	1106.0	3532689.797975779	595.2971022830855	1104.265181205426	-79726.55606276749	130.2271112400191	3447.945685744792	-80605.4	-84104.5	-73355.1	3000000.0	701.0		-30687.6631954351	133.16587350726394	3525.753544525494	-31565.6	-35225.4	-24154.5	3000000.0	701.0		-49038.89015691866	3.4804120320323024	92.1487970996032	-49046.9	-49189.0	-48848.3	3000000.0	701.0		1.484085834522112	0.0031397978953325	0.0727756294882627	1.48085	1.33606	1.6202	3914449.723204476	537.2402633079232	1.4823091825982122	34.59566904422252	0.0303024915450629	0.7700030980726658	34.5941	32.9153	35.9773	3256949.352339825	645.6962551441532	34.58709806969152	3.1120199857346647	0.0123452487227731	0.2900101802485521	3.08421	2.56501	3.67053	3810767.692199749	551.8573079919372	3.098732542929734	2.0639070756062785	0.0053071999948533	0.1405155743024419	2.05134	1.80606	2.3767	3000000.0	701.0	2.059138303753153	1.6936293437945775	0.0046104985008307	0.1067532881819663	1.69289	1.48023	1.8923	3922586.426147767	536.1258546099855	1.6902679549486035	0.047628481027104	4.52677014699007e-05	0.0011985259789651	0.0476756	0.0453082	0.049893	3000000.0000000005	700.9999999999999	0.0476133931139891	0.3164873594864479	0.0001034800480015618	0.0025849307783638	0.316532	0.311581	0.321575	3370192.287365057	624.000003763644	0.3164768132894884	0.5133797746077035	0.00010442809545484184	0.0027648805057835	0.513401	0.508443	0.518755	3000000.0	701.0	0.5133723251815803	0.1225043794579172	6.678778790371917e-05	0.0017683004941932	0.12248	0.119003	0.125605	3000000.0	701.0	0.1224916310846953	2.238586029957205	0.0367388392776911	0.9727123728738556	1.99165	0.873814	4.03935	3000000.0	701.0	2.066335258992206	0.0010824414308131	1.482286358287657e-06	3.895614611266741e-05	0.00108254	0.00101304	0.001162	3044749.193024105	690.6972846296279	0.0010817401297398	0.0010824414308131	1.482286358287657e-06	3.895614611266741e-05	0.00108254	0.00101304	0.001162	3044749.193024105	690.6972846296279	0.0010817401297398	-49038.89015691866	3.4804120320323024	92.1487970996032	-49046.9	-49189.0	-48848.3	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-489.8990556348071	0.8253251003246305	21.275763318598155	-488.617	-533.271	-448.685	3164601.857301914	664.5385722528085			419.4239665339721	
55	sims/sim_055/delphy-digested.log	833.037089871612	0.0694898503306524	1.136249846523521	833.0	832.0	835.0	7865645.155970532	267.3652266659509	833.0363156611393	-12807.59689557774	633.5594782686926	16774.377078311212	-14134.3	-43179.7	20728.5	3000000.0	701.0		29602.261221398006	630.5416270408917	16694.475228212297	28253.1	-691.149	62962.6	3000000.0	701.0		-42409.860627674825	3.36788410035072	89.16946205201916	-42407.6	-42581.6	-42237.2	3000000.0	701.0		1.4780486305278175	0.0030781650044821	0.074131827953087	1.46994	1.34425	1.62021	3625881.839613684	579.9968374656307	1.476204124382636	31.32185392296717	0.0325643016905744	0.7960419399327782	31.2994	29.6356	32.8338	3519256.432391941	597.5694128576613	31.311742468018483	2.498282453637661	0.0084230828885679	0.2230129504507044	2.49043	2.02816	2.88278	3000000.0	701.0	2.48829520678408	2.0399189586305275	0.0051852916668207	0.1310569308790827	2.03588	1.80193	2.2973	3292044.2640238097	638.8127957397326	2.0356853000190616	3.592056333808836	0.0131863444046549	0.3473106709991564	3.57023	2.93297	4.26629	3031460.039195035	693.7251267737063	3.575513056311001	0.3257400370898717	0.00010860166785246175	0.0027745765411481	0.325893	0.320875	0.331311	3221950.342010824	652.7102458964388	0.3257282140541557	0.1317045306704705	7.259721726727108e-05	0.0019221132964574	0.131671	0.127709	0.135048	3000000.0	701.0	0.1316905078673485	0.5208814322396575	0.00010517499509599927	0.0027846557228857	0.520817	0.515859	0.526233	3000000.0	701.0	0.5208739879513637	0.0216739633380884	3.5104438484315766e-05	0.0008787195352866046	0.0216511	0.0197841	0.0232754	3356315.440458313	626.5799616596317	0.0216561189488984	0.1913562154065618	0.0011050215085614	0.029256996541046	0.18876	0.138093	0.250336	3000000.0	701.0	0.1891948212820927	0.0009217526718972892	1.5441191656362828e-06	3.928036717546952e-05	0.00092159	0.000843277	0.000995018	3249749.025413332	647.1268961247005	0.000920911888313208	0.0009217526718972892	1.5441191656362828e-06	3.928036717546952e-05	0.00092159	0.000843277	0.000995018	3249749.025413332	647.1268961247005	0.000920911888313208	-42409.860627674825	3.36788410035072	89.16946205201916	-42407.6	-42581.6	-42237.2	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-387.31812553495007	0.9860334446232468	24.64198593545536	-387.034	-439.779	-344.888	3367217.3728328124	624.5513036869263			314.4690178254426	
56	sims/sim_056/delphy-digested.log	929.1340941512126	0.0664735144419259	1.2258480715917313	929.0	928.0	931.0	6183911.380101204	340.07602482259097	929.1332864177256	8821.76168844508	733.5975478838269	17345.321377444503	7907.41	-24870.6	40583.5	3761753.318713705	559.0478220722619		54361.6256918688	730.6877702145973	17278.753831833532	53418.9	20157.9	85387.9	3760781.6136360634	559.1922680048262	51374.32672161433	-45539.86533523539	3.2503880913230656	77.98070472238639	-45541.1	-45706.5	-45401.1	3653721.137911435	575.5775880592056		1.505036975748927	0.0035292702193189	0.0787601889792132	1.50272	1.3579	1.66391	4222752.197503997	498.0164361155387	1.5029917078660284	31.58625135520682	0.030639623176019	0.7751728839914639	31.5795	30.1136	33.0061	3285556.707850084	640.0741752456635	31.57675577350586	2.4349250071326694	0.0090273632143448	0.2306130170229446	2.42536	1.99717	2.86898	3222504.041956052	652.5980953381471	2.4241056183719243	1.960739657631952	0.0052794900691626	0.1353261759518624	1.96799	1.67102	2.19584	3200807.882525074	657.0216261592594	1.9560272111469132	5.238374564907266	0.0149359161026172	0.3545655526453676	5.23492	4.58033	5.88419	3731727.505250054	563.5459708784613	5.226312838789883	0.3014463152639092	0.00014024541863872774	0.0025476505523465	0.301294	0.296688	0.306554	6372897.350279581	329.9911930807643	0.3014355544736323	0.4830275092724681	0.00011853613582447904	0.0028631514203372	0.4831	0.477423	0.488418	3604559.264091013	583.4277774124289	0.4830190204112039	0.191608281027104	8.229825871542838e-05	0.0021789619947816	0.19161	0.187687	0.195881	3000000.0	701.0	0.1915958868281894	0.0239178915834522	3.400840153035215e-05	0.0008324947039628018	0.0238843	0.0223136	0.0254646	3509528.3354941565	599.2258215245009	0.0239034231269983	0.1561172952924394	0.0008210700431775891	0.0190942365859081	0.154505	0.124264	0.197476	3888616.2638843553	540.8093412383417	0.1549788575896193	0.001004642149786	1.4958581616508526e-06	3.960494589674878e-05	0.00100453	0.000921508	0.00107603	3000000.0	701.0	0.0010038626340063	0.001004642149786	1.4958581616508526e-06	3.960494589674878e-05	0.00100453	0.000921508	0.00107603	3000000.0	701.0	0.0010038626340063	-45539.86533523539	3.2503880913230656	77.98070472238639	-45541.1	-45706.5	-45401.1	3653721.137911435	575.5775880592056		0.0	0.0	0.0	0.0	0.0	0.0				-402.27136376604886	0.9064038317308412	23.45818592520629	-402.018	-443.108	-353.74	3139741.476148569	669.8003692264783			472.8862860055957	
