sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	exponential.popSize.mean	exponential.popSize.stderr	exponential.popSize.stddev	exponential.popSize.median	exponential.popSize.95%HPDlo	exponential.popSize.95%HPDup	exponential.popSize.ACT	exponential.popSize.ESS	exponential.popSize.geometric-mean	exponential.growthRate.mean	exponential.growthRate.stderr	exponential.growthRate.stddev	exponential.growthRate.median	exponential.growthRate.95%HPDlo	exponential.growthRate.95%HPDup	exponential.growthRate.ACT	exponential.growthRate.ESS	exponential.growthRate.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	alpha.mean	alpha.stderr	alpha.stddev	alpha.median	alpha.95%HPDlo	alpha.95%HPDup	alpha.ACT	alpha.ESS	alpha.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 173	minTipESS_month.ESS	minTipESS_year.ESS
156	sims/sim_156/delphy-digested.log	755.1897289586306	0.01869608373167	0.4950050770454888	755.0	755.0	756.0	3000000.0	701.0	755.1895669230338	-74519.25263908696	141.09322754463463	3659.8846373068154	-75213.0	-79195.8	-67754.9	3125480.6642708923	672.8565062137682		-30219.81669044226	143.46362555326112	3718.291107506383	-30953.0	-35018.6	-23358.4	3130661.414840696	671.7430348842151		-44299.43495007132	2.8078246426897464	72.18176211552739	-44311.2	-44419.4	-44160.9	3182176.582132222	660.8684168591554		1.317271497860199	0.0023208501882323	0.0614477685758317	1.31147	1.21038	1.45354	3000000.0	701.0	1.3158567318717422	27.291254778887268	0.0269329942801382	0.7130888533744222	27.2588	26.0041	28.7973	3000000.0	701.0	27.2819575784581	2.095815463623396	0.0078083821447225	0.2044348477744365	2.0801	1.73895	2.52246	3067973.0311474656	685.4688677668878	2.085931333171563	2.191139229671898	0.0062306742223868	0.1649658515788295	2.17524	1.92897	2.55403	3000000.0	701.0	2.185003347319596	3.936784550641944	0.0121117711502805	0.3206761532732601	3.92581	3.36513	4.60614	3000000.0	701.0	3.923802318389397	0.3426092325249644	0.00010425705621952733	0.0027603520018047	0.342628	0.336879	0.347633	3000000.0	701.0	0.3425981192643302	0.0066556829101283	1.669020224960657e-05	0.0004418965474452868	0.00665475	0.00572647	0.00741746	3000000.0	701.0	0.0066409528272186	0.3796624536376602	0.0001043453193969277	0.0027296867591098	0.379706	0.374964	0.385396	3072978.996768128	684.3522205038626	0.3796526317064699	0.2710726219686163	0.00010400026543586814	0.0024878575021957	0.271113	0.26579	0.275284	3674998.491368631	572.2451328726416	0.2710612096174772	2.2947875920114136	0.0409113370175457	1.0603391310254668	2.07652	0.774545	4.21829	3130668.1888417616	671.7415813964102	2.092306400820044	0.0009515797489300994	1.5471878242136216e-06	3.966364145154513e-05	0.000949223	0.000882023	0.00103328	3199927.830988596	657.2023217630793	0.0009507556200140482	0.0009515797489300994	1.5471878242136216e-06	3.966364145154513e-05	0.000949223	0.000882023	0.00103328	3199927.830988596	657.2023217630793	0.0009507556200140482	-44299.43495007132	2.8078246426897464	72.18176211552739	-44311.2	-44419.4	-44160.9	3182176.582132222	660.8684168591554		0.0	0.0	0.0	0.0	0.0	0.0				-243.24233095577728	0.9714819655839206	25.72134957244291	-243.1	-295.551	-196.699	3000000.0	701.0			367.9948079652981	
157	sims/sim_157/delphy-digested.log	916.382310984308	0.0313762804096093	0.7319298706570756	916.0	916.0	918.0	3864588.392348296	544.1717943788896	916.3820190053724	-81345.82824536375	72.08191362014959	1908.469908610488	-82093.1	-83184.4	-77312.4	3000000.0	701.0		-33381.22097004278	73.99706365045742	1959.1761956627	-34140.9	-35268.5	-29196.1	3000000.0	701.0		-47964.60798858775	3.649763646123522	96.63261895041242	-47969.9	-48159.1	-47785.6	3000000.0	701.0		1.2908884736091304	0.001875201586605	0.0496485958942938	1.28688	1.20764	1.3907	3000000.0	701.0	1.2899458291050891	29.04586861626245	0.0240633165721937	0.623339949509096	29.0273	27.6615	30.1243	3134009.5744754146	671.0253909648666	29.03917727919295	2.225632881597717	0.008411168654119	0.2078837753770619	2.21617	1.83285	2.68216	3442791.833984172	610.8414628038381	2.216036080322431	2.0601230670470745	0.0059651579157062	0.1443289209395094	2.04886	1.80889	2.37106	3592331.72599956	585.4136422812801	2.055074758180369	10.244263495007118	0.0310593101735378	0.8131775178841574	10.2353	8.75202	11.8898	3067977.4146834053	685.4678883667777	10.21208119658846	0.0386122716119828	4.471760722903976e-05	0.0010973579370362	0.0385759	0.0365714	0.040757	3492205.3107112814	602.1982709749868	0.0385966585176328	0.2005747902995721	9.401516152756267e-05	0.0022633427868456	0.200576	0.196152	0.204914	3628560.751817973	579.5686344637772	0.2005620106916977	0.4254830813124105	0.0001058344076244057	0.0027989041962618	0.425545	0.419801	0.430138	3006886.0678686816	699.3946403465271	0.4254738705523382	0.3353298544935806	0.00010787583905502328	0.0027715029122492	0.33534	0.330374	0.34054	3186082.13527954	660.0583132222006	0.3353184105004861	1.371697947218259	0.021325314865451	0.5646176643814368	1.2513	0.563463	2.51457	3000000.0	701.0	1.2769631278686548	0.0010672716776034	1.581669094627917e-06	3.897655156079564e-05	0.00106575	0.000994619	0.00114264	3463089.418020795	607.2612474447438	0.0010665604266293	0.0010672716776034	1.581669094627917e-06	3.897655156079564e-05	0.00106575	0.000994619	0.00114264	3463089.418020795	607.2612474447438	0.0010665604266293	-47964.60798858775	3.649763646123522	96.63261895041242	-47969.9	-48159.1	-47785.6	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-322.1546419400861	0.8423036091839841	21.116268700529165	-322.891	-364.485	-282.259	3346125.5841659703	628.4880669008655			446.539791814311	
158	sims/sim_158/delphy-digested.log	851.2867332382311	0.0240707666016865	0.6011954556377075	851.0	851.0	853.0	3371224.992582494	623.808854237586	851.2865211797626	-82852.99614835942	144.69783309463386	3831.078372273538	-83815.3	-87414.1	-75111.1	3000000.0	701.0		-30394.33024251069	147.14895087136395	3895.9751582271183	-31306.3	-35019.6	-22491.1	3000000.0	701.0		-52458.663195435125	3.0551205893528848	80.88860878983962	-52466.4	-52590.8	-52296.0	3000000.0	701.0		1.2715524108416545	0.0019364865941588	0.0512712025495718	1.26775	1.17486	1.36611	3000000.0	701.0	1.2705352045172584	29.091096576319543	0.0250565318527033	0.6634068749480678	29.038	27.8911	30.5166	3000000.0	701.0	29.083538254962324	2.320127432239659	0.0077346365165463	0.2047853657667172	2.30234	1.90781	2.70923	3000000.0	701.0	2.311138996784352	2.0583436947218217	0.005229329082798	0.1384538325290954	2.04915	1.828	2.3868	3000000.0	701.0	2.053700354508858	10.07895661911554	0.0346306079895641	0.9074740948607644	9.98649	8.44225	11.8209	3062605.3198547303	686.6702628531162	10.0385538328666	0.3638023095577747	0.00010739884047155	0.0028435351527943	0.364038	0.358169	0.368949	3000000.0	701.0	0.3637911844184714	0.2183626333808845	9.132440014279708e-05	0.0024179417670929	0.218305	0.214	0.223289	3000000.0	701.0	0.2183492549991906	0.2420285164051359	9.679929544964124e-05	0.0025628973103274	0.242125	0.237151	0.246982	3000000.0	701.0	0.2420149417125087	0.1758065064194008	8.093339278667872e-05	0.0021428252522411	0.175809	0.171835	0.179933	3000000.0	701.0	0.1757934455719352	2.282813292439372	0.0427108603967934	1.1308300202417243	2.0077	0.755481	4.60046	3000000.0	701.0	2.064308614772422	0.0010007729828815	1.4906531974980303e-06	3.946713715995409e-05	0.00100056	0.000925091	0.00107483	3000000.0	701.0	0.000999996946138314	0.0010007729828815	1.4906531974980303e-06	3.946713715995409e-05	0.00100056	0.000925091	0.00107483	3000000.0	701.0	0.000999996946138314	-52458.663195435125	3.0551205893528848	80.88860878983962	-52466.4	-52590.8	-52296.0	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-339.7805606276749	0.8494899096136964	22.49143854184009	-339.751	-388.957	-299.225	3000000.0	701.0			437.4728524041233	
159	sims/sim_159/delphy-digested.log	970.4008559201142	0.0321421673484313	0.7307779123568235	970.0	970.0	972.0	4068354.266520539	516.9166356298149	970.400581012284	-76188.91483594861	82.9247543685663	2140.5874344360527	-76957.1	-78191.9	-71787.9	3156034.316489437	666.342564468449		-33328.08687589163	84.99469099818957	2199.497010039292	-34118.3	-35362.3	-28839.6	3140336.011669128	669.6735611047651		-42860.825392296734	4.391810310182844	116.2793466514224	-42866.5	-43071.4	-42635.6	3000000.0	701.0		1.250286890156917	0.0020743872143398	0.0461104393541777	1.24589	1.16666	1.34425	4256184.109546408	494.1045654681799	1.2494444962488138	30.734433523537803	0.0266214829762736	0.6788192564405909	30.7336	29.4558	32.0807	3234412.855995889	650.1952884899964	30.72693895772605	2.5220836661911585	0.008926048011685	0.2363296585448882	2.51404	2.08208	2.9659	3000000.0	701.0	2.511144529779646	2.0570895863052807	0.0054021314608034	0.1430290182032351	2.04083	1.82213	2.3802	3000000.0	701.0	2.052150333198345	0.3444306376604849	0.0017024270245779	0.045074146687246	0.343455	0.264444	0.433738	3000000.0	701.0	0.3414909478502558	0.0565626693295292	5.155431256132977e-05	0.00136497283772	0.0565685	0.0541485	0.0594568	3000000.0	701.0	0.056546197825984	0.3603125763195433	0.00010696896631698269	0.0026604746536521	0.36036	0.355288	0.365276	3399668.8760688687	618.5896558348815	0.3603027551817805	0.5465529029957203	0.00011253537953650744	0.0028002797673172	0.54655	0.540915	0.551742	3396366.804933758	619.1910711602354	0.5465457275114134	0.0365718186875892	4.633756743548482e-05	0.0010692686514316	0.0366071	0.0345135	0.0385844	3949408.585149821	532.4847897245919	0.0365561575834608	1.359834537803138	0.0249916473249629	0.6616889659399989	1.18327	0.587232	2.68973	3000000.0	701.0	1.241658906334783	0.0010742840299572	1.609012168549402e-06	3.97562145914215e-05	0.00107324	0.000996858	0.00115226	3444672.021297959	610.5080504028901	0.0010735492283096	0.0010742840299572	1.609012168549402e-06	3.97562145914215e-05	0.00107324	0.000996858	0.00115226	3444672.021297959	610.5080504028901	0.0010735492283096	-42860.825392296734	4.391810310182844	116.2793466514224	-42866.5	-43071.4	-42635.6	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-382.1082596291016	0.8398376738890144	21.229589329499447	-381.715	-427.218	-345.341	3291143.293457158	638.9876746420599			457.3890640065033	
160	sims/sim_160/delphy-digested.log	851.2881597717546	0.0248364861823349	0.6180727097956373	851.0	851.0	853.0	3395786.999831716	619.2967933808033	851.287935666027	-64498.462339515056	144.5233058503978	3826.4575183429447	-65066.4	-70530.8	-57048.2	3000000.0	701.0		-28698.497146932958	146.4453181480923	3877.345493563172	-29284.4	-34893.7	-21183.3	3000000.0	701.0		-35799.963766048466	2.316397563326404	61.329879080598616	-35803.5	-35906.8	-35681.3	3000000.0	701.0		1.3503349928673338	0.0024917662163983	0.0601563970949013	1.34425	1.2377	1.46447	3608196.861445001	582.8395957192303	1.3490079681993072	27.62248102710412	0.024093111759797	0.6378989747783552	27.6387	26.3578	28.8123	3000000.0	701.0	27.61510812857373	2.250098687589155	0.0090227696231494	0.2388904990625853	2.21319	1.84818	2.72778	3000000.0	701.0	2.237866731144003	2.283904736091297	0.0069027919812959	0.1827611132956508	2.28331	1.9363	2.62887	3000000.0	701.0	2.276631775488647	2.7186541940085607	0.0078881390729581	0.2073513868582766	2.7026	2.30302	3.10737	3043508.37763502	690.9788766982634	2.7108345897614656	0.1156558430813122	6.650676797478232e-05	0.0017608600968557	0.115686	0.112047	0.118723	3000000.0	701.0	0.1156424377235626	0.0937951794579172	6.318713019303924e-05	0.001672968023856	0.0937679	0.0907774	0.0971233	3000000.0	701.0	0.0937802639436656	0.7563069001426532	9.176677598842696e-05	0.0024296542890041	0.756234	0.751268	0.760761	3000000.0	701.0	0.7563029977123861	0.0342420805991441	3.770306427640876e-05	0.0009982415840554214	0.0341871	0.0322083	0.0360543	3000000.0	701.0	0.0342275709303502	2.714327399429388	0.0429578670857176	1.137369869274055	2.48005	1.11595	5.26553	3000000.0	701.0	2.5122890189660527	0.0010452594037089	1.4902555654117597e-06	3.945660929196101e-05	0.00104567	0.000966846	0.00112181	3000000.0	701.0	0.0010445162367465	0.0010452594037089	1.4902555654117597e-06	3.945660929196101e-05	0.00104567	0.000966846	0.00112181	3000000.0	701.0	0.0010445162367465	-35799.963766048466	2.316397563326404	61.329879080598616	-35803.5	-35906.8	-35681.3	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-254.64719686162613	0.883032240150224	23.379518856008296	-255.325	-299.873	-209.401	3000000.0	701.0			383.9596671257849	
161	sims/sim_161/delphy-digested.log	904.2524964336662	0.0208834047905954	0.5529174744681499	904.0	904.0	905.0	3000000.0	701.0	904.2523275445104	-79308.73309557786	113.25888019761445	2921.4533472816524	-80392.5	-82145.2	-73333.2	3160719.010671296	665.3549375631939		-32568.01925820256	109.73519945688258	2830.439197983665	-33607.9	-35280.1	-26812.7	3160992.950859028	665.2972761070191		-46740.713124108406	4.640112802984646	118.55788068163214	-46742.8	-46956.7	-46500.4	3221332.061734692	652.835522602886		1.2599185592011428	0.0020783567154935	0.0511803979428152	1.25681	1.16938	1.36065	3467944.4650823413	606.4110948645389	1.258894684926429	29.701706276747537	0.0261836251567461	0.6932482532763776	29.7048	28.2353	30.9788	2999999.9999999995	701.0000000000001	29.693615763880487	2.3703944222539226	0.0089792109892973	0.2238558399557455	2.34959	1.97155	2.78976	3383598.0674670404	621.5277222847881	2.3600477892104985	2.132214208273894	0.0063504062613413	0.1531396161241797	2.11836	1.86608	2.48062	3616322.754156803	581.5299526522334	2.126797461214062	0.2790540613409415	0.0013331503205453	0.0342943639654962	0.278386	0.214657	0.344039	3177986.22300624	661.7398101904455	0.2769413346636523	0.3606001041369475	0.00010832768387951672	0.0026971260927436	0.360642	0.356021	0.366202	3392467.4319816977	619.9027823154488	0.3605900119562437	0.0671106746077032	5.449861181953056e-05	0.0014429272961134	0.0670864	0.0643596	0.0699833	3000000.0	701.0	0.06709516906162	0.1039643767475035	6.491777628558661e-05	0.0017187893100036	0.103921	0.100477	0.107116	3000000.0	701.0	0.1039501756887565	0.4683248630527818	0.0001253399589468326	0.0029009137821655	0.468097	0.463276	0.474321	3925985.8157434254	535.6616398273397	0.4683158839009978	0.8013004379457928	0.0115029370706689	0.2965799294638427	0.736574	0.397628	1.38917	3163539.382936064	664.761757461738	0.7570416541696494	0.0010401335677603	1.499930124830367e-06	3.971275684136266e-05	0.00104273	0.000964686	0.00111759	3000000.0	701.0	0.0010393713637814	0.0010401335677603	1.499930124830367e-06	3.971275684136266e-05	0.00104273	0.000964686	0.00111759	3000000.0	701.0	0.0010393713637814	-46740.713124108406	4.640112802984646	118.55788068163214	-46742.8	-46956.7	-46500.4	3221332.061734692	652.835522602886		0.0	0.0	0.0	0.0	0.0	0.0				-347.30109272467905	0.8619408952027863	22.821095873838185	-347.806	-389.642	-300.517	3000000.0	701.0			282.6691612842816	
163	sims/sim_163/delphy-digested.log	1123.6590584878743	0.0407416481218072	0.972895862994793	1123.0	1123.0	1126.0	3687939.1483071577	570.2371745925693	1123.6586376996534	-82720.19871611982	76.82789784356564	1724.142638062677	-83292.9	-84669.1	-79155.8	4175714.416710864	503.6263954220547		-33793.07375178314	72.46690975833933	1641.1454722484973	-34354.8	-35695.5	-30411.4	4100384.645953912	512.8787129946827		-48927.12054208275	5.364981316668128	106.49899133016542	-48930.0	-49140.7	-48742.7	5336846.497293399	394.0529301463972		1.461768601997148	0.0032425720998868	0.0755500277237107	1.45354	1.3224	1.61201	3873907.974511778	542.8626631909184	1.4598459660408856	42.319866904422256	0.0351514978854572	0.9306852799510066	42.3116	40.7329	44.1523	2999999.9999999995	701.0000000000001	42.30964818463583	4.518794393723254	0.0156399807559389	0.4140904582701025	4.47274	3.80066	5.37944	3000000.0	701.0	4.499994558865197	2.001447346647647	0.0053063512188535	0.1404931017656721	2.00515	1.70832	2.27254	3000000.0	701.0	1.9964948455046905	9.594396205420823	0.0252167358175475	0.6556473483411128	9.57833	8.45541	10.9015	3110830.81023066	676.0251933611486	9.572045594607136	0.5103245007132662	0.00010960705611589644	0.0028551282023929	0.510319	0.504888	0.516026	3099310.386004853	678.5380417192932	0.5103165156206846	0.2432219900142651	9.300170297201556e-05	0.0024623507154194	0.243238	0.238533	0.247655	3000000.0	701.0	0.2432095161585227	0.0254837911554921	3.257970768064819e-05	0.0008625935219685248	0.0254675	0.0239092	0.0272776	3000000.0	701.0	0.0254691643276295	0.2209697104136947	0.00010225889133731846	0.0023606282258833	0.221017	0.21592	0.225222	3946264.959384539	532.9089713043456	0.220957094471865	0.8001603095577751	0.0094453952845062	0.2054946658055534	0.766272	0.45864	1.18412	4443021.776930577	473.3265119066869	0.7771558163796578	0.0009157827289586312	1.2106284955567512e-06	3.205308985623983e-05	0.000915681	0.000855733	0.000977692	3000000.0	701.0	0.0009152224168586388	0.0009157827289586312	1.2106284955567512e-06	3.205308985623983e-05	0.000915681	0.000855733	0.000977692	3000000.0	701.0	0.0009152224168586388	-48927.12054208275	5.364981316668128	106.49899133016542	-48930.0	-49140.7	-48742.7	5336846.497293399	394.0529301463972		0.0	0.0	0.0	0.0	0.0	0.0				-699.1012439372324	0.7918658647736494	20.96576101656113	-699.199	-738.878	-660.185	3000000.0000000005	700.9999999999999			346.5637760791174	
164	sims/sim_164/delphy-digested.log	653.7104136947219	0.0399810132972309	0.9268648395550954	653.0	653.0	656.0	3913037.8724076618	537.4341032651545	653.7097574358814	-21100.0413149786	660.84893755927	17496.90384352398	-23104.6	-52438.6	10617.0	3000000.0	701.0		12619.395497004283	657.805894961178	17416.335016513065	10601.9	-18559.2	44180.1	3000000.0	701.0		-33719.4389443652	3.31399687133447	87.74272197308917	-33714.5	-33894.9	-33563.1	3000000.0	701.0		1.494664422253924	0.0032517821661248	0.0793877057022798	1.4918	1.33333	1.64207	3528382.508093507	596.0238140780023	1.4925668296884895	28.48208701854498	0.0283760868144869	0.7441127501785765	28.4725	26.9553	29.7982	3058206.371251233	687.6579748735464	28.47235760326293	2.072219999999997	0.0066813618813655	0.176898440381547	2.0681	1.7147	2.38544	3000000.0	701.0	2.0646808394371474	2.012597788873036	0.0047831912169249	0.1266417058894398	2.00995	1.75591	2.24336	3000000.0	701.0	2.0085828658175267	1.0679185278174042	0.0033448161247114	0.0885587049961743	1.06307	0.912354	1.24932	3000000.0	701.0	1.064282984701942	0.1798906747503566	8.687005482385726e-05	0.0021231120591672	0.179954	0.175887	0.183935	3520737.367311663	597.3180560201207	0.1798781481649676	0.0885161320970043	6.859731871387122e-05	0.001646738836294	0.0884576	0.0850739	0.0915398	3649254.045116035	576.2821590386512	0.0885008290868831	0.7142038815977179	0.00010493326950974789	0.0025777751343995	0.714299	0.709111	0.719106	3484782.058573448	603.4810684433154	0.7141992286331954	0.0173893134094151	2.8587308619329327e-05	0.000739314925700478	0.017361	0.0159928	0.0188075	3144320.918258521	668.8248606521831	0.0173736163037789	0.231914188302425	0.001802626072498	0.0477270572194844	0.226598	0.144774	0.31808	3000000.0	701.0	0.2272884097688493	0.0008114339144079879	1.423464881224698e-06	3.564359828745769e-05	0.000811335	0.000741651	0.000877494	3354051.338746361	627.0029250017487	0.0008106511389808459	0.0008114339144079879	1.423464881224698e-06	3.564359828745769e-05	0.000811335	0.000741651	0.000877494	3354051.338746361	627.0029250017487	0.0008106511389808459	-33719.4389443652	3.31399687133447	87.74272197308917	-33714.5	-33894.9	-33563.1	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-293.2825663338084	0.9366283744334684	24.79855179173847	-293.881	-341.355	-247.763	3000000.0	701.0			381.9538509059087	
165	sims/sim_165/delphy-digested.log	863.3038516405136	0.0245545996324537	0.650117514394954	863.0	863.0	865.0	3000000.0	701.0	863.3036071589353	-84574.977746077	103.97305458743811	2693.746474502097	-85671.9	-86854.7	-78504.3	3133050.829269677	671.2307315136075		-32953.139087018564	101.24265043163834	2616.688245199552	-34038.5	-35103.7	-26973.5	3148200.0236563683	668.0007573208588		-51621.83823109842	4.236647834543548	112.17120217231644	-51633.6	-51863.9	-51422.7	3000000.0	701.0		1.16070972895863	0.0015988529914279	0.0394189825856797	1.15572	1.08742	1.2295	3459756.3784116586	607.8462671887514	1.1600490088744606	27.677470470756084	0.0238090484943206	0.6303780008325789	27.6816	26.488	28.9408	3000000.0	701.0	27.670299616685934	2.249691069900143	0.0091095404878751	0.2313023421739223	2.2265	1.83743	2.72313	3261911.340217128	644.7140282666342	2.2380112687445086	2.2124543223965736	0.0064966394069091	0.1720076534110252	2.19395	1.90881	2.56077	3000000.0	701.0	2.205842651382935	7.785381982881597	0.0238617899530072	0.6317744050313916	7.76792	6.71119	9.09372	3000000.0	701.0	7.759801362278963	0.2852579229671899	0.0001096987159845118	0.0026346618094016	0.285304	0.280002	0.290175	3645798.053545601	576.8284389627112	0.285245745099535	0.3394641611982879	0.00011033681732507174	0.0029213222166436	0.339466	0.334131	0.344785	3000000.0	701.0	0.3394515850016327	0.2613588758915832	0.00010594230830964268	0.0024915804579966	0.261138	0.256645	0.266246	3802141.7438023943	553.1093109371719	0.2613470079458007	0.113919038516405	7.860176066386817e-05	0.0017989404727535	0.113911	0.110247	0.117162	4014858.42807199	523.8042729715628	0.1139048271444569	0.8648442054208266	0.0127776498245144	0.3321789327520925	0.80703	0.392208	1.49097	3111695.3135880376	675.8373773989683	0.8146748599820852	0.0010620718088445	1.5386089400719148e-06	4.073683280274709e-05	0.00106229	0.000986756	0.00114503	3000000.0	701.0	0.0010612890359338	0.0010620718088445	1.5386089400719148e-06	4.073683280274709e-05	0.00106229	0.000986756	0.00114503	3000000.0	701.0	0.0010612890359338	-51621.83823109842	4.236647834543548	112.17120217231644	-51633.6	-51863.9	-51422.7	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-271.3740813124107	0.863393873070588	22.859565503725968	-270.936	-315.465	-227.179	3000000.0	701.0			374.242999474538	
166	sims/sim_166/delphy-digested.log	737.3266761768901	0.0244705826951339	0.6367167426367284	737.0	737.0	739.0	3106242.47994354	677.023771833236	737.3264015978348	-69086.01383737524	233.39443725287265	6179.445549703483	-70612.3	-76436.5	-57246.1	3000000.0	701.0		-28004.709600570637	229.58961814987163	6078.707619741607	-29529.9	-35133.8	-16344.5	3000000.0	701.0		-41081.302995720376	4.29548323643468	113.36132028541928	-41081.8	-41329.2	-40895.2	3019489.6058171354	696.4753234945763		1.3332751069900135	0.0026182806709091	0.062838783831153	1.32786	1.21038	1.44808	3651036.120356161	576.0008750049975	1.3318077549492011	25.36041084165478	0.0291202349156866	0.6447682178704683	25.3698	24.0818	26.4972	4289649.1932664085	490.2498794775905	25.3522327737207	1.7982511269614845	0.0064498450910248	0.17076870817117	1.78112	1.51103	2.16666	3000000.0	701.0	1.7902864107062295	2.1888751925820245	0.0064943592597269	0.1631143600355032	2.17354	1.92636	2.53115	3333707.5511288554	630.829179748501	2.182832196649645	0.5428314051355206	0.0015864775901695	0.0420042225498966	0.539922	0.457397	0.622489	3000000.0	701.0	0.5412225284475511	0.6018025492154065	0.000103200042678686	0.0027116589305675	0.601823	0.596781	0.607418	3045992.988873363	690.4152464178347	0.6017964394412789	0.0521994185449358	4.717179582899183e-05	0.0012489395515934	0.0521735	0.0500408	0.0548779	3000000.0	701.0	0.0521844994575524	0.2533659529243933	0.00011928328895850624	0.0024807907963214	0.253401	0.248526	0.258385	4862036.325050179	432.5348186242306	0.253353792930881	0.0926321239657631	7.511785918803904e-05	0.0016826692404361	0.0926489	0.0897341	0.0960405	4191101.374667849	501.7774117111797	0.0926168395375829	0.5816968944365195	0.0086739041891636	0.217444323741828	0.533452	0.27254	0.965022	3346357.7146021645	628.4444698853773	0.5503688558199213	0.0009955546319543502	1.7193504285036904e-06	4.055949273522379e-05	0.000993263	0.000924289	0.00107147	3779053.546080596	556.4885425296775	0.0009947312752435918	0.0009955546319543502	1.7193504285036904e-06	4.055949273522379e-05	0.000993263	0.000924289	0.00107147	3779053.546080596	556.4885425296775	0.0009947312752435918	-41081.302995720376	4.29548323643468	113.36132028541928	-41081.8	-41329.2	-40895.2	3019489.6058171354	696.4753234945763		0.0	0.0	0.0	0.0	0.0	0.0				-188.04476747503548	1.3187359543008956	25.66893157570937	-187.398	-233.257	-136.348	5550592.981341295	378.8784382262186			424.003824682185	
