# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_a/ebola_dudas_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_a/ebola_dudas_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_a/ebola_dudas_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
20000000	2818	-75872.9	-9398.49	-66474.4	1.94284	2013.87	147.392	0	12.4882	-1.01415	-0.835425	-0.0871344	0.162713	0.365649	0.470019	1.20298	1.61919	1.74656	1.64178	2.43967	2.47944	2.99239	2.66946	1.50845	1.51754	0.328132	-0.66954	-0.651936	-0.937459	-1.36761	-0.859494	-0.88473	-0.740535	-1.1965	2	10.2124	0.308836	0.220875	0.201134	0.269155	0.00100398	0.00100398	-66474.4	0.0	-4147.08	
22000000	2817	-75780.1	-9363.79	-66416.3	1.81397	2013.99	145.064	0	12.4882	-0.360124	-0.699033	-0.583225	0.0670896	0.554115	0.548689	1.16635	1.28155	1.63003	1.89818	2.24339	2.58573	2.74912	2.61269	1.62107	1.25861	0.377635	-0.635948	-0.409041	-0.764678	-0.95337	-1.13445	-0.646219	-1.18201	-0.928277	2	10.234	0.310484	0.223365	0.198811	0.26734	0.00101017	0.00101017	-66416.3	0.0	-4112.38	
24000000	2817	-75673	-9291.05	-66381.9	1.82549	2013.98	143.154	0	12.4882	-0.0116049	-0.0123896	-0.339883	0.0661892	0.370611	0.70494	0.857836	1.15005	1.45452	1.96593	2.45572	2.64773	2.84553	2.67357	1.66055	1.24501	0.358066	-0.536085	-0.769159	-0.622805	-0.579277	-1.02493	-0.979689	-0.895569	-0.641615	2	10.455	0.312206	0.221344	0.200974	0.265476	0.00111085	0.00111085	-66381.9	0.0	-4039.59	
26000000	2817	-75574.2	-9235.18	-66339	1.81345	2014	141.239	0	12.4882	0.796923	0.230985	0.186791	0.134214	0.356038	0.527972	0.905561	1.374	1.28417	1.95125	2.5583	2.53622	2.75503	2.58931	1.49284	1.35191	-0.101737	-0.72679	-0.282957	-0.184601	-0.268832	-0.571564	-0.255975	-0.175455	-0.262391	2	10.0526	0.311916	0.220253	0.199224	0.268607	0.00108944	0.00108944	-66339	0.0	-3983.8	
28000000	2811	-75419.8	-9218.37	-66201.4	1.73558	2014.07	138.321	0	12.4882	0.0144549	-0.279384	0.168848	0.529216	0.580351	0.577405	0.892195	1.29765	1.22638	1.55016	2.77091	2.48768	2.67039	2.35088	1.53106	1.2644	0.0416403	-0.694874	-1.00428	-1.07347	-1.15519	-1.11957	-0.977482	-0.768927	-0.683037	2	9.99674	0.313648	0.221815	0.201466	0.263071	0.00108819	0.00108819	-66201.4	0.0	-3967	
30000000	2814	-75324.1	-9138.78	-66185.4	1.84136	2013.97	135.386	0	12.4882	-0.969133	-0.550219	-0.0852323	0.203227	0.482622	0.352186	0.653513	1.18237	1.29614	1.4548	2.22733	2.66205	2.73347	2.51105	1.66405	1.06654	0.0490939	-0.930552	-0.51744	-0.757637	-1.02828	-0.907859	-1.7442	-1.46856	-1.78144	2	9.71861	0.308404	0.219887	0.201926	0.269783	0.0011288	0.0011288	-66185.4	0.0	-3887.46	
32000000	2814	-75379.8	-9163.24	-66216.5	1.77702	2014.03	136.643	0	12.4882	-1.21285	-0.703723	-0.123163	-0.0373626	0.328493	0.451992	0.825354	1.23382	1.34081	1.58936	2.13394	2.51511	2.64778	2.61108	1.81919	1.25974	0.148945	-0.799571	-0.753436	-1.26263	-1.31122	-1.10218	-1.03129	-1.26119	-1.22088	2	9.34758	0.31076	0.22051	0.209355	0.259375	0.00110441	0.00110441	-66216.5	0.0	-3911.99	
34000000	2812	-75302	-9142.37	-66159.6	1.79806	2014.01	135.255	0	12.4882	-0.959684	-0.654324	-0.348321	0.0456121	0.478127	0.328801	0.972873	1.39228	1.19683	1.53173	2.36532	2.27927	2.5778	2.35956	1.49657	1.30188	0.365894	-0.548404	-0.886735	-0.722091	-0.880039	-1.20428	-0.836463	-0.379927	-0.506509	2	10.1962	0.314245	0.216955	0.198201	0.270598	0.00111883	0.00111883	-66159.6	0.0	-3890.96	
36000000	2812	-75412.5	-9187.37	-66225.2	1.76031	2014.05	138.547	0	12.4882	-0.55313	-0.937867	-0.528613	0.325117	0.249751	0.200596	1.01449	1.24429	1.23809	1.7265	2.57763	2.49508	2.54144	2.64124	1.31617	1.15613	0.168828	-0.208822	-0.676334	-0.764306	-0.792829	-0.467408	-0.895689	-0.963899	-0.973934	2	9.30543	0.309521	0.221123	0.203383	0.265972	0.00110511	0.00110511	-66225.2	0.0	-3936.13	
38000000	2812	-75435.3	-9209.93	-66225.3	1.80097	2014.01	138.44	0	12.4882	-0.520179	-0.485387	-0.0419882	0.337684	0.263865	0.689286	0.911789	1.2693	1.40603	1.64291	2.22616	2.5719	2.69499	2.48743	1.52564	1.14822	0.215299	-0.619652	-0.567449	-0.76815	-1.24687	-1.72325	-1.88437	-2.00625	-2.03309	2	10.0431	0.313717	0.21653	0.207546	0.262207	0.00110298	0.00110298	-66225.3	0.0	-3958.55	
40000000	2814	-75391.3	-9177.92	-66213.3	1.78146	2014.03	136.75	0	12.4882	-0.347842	-0.382144	-0.0258188	0.115226	0.256913	0.634459	1.02198	1.26849	1.38667	1.6556	2.09236	2.51941	2.70288	2.51888	1.61546	1.13154	0.190251	-0.446054	-0.512614	-0.623802	-0.903853	-1.62021	-1.27355	-1.05121	-0.871723	2	10.1188	0.314005	0.22167	0.199124	0.265201	0.00108473	0.00108473	-66213.3	0.0	-3926.53	
42000000	2812	-75431.8	-9215.96	-66215.8	1.82035	2013.99	138.238	0	12.4882	-0.739323	-0.821231	-0.330568	0.320486	-0.0574685	0.243395	0.619638	1.41606	1.22747	1.41247	2.11934	2.49359	2.57665	2.40146	1.87767	1.13396	0.252111	-0.728097	-0.465839	-0.191206	-0.478817	-0.668088	-1.11604	-1.49291	-1.30599	2	10.0402	0.308513	0.221042	0.202661	0.267783	0.00108087	0.00108087	-66215.8	0.0	-3964.58	
44000000	2813	-75526.7	-9231.82	-66294.8	1.81309	2014	141.4	0	12.4882	-0.636427	-0.123696	0.111308	0.156476	0.265351	0.693685	1.26584	1.30396	1.21691	1.57333	2.36946	2.69738	2.75233	2.79516	1.65305	1.31059	0.479922	-0.553392	-0.232091	-0.361705	-0.519312	-0.938922	-0.88081	-0.894301	-0.631579	2	10.7675	0.315358	0.21803	0.20138	0.265232	0.00109923	0.00109923	-66294.8	0.0	-3980.3	
46000000	2811	-75491.8	-9252.92	-66238.9	1.765	2014.04	139.988	0	12.4882	0.152883	-0.181869	0.0308352	0.291484	0.246284	0.465359	1.13864	1.35457	1.4323	1.57922	2.13191	2.49804	2.92101	2.55071	1.961	1.10574	0.179125	-0.653497	-0.481317	-0.518233	-0.793844	-1.05621	-1.36261	-1.94869	-1.98328	2	9.94953	0.308187	0.221742	0.200898	0.269173	0.00105179	0.00105179	-66238.9	0.0	-4001.55	
48000000	2809	-75402.6	-9207.03	-66195.6	1.833	2013.98	139.07	0	12.4882	-0.577372	-0.56541	-0.206203	0.267037	0.360354	0.380441	0.709488	1.45802	1.49855	1.58273	2.48977	2.51526	2.71297	2.52484	1.61712	1.0686	0.168305	-0.352527	-0.609506	-0.456183	-0.740565	-1.25364	-0.903786	-1.22163	-1.03669	2	9.63359	0.307524	0.217402	0.204513	0.270561	0.0010698	0.0010698	-66195.6	0.0	-3955.73	
50000000	2810	-75592.8	-9307.28	-66285.5	1.87252	2013.94	142.853	0	12.4882	-1.25573	-1.00717	-0.0645796	0.291496	0.301911	0.305504	0.53643	1.47529	1.3374	1.71823	2.36068	2.58125	2.74295	2.54981	1.7963	1.23838	0.372897	-0.708029	-0.497516	-0.734184	-1.28764	-1.77044	-2.23876	-2.50438	-2.86496	2	10.3234	0.30758	0.221904	0.204121	0.266394	0.00101675	0.00101675	-66285.5	0.0	-4055.85	
52000000	2813	-75591.2	-9285.36	-66305.8	1.79047	2014.02	141.908	0	12.4882	-0.755273	-0.642288	-0.398037	0.0403036	0.241373	0.685585	1.21591	1.23328	1.43899	1.63303	2.34527	2.72844	2.99042	2.44321	1.80528	1.20899	0.0842188	-0.652844	-0.469352	-0.947462	-1.63153	-1.85185	-2.20435	-2.07917	-1.80265	2	10.5551	0.315183	0.219376	0.20298	0.262461	0.00101127	0.00101127	-66305.8	0.0	-4033.89	
54000000	2815	-75766.4	-9357.99	-66408.4	1.8192	2013.99	146.011	0	12.4882	0.150864	-0.141771	0.0185996	0.389793	0.331484	0.615474	0.895039	1.55543	1.59865	1.71331	2.52097	2.63106	2.83045	2.69789	1.66103	1.41622	0.402776	-0.591775	-0.538061	-0.831129	-0.813993	-1.70352	-1.66687	-1.30697	-1.62133	2	9.81011	0.310243	0.222667	0.199587	0.267503	0.00101385	0.00101385	-66408.4	0.0	-4106.65	
56000000	2812	-75549.8	-9260.15	-66289.6	1.88464	2013.93	141.774	0	12.4882	-1.37932	-0.973594	-0.350954	0.0365576	0.109788	0.268417	0.998544	1.45574	1.13477	1.37501	2.18964	2.36826	2.88804	2.71517	1.74004	1.2204	0.33861	-0.780476	-1.04697	-0.817545	-0.757155	-1.56107	-1.39213	-1.74204	-1.97993	2	9.50986	0.310312	0.22033	0.202253	0.267105	0.0010383	0.0010383	-66289.6	0.0	-4008.87	
58000000	2810	-75517.5	-9261.83	-66255.7	1.90684	2013.9	141.566	0	12.4882	-0.623037	-0.414508	-0.050725	-0.00562018	-0.0923444	0.310199	0.947317	1.42546	1.30103	1.71957	2.33366	2.5058	2.81198	2.51521	1.81399	1.33522	0.324151	-0.479752	-0.774735	-0.869923	-0.827455	-0.786453	-0.645538	-0.713222	-0.759857	2	10.2158	0.30921	0.222467	0.203267	0.265056	0.00107297	0.00107297	-66255.7	0.0	-4010.42	
60000000	2810	-75482.8	-9228.3	-66254.5	1.77145	2014.04	141.386	0	12.4882	-0.816378	-0.548989	-0.0699195	-0.0248681	0.00780572	0.229729	1.24177	1.39894	1.31487	1.62175	2.38732	2.38837	3.04618	2.70836	1.67616	1.1733	0.2572	-0.735043	-0.702737	-0.98174	-1.12075	-1.28655	-1.16544	-1.13267	-1.20178	2	10.5713	0.303894	0.223998	0.204722	0.267385	0.00110215	0.00110215	-66254.5	0.0	-3976.82	
62000000	2809	-75311.8	-9171.32	-66140.4	1.74429	2014.07	136.63	0	12.4882	-0.261684	-0.228338	0.194422	0.403683	0.457836	0.263142	0.78352	1.22576	1.24213	1.74778	2.30154	2.44555	2.62853	2.46004	1.7338	1.13229	-0.152179	-0.419944	-0.286032	-0.755194	-1.14423	-1.15938	-0.733308	-0.772525	-0.859951	2	9.99927	0.309969	0.220829	0.203255	0.265948	0.00107745	0.00107745	-66140.4	0.0	-3919.95	
64000000	2812	-75413.1	-9201.13	-66212	1.92669	2013.88	137.919	0	12.4882	-0.579109	-0.781418	-0.387014	0.0411534	0.122917	0.457224	0.970139	1.38492	1.40368	1.74183	2.24066	2.5947	2.67271	2.44047	1.76953	1.15464	0.263722	-0.788342	-0.322486	-0.609662	-1.40823	-1.6577	-1.37313	-1.48524	-1.74802	2	9.4501	0.308799	0.218904	0.202522	0.269774	0.00105997	0.00105997	-66212	0.0	-3949.86	
66000000	2810	-75410.7	-9214	-66196.7	1.71443	2014.1	138.384	0	12.4882	-1.23089	-0.812081	-0.294968	0.210017	0.276726	0.5749	0.910357	1.1983	1.29374	1.62039	2.31754	2.47013	2.79569	2.62888	1.66176	1.10649	0.340771	-0.80155	-0.757407	-1.16479	-1.23978	-1.69136	-1.78121	-1.82892	-1.42628	2	11.4943	0.30727	0.219749	0.205475	0.267505	0.00104494	0.00104494	-66196.7	0.0	-3962.36	
68000000	2798	-75457.2	-9336.09	-66121.1	1.84534	2013.96	142.88	0	12.4882	-0.0889725	-0.447978	0.0719102	0.134358	0.361657	0.563836	0.833931	1.52456	1.31219	1.68771	2.24362	2.41597	2.72996	2.53413	1.62868	1.24936	0.599585	-0.708139	-0.278696	-0.578464	-0.915517	-1.41643	-1.68533	-1.2788	-1.60583	2	9.23435	0.307451	0.22187	0.203961	0.266717	0.00104046	0.00104046	-66121.1	0.0	-4084.86	
70000000	2802	-75309.7	-9224.88	-66084.8	1.77209	2014.04	138.474	0	12.4882	0.931657	0.58709	0.473707	0.239467	0.26799	0.583918	0.768355	1.32144	1.19716	1.70818	2.3377	2.43409	2.90198	2.69762	1.76788	1.19371	0.21606	-0.966297	-1.0367	-0.95179	-1.3264	-1.33152	-1.24637	-1.5041	-1.76688	2	10.503	0.310375	0.221847	0.202128	0.26565	0.00108306	0.00108306	-66084.8	0.0	-3973.41	
72000000	2803	-75171.1	-9140.28	-66030.8	1.85778	2013.95	135.01	0	12.4882	-0.485707	-0.45039	-0.268056	0.0400283	0.129599	0.328406	0.645231	1.15765	1.57576	1.80826	2.1671	2.6239	2.51629	2.2995	1.43816	1.39103	0.251323	-0.47967	-0.406026	-0.751477	-0.621755	-0.717265	-0.911105	-0.899804	-0.680224	2	9.97174	0.305048	0.224505	0.203285	0.267163	0.00108865	0.00108865	-66030.8	0.0	-3888.91	
74000000	2801	-75220.2	-9174.74	-66045.4	1.85714	2013.95	137.063	0	12.4882	-0.571144	-0.12743	0.0199997	0.0107853	0.321756	0.457617	0.974753	1.34473	1.20763	1.61761	2.38584	2.71941	2.83052	2.44402	1.44906	1.22965	0.296053	-0.810094	-0.512827	-0.706225	-1.39007	-1.3221	-1.45963	-1.48294	-1.3581	2	9.53727	0.309342	0.222613	0.203111	0.264934	0.00112315	0.00112315	-66045.4	0.0	-3923.46	
76000000	2803	-75334.5	-9218.11	-66116.4	1.90028	2013.91	139.398	0	12.4882	-0.13186	-0.129028	0.284983	0.233342	0.268178	0.287132	0.857646	1.32827	1.33716	1.75368	2.5579	2.421	2.64888	2.54271	1.45103	1.28972	0.262612	-0.225372	-0.0987398	-0.718102	-0.804041	-1.28106	-1.52553	-1.69956	-2.03397	2	9.92905	0.310408	0.223061	0.203013	0.263518	0.00108815	0.00108815	-66116.4	0.0	-3966.75	
78000000	2802	-75216.1	-9161.63	-66054.5	1.81547	2013.99	136.796	0	12.4882	-0.781608	-0.621668	-0.28879	0.260279	0.480111	0.254543	0.667308	1.27726	1.28689	1.68563	2.31501	2.36224	2.75357	2.5099	1.55943	1.2908	0.141993	-0.480793	-0.476039	-0.47747	-0.908212	-0.811768	-1.00841	-0.588806	-0.694144	2	10.0951	0.306349	0.225207	0.207119	0.261326	0.00109309	0.00109309	-66054.5	0.0	-3910.24	
80000000	2801	-75168.4	-9142.21	-66026.2	1.81843	2013.99	136.07	0	12.4882	-0.217799	-0.444681	-0.127224	0.397693	0.252935	0.356498	0.65666	1.32803	1.13368	1.691	2.39802	2.51539	2.64801	2.43764	1.59941	1.08372	0.126895	-0.502359	-0.897347	-0.66361	-0.886256	-0.755421	-0.72253	-0.432679	-0.396816	2	10.0431	0.31045	0.219585	0.199531	0.270433	0.00112961	0.00112961	-66026.2	0.0	-3890.83	
82000000	2801	-75315.5	-9224.55	-66091	1.84653	2013.96	139.189	0	12.4882	-0.878431	-0.936281	-0.5879	-0.212761	0.262732	0.41633	0.988079	1.44497	1.34787	1.88389	2.30604	2.65765	2.76077	2.58182	1.8058	1.00656	0.231705	-1.26975	-1.14872	-0.785376	-1.21486	-0.870028	-1.27389	-1.46801	-1.29941	2	11.117	0.305346	0.227374	0.20318	0.264101	0.00107682	0.00107682	-66091	0.0	-3972.98	
84000000	2800	-75154.5	-9150.46	-66004	1.79772	2014.01	135.675	0	12.4882	0.242211	-0.0412562	0.271752	0.33426	0.148558	0.379889	0.78773	1.10671	1.30019	1.56998	2.3369	2.60677	2.50764	2.44955	1.64872	0.967871	0.111028	-0.469142	-0.457299	-0.43395	-1.37492	-1.54316	-1.20362	-1.38607	-1.62577	2	10.5484	0.311827	0.220621	0.201086	0.266467	0.00112605	0.00112605	-66004	0.0	-3898.99	
86000000	2799	-75245.3	-9197.39	-66047.9	1.80169	2014.01	138.516	0	12.4882	-1.10468	-0.686161	-0.184418	0.0377946	-0.0112432	0.152287	0.62294	1.23362	1.35822	1.70184	2.41855	2.62284	2.68454	2.5667	1.93721	1.03328	0.139065	-0.527968	-0.313409	-0.082501	-0.656761	-0.987931	-1.45247	-1.25143	-1.44551	2	9.31669	0.308621	0.221822	0.20242	0.267137	0.00107851	0.00107851	-66047.9	0.0	-3946.14	
88000000	2799	-75288	-9220.57	-66067.5	1.77384	2014.04	139.694	0	12.4882	-0.573899	-0.431222	-0.555019	0.0662685	-0.166323	0.26673	1.25844	1.31983	1.22545	1.51185	2.21051	2.74558	2.75146	2.81246	1.60123	1.45169	0.125976	-0.82298	-0.691883	-0.701532	-1.0647	-1.36518	-1.52622	-2.00313	-2.30409	2	10.3629	0.310223	0.222493	0.203415	0.263869	0.00107905	0.00107905	-66067.5	0.0	-3969.13	
90000000	2800	-75195	-9175.8	-66019.2	1.75559	2014.05	136.464	0	12.4882	-1.18661	-0.873438	-0.371238	0.199404	0.231697	0.176189	0.668647	1.12495	1.26662	1.61921	2.44956	2.36715	2.6472	2.51499	1.62425	1.13302	0.320243	-0.602018	-1.03195	-1.10369	-1.28379	-1.39062	-1.64988	-1.51411	-2.08046	2	10.6259	0.311285	0.224459	0.199544	0.264712	0.00112957	0.00112957	-66019.2	0.0	-3924.31	
92000000	2799	-75443.8	-9299.71	-66144.1	1.86243	2013.95	143.456	0	12.4882	-0.721199	-0.430917	-0.328285	-0.184501	0.580946	0.518818	0.691705	1.0973	1.29764	1.77503	2.6554	2.43743	2.7802	2.83002	1.57416	1.08779	0.505037	-0.66044	-0.763333	-0.128853	-0.192126	-0.506277	-0.768497	-0.953741	-0.576044	2	10.0866	0.315124	0.219715	0.199124	0.266037	0.00103675	0.00103675	-66144.1	0.0	-4048.32	
94000000	2801	-75328.9	-9228.11	-66100.8	1.96535	2013.84	139.853	0	12.4882	-0.748614	-0.373008	0.119568	0.178374	0.399366	0.275033	0.923409	1.31081	1.29667	1.6077	2.45667	2.49144	2.63597	2.69463	1.59158	0.997842	0.328499	-0.383266	-0.676262	-0.574097	-1.31285	-1.49062	-1.44557	-1.90827	-2.04716	2	9.85436	0.315799	0.217843	0.199395	0.266963	0.00106932	0.00106932	-66100.8	0.0	-3976.76	
96000000	2801	-75365.9	-9258.36	-66107.5	1.80843	2014	140.157	0	12.4882	-1.05292	-0.762058	-0.0665409	0.146113	0.414505	0.24692	0.487816	1.42967	1.59323	1.65286	2.35985	2.5612	2.85143	2.5643	1.89608	1.12402	0.271617	-0.550837	-0.55611	-0.69115	-1.20409	-1.3582	-1.28968	-1.17864	-0.949815	2	10.2584	0.30691	0.218394	0.201142	0.273554	0.0010507	0.0010507	-66107.5	0.0	-4006.94	
98000000	2797	-75174.2	-9176.96	-65997.3	1.96025	2013.85	137.446	0	12.4882	-1.0003	-0.505577	-0.164133	-0.221568	0.0994743	0.571227	0.874159	1.24893	1.51787	1.57141	2.41876	2.45938	2.79564	2.59436	1.84421	1.02079	0.192219	-0.361614	-0.448091	-0.54605	-0.588814	-0.782208	-0.984835	-1.15698	-0.802692	2	10.1457	0.313305	0.217437	0.202708	0.266549	0.00110469	0.00110469	-65997.3	0.0	-3925.56	
100000000	2797	-75310.6	-9253.75	-66056.8	1.7441	2014.07	140.437	0	12.4882	-1.05978	-0.541453	-0.248025	-0.176846	0.261941	0.580049	0.821343	1.42455	1.38391	1.65801	2.52538	2.50865	2.70132	2.56406	1.51667	1.03863	0.258114	-0.651651	-0.296363	-0.547006	-1.16758	-1.44837	-1.37761	-1.36593	-1.43252	2	10.6833	0.310742	0.22604	0.198287	0.264931	0.00106599	0.00106599	-66056.8	0.0	-4002.26	
