# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_a/ebola_delphy.log <DASH-DASH>v0-log-every 50000 <DASH-DASH>v0-out-trees-file delphy_outputs_a/ebola_delphy.trees <DASH-DASH>v0-tree-every 500000 <DASH-DASH>v0-out-delphy-file delphy_outputs_a/ebola_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 1000000
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	coalescent	
500000	55	-23065.9	3704.69	-26770.6	0.671617	2013.79	5.78759	0.67713	2.5994	9.2516	0.324723	0.21073	0.196896	0.267651	0.000495154	0.000495154	-26770.6	0.0	-52.9172	
550000	55	-23046.8	3718.97	-26765.8	0.58596	2013.87	5.19228	0.960084	4.99836	14.9585	0.320165	0.214163	0.199255	0.266417	0.00043728	0.00043728	-26765.8	0.0	-37.2809	
600000	55	-22995.7	3756.99	-26752.6	0.61166	2013.85	4.13937	0.459553	0.825589	11.2011	0.323827	0.215754	0.196927	0.263492	0.000666955	0.000666955	-26752.6	0.0	-0.715105	
650000	55	-22989	3759.55	-26748.5	0.505321	2013.95	3.8595	0.401879	2.9029	5.77385	0.317547	0.21387	0.200018	0.268566	0.000854264	0.000854264	-26748.5	0.0	0.661129	
700000	55	-22943	3784.14	-26727.1	0.320626	2014.14	2.66777	0.517305	6.19071	7.07806	0.318079	0.212717	0.198906	0.270298	0.00104888	0.00104888	-26727.1	0.0	25.9225	
750000	56	-22922.6	3808.49	-26731.1	0.335822	2014.12	2.20044	0.355922	9.79323	6.25592	0.317982	0.210425	0.2015	0.270093	0.00153571	0.00153571	-26731.1	0.0	49.8179	
800000	55	-22887.1	3826.02	-26713.1	0.290341	2014.17	1.93449	0.233412	8.13756	11.8629	0.320434	0.210835	0.200551	0.26818	0.00208103	0.00208103	-26713.1	0.0	67.9879	
850000	55	-22862.3	3840.54	-26702.9	0.284792	2014.18	1.6988	0.229035	9.85785	7.53104	0.323686	0.212107	0.19624	0.267968	0.00175918	0.00175918	-26702.9	0.0	81.7299	
900000	55	-22929	3793.84	-26722.8	0.311791	2014.15	2.30603	0.318175	5.4673	17.6417	0.325102	0.213295	0.198293	0.263309	0.00105833	0.00105833	-26722.8	0.0	36.8502	
950000	55	-22873	3834.51	-26707.5	0.338604	2014.12	1.82916	0.180572	6.79816	13.5059	0.320678	0.217317	0.197839	0.264166	0.00157759	0.00157759	-26707.5	0.0	76.434	
1000000	55	-22880.3	3829.58	-26709.9	0.330575	2014.13	1.92765	0.195598	3.21443	10.8254	0.320194	0.215366	0.194049	0.27039	0.00138219	0.00138219	-26709.9	0.0	71.0366	
1050000	55	-22873.5	3835.68	-26709.2	0.318575	2014.14	1.85638	0.203822	4.5297	14.6399	0.316708	0.216575	0.200613	0.266104	0.00130475	0.00130475	-26709.2	0.0	77.818	
1100000	55	-22854.6	3844.22	-26698.8	0.280528	2014.18	1.59033	0.158542	3.21685	8.98803	0.31563	0.213689	0.199127	0.271555	0.00175538	0.00175538	-26698.8	0.0	85.1277	
1150000	55	-22849.1	3852.55	-26701.6	0.287236	2014.17	1.61964	0.14797	5.15998	9.49868	0.315234	0.213964	0.203584	0.267217	0.00207231	0.00207231	-26701.6	0.0	93.5519	
1200000	55	-22818.9	3873.04	-26691.9	0.279539	2014.18	1.35706	0.125877	10.0895	14.1493	0.314339	0.212325	0.200494	0.272843	0.00231914	0.00231914	-26691.9	0.0	114.806	
1250000	55	-22839.6	3858.46	-26698	0.29535	2014.16	1.56106	0.153164	8.56978	7.64681	0.320592	0.214038	0.199769	0.265602	0.00168153	0.00168153	-26698	0.0	99.2325	
1300000	55	-22845	3853.98	-26698.9	0.277236	2014.18	1.57902	0.17439	7.34511	6.10454	0.317916	0.215197	0.200131	0.266756	0.00182541	0.00182541	-26698.9	0.0	94.4801	
1350000	55	-22887.3	3821.49	-26708.8	0.286876	2014.17	1.90383	0.178212	4.85887	8.05859	0.321425	0.215569	0.19704	0.265966	0.00165709	0.00165709	-26708.8	0.0	62.3785	
1400000	55	-22884	3824.24	-26708.2	0.29787	2014.16	1.81868	0.338751	8.91911	13.7208	0.313041	0.218388	0.19764	0.270931	0.00168964	0.00168964	-26708.2	0.0	66.8991	
1450000	55	-22877.2	3832.47	-26709.6	0.283697	2014.18	1.77691	0.228419	7.75551	3.40063	0.322204	0.213902	0.197061	0.266833	0.00163411	0.00163411	-26709.6	0.0	72.4748	
1500000	55	-22873.7	3835.91	-26709.6	0.286902	2014.17	1.79237	0.257273	11.1078	6.12828	0.322209	0.219225	0.195664	0.262902	0.00130263	0.00130263	-26709.6	0.0	76.9253	
1550000	55	-22865.7	3841.09	-26706.8	0.349094	2014.11	1.83147	0.160775	4.6437	7.28238	0.317383	0.212185	0.20097	0.269462	0.00149516	0.00149516	-26706.8	0.0	81.7014	
1600000	55	-22827	3866.85	-26693.8	0.268286	2014.19	1.42861	0.140081	8.43161	5.82342	0.31916	0.212955	0.195908	0.271976	0.00201149	0.00201149	-26693.8	0.0	107.102	
1650000	55	-22820.9	3874.65	-26695.5	0.31153	2014.15	1.45734	0.117287	6.68762	11.8924	0.324348	0.213655	0.193114	0.268884	0.00187085	0.00187085	-26695.5	0.0	115.89	
1700000	55	-22817.6	3873.63	-26691.2	0.266921	2014.19	1.31545	0.15007	12.0141	9.40883	0.311657	0.216629	0.203743	0.267971	0.00228009	0.00228009	-26691.2	0.0	114.852	
1750000	55	-22829.8	3864.23	-26694.1	0.281877	2014.18	1.46169	0.14763	9.3171	8.98407	0.31745	0.212749	0.200511	0.26929	0.00214585	0.00214585	-26694.1	0.0	105.269	
1800000	55	-22820.8	3872.56	-26693.4	0.280664	2014.18	1.40563	0.105512	3.60421	6.38186	0.318566	0.218562	0.198193	0.264678	0.00198893	0.00198893	-26693.4	0.0	112.509	
1850000	55	-22802.9	3883.85	-26686.7	0.264081	2014.19	1.27195	0.122777	11.7824	8.73935	0.317214	0.211958	0.199514	0.271313	0.00207153	0.00207153	-26686.7	0.0	124.728	
1900000	55	-22814.9	3876.27	-26691.2	0.295911	2014.16	1.34731	0.0993219	6.31515	19.1073	0.322159	0.212842	0.196665	0.268334	0.00226274	0.00226274	-26691.2	0.0	118.328	
1950000	55	-22826.9	3870.21	-26697.1	0.329026	2014.13	1.53111	0.109901	4.53277	8.73169	0.315058	0.213152	0.201266	0.270525	0.00193879	0.00193879	-26697.1	0.0	110.744	
2000000	55	-22798.7	3888.76	-26687.4	0.263603	2014.19	1.21436	0.122571	12.7752	4.09506	0.318208	0.211203	0.200084	0.270505	0.002162	0.002162	-26687.4	0.0	128.531	
2050000	55	-22821.7	3869.11	-26690.8	0.282303	2014.18	1.37062	0.140622	8.66103	9.07568	0.318689	0.211008	0.200566	0.269737	0.00227491	0.00227491	-26690.8	0.0	110.096	
2100000	55	-22844.4	3854.02	-26698.4	0.299762	2014.16	1.57461	0.152306	8.18305	7.13674	0.317414	0.212507	0.197856	0.272224	0.00184995	0.00184995	-26698.4	0.0	94.6585	
2150000	56	-22824.6	3876.68	-26701.3	0.297262	2014.16	1.33043	0.125085	5.60318	7.19238	0.321801	0.215852	0.196387	0.26596	0.00218536	0.00218536	-26701.3	0.0	117.052	
2200000	55	-22794.4	3892.38	-26686.8	0.302922	2014.16	1.2494	0.0623357	2.93546	14.2891	0.319432	0.216692	0.199946	0.263931	0.00223944	0.00223944	-26686.8	0.0	133.229	
2250000	55	-22821.4	3874.31	-26695.7	0.299422	2014.16	1.43405	0.0841148	2.4925	9.68735	0.315538	0.221445	0.196731	0.266286	0.00183092	0.00183092	-26695.7	0.0	114.699	
2300000	55	-22858.7	3846.36	-26705.1	0.30421	2014.15	1.68907	0.151366	6.51658	9.59423	0.321318	0.206823	0.200097	0.271762	0.002008	0.002008	-26705.1	0.0	87.4469	
2350000	55	-22823.4	3870.71	-26694.1	0.28154	2014.18	1.40006	0.117096	3.64153	7.65908	0.313185	0.215449	0.198721	0.272645	0.00253002	0.00253002	-26694.1	0.0	111.058	
2400000	55	-22873.8	3836.53	-26710.3	0.289792	2014.17	1.78375	0.183542	3.19913	7.17167	0.316215	0.211913	0.19589	0.275981	0.00113911	0.00113911	-26710.3	0.0	77.1997	
2450000	55	-22848.1	3853.53	-26701.6	0.304646	2014.15	1.60051	0.152349	7.22183	9.22468	0.325189	0.213905	0.198443	0.262463	0.00213559	0.00213559	-26701.6	0.0	94.5725	
2500000	55	-22813.7	3882.52	-26696.2	0.277745	2014.18	1.35789	0.0839189	3.70886	3.7383	0.322539	0.21057	0.202304	0.264587	0.00241371	0.00241371	-26696.2	0.0	121.5	
2550000	55	-22788.7	3894.43	-26683.1	0.271166	2014.19	1.19555	0.0843848	6.97503	9.67041	0.318166	0.216294	0.196487	0.269054	0.00271306	0.00271306	-26683.1	0.0	134.957	
2600000	55	-22762.1	3917.36	-26679.4	0.281014	2014.18	1.0998	0.0733277	2.29415	9.55751	0.316226	0.211188	0.199186	0.2734	0.0024404	0.0024404	-26679.4	0.0	157.577	
2650000	55	-22784.5	3903.2	-26687.7	0.290664	2014.17	1.20288	0.093766	6.67088	6.74865	0.316821	0.213189	0.194262	0.275727	0.00182774	0.00182774	-26687.7	0.0	143.217	
2700000	55	-22829.8	3866.75	-26696.5	0.282315	2014.18	1.43814	0.146941	6.42243	15.3909	0.317942	0.213885	0.199632	0.268541	0.00275452	0.00275452	-26696.5	0.0	108.732	
2750000	55	-22815.3	3875.49	-26690.8	0.291502	2014.17	1.33935	0.137176	7.6512	14.8405	0.32035	0.216472	0.193881	0.269297	0.00238649	0.00238649	-26690.8	0.0	117.366	
2800000	55	-22835	3861.21	-26696.2	0.301728	2014.16	1.51773	0.143448	5.04045	6.79646	0.318023	0.21304	0.198134	0.270804	0.00193446	0.00193446	-26696.2	0.0	101.604	
2850000	55	-22823.9	3870.51	-26694.4	0.284298	2014.18	1.44424	0.101889	1.48667	7.17043	0.322584	0.209716	0.197833	0.269866	0.00187733	0.00187733	-26694.4	0.0	110.541	
2900000	55	-22802.1	3890.24	-26692.4	0.301315	2014.16	1.37782	0.0717988	1.51	12.4759	0.316773	0.21951	0.19508	0.268637	0.00212607	0.00212607	-26692.4	0.0	130.915	
2950000	55	-22754	3925.05	-26679.1	0.296425	2014.16	1.04155	0.0575602	4.47985	6.85036	0.323209	0.218376	0.192232	0.266183	0.00326285	0.00326285	-26679.1	0.0	164.525	
3000000	55	-22759.5	3917.6	-26677.1	0.266827	2014.19	1.07973	0.0462652	-0.17545	7.64254	0.3189	0.21368	0.199313	0.268108	0.00277786	0.00277786	-26677.1	0.0	156.901	
3050000	55	-22765.1	3916.27	-26681.4	0.301892	2014.16	1.14984	0.0454884	-0.625721	9.05074	0.317029	0.211956	0.197461	0.273555	0.00250062	0.00250062	-26681.4	0.0	155.852	
3100000	55	-22771.2	3910.58	-26681.8	0.297485	2014.16	1.09251	0.0588601	6.40481	14.2251	0.321153	0.208665	0.199246	0.270936	0.00344769	0.00344769	-26681.8	0.0	151.477	
3150000	55	-22724.6	3944.87	-26669.5	0.26531	2014.19	0.882806	0.0416401	5.25273	4.81928	0.321162	0.210463	0.202224	0.266151	0.00328887	0.00328887	-26669.5	0.0	183.532	
3200000	55	-22751	3927.59	-26678.6	0.293246	2014.16	1.06945	0.037834	-3.34507	8.37505	0.322451	0.214196	0.198739	0.264615	0.00337703	0.00337703	-26678.6	0.0	166.941	
3250000	55	-22739.1	3933.04	-26672.1	0.26531	2014.19	0.950506	0.0601699	3.87754	6.94038	0.322048	0.208897	0.199509	0.269546	0.00271414	0.00271414	-26672.1	0.0	172.562	
3300000	55	-22754.5	3921.19	-26675.7	0.270165	2014.19	1.04329	0.0581186	4.00142	10.2708	0.321336	0.213712	0.19478	0.270173	0.00281063	0.00281063	-26675.7	0.0	161.359	
3350000	55	-22774.6	3906.64	-26681.2	0.264812	2014.19	1.1172	0.102003	9.40678	9.20294	0.316233	0.209887	0.203437	0.270443	0.00272814	0.00272814	-26681.2	0.0	147.346	
3400000	55	-22808.4	3880.04	-26688.4	0.272445	2014.19	1.32412	0.124455	9.38389	9.838	0.317478	0.213098	0.198117	0.271306	0.00212944	0.00212944	-26688.4	0.0	121.069	
3450000	55	-22790.8	3898.87	-26689.7	0.310972	2014.15	1.26007	0.0877832	6.54595	7.19158	0.321012	0.211341	0.20066	0.266987	0.00159967	0.00159967	-26689.7	0.0	138.914	
3500000	55	-22817.6	3874.72	-26692.3	0.286501	2014.17	1.41418	0.11245	6.6089	8.40939	0.321601	0.211703	0.197752	0.268945	0.00225424	0.00225424	-26692.3	0.0	115.282	
3550000	55	-22800.1	3887.27	-26687.4	0.300839	2014.16	1.29902	0.0777888	3.70891	10.4406	0.317503	0.213761	0.200417	0.268319	0.00230306	0.00230306	-26687.4	0.0	127.752	
3600000	55	-22772.9	3908.27	-26681.2	0.287243	2014.17	1.1269	0.0808366	4.62411	7.02733	0.314368	0.216354	0.196644	0.272635	0.00281017	0.00281017	-26681.2	0.0	148.137	
3650000	55	-22781.2	3903.79	-26685	0.30744	2014.15	1.22434	0.0615293	-0.498206	8.06448	0.324071	0.211207	0.196272	0.26845	0.00234218	0.00234218	-26685	0.0	143.475	
3700000	55	-22798.1	3895.32	-26693.4	0.310618	2014.15	1.30538	0.0595679	0.400697	13.8539	0.325835	0.207721	0.196259	0.270185	0.00164269	0.00164269	-26693.4	0.0	135.978	
3750000	55	-22751.2	3928.89	-26680.1	0.325728	2014.13	1.0988	0.0456386	1.98098	14.2949	0.324569	0.212827	0.194719	0.267885	0.00238071	0.00238071	-26680.1	0.0	169.404	
3800000	55	-22761.1	3917.72	-26678.8	0.269479	2014.19	1.08687	0.0722813	6.85177	6.86894	0.323183	0.214102	0.197454	0.265261	0.00300348	0.00300348	-26678.8	0.0	157.51	
3850000	55	-22767.8	3911	-26678.8	0.261812	2014.2	1.06749	0.0883138	11.6216	5.96515	0.314072	0.217275	0.201012	0.26764	0.00274563	0.00274563	-26678.8	0.0	150.926	
3900000	55	-22800.4	3884.91	-26685.3	0.260357	2014.2	1.23775	0.11484	14.2509	9.32625	0.322429	0.21508	0.195932	0.266559	0.00213306	0.00213306	-26685.3	0.0	125.921	
3950000	55	-22811.2	3877.83	-26689	0.255577	2014.2	1.30036	0.215055	17.0751	6.0629	0.321698	0.210712	0.198272	0.269317	0.00255171	0.00255171	-26689	0.0	118.849	
4000000	55	-22820.9	3871.57	-26692.5	0.267784	2014.19	1.38545	0.124644	10.1426	10.5359	0.318668	0.208826	0.199984	0.272522	0.00207014	0.00207014	-26692.5	0.0	112.752	
4050000	55	-22825.4	3867.43	-26692.8	0.297715	2014.16	1.37585	0.0992501	5.30955	4.84393	0.320307	0.212156	0.200782	0.266755	0.00220788	0.00220788	-26692.8	0.0	106.972	
4100000	55	-22843.2	3856.14	-26699.3	0.307742	2014.15	1.57379	0.113089	2.92786	11.3793	0.324153	0.215481	0.194848	0.265518	0.00177466	0.00177466	-26699.3	0.0	97.1387	
4150000	55	-22829.6	3866.78	-26696.4	0.307436	2014.15	1.50957	0.102181	3.56713	7.76839	0.322255	0.215679	0.197167	0.264899	0.00202607	0.00202607	-26696.4	0.0	107.006	
4200000	55	-22819.8	3874.64	-26694.5	0.309284	2014.15	1.44041	0.0911764	1.1016	13.952	0.317054	0.216213	0.194799	0.271933	0.00192018	0.00192018	-26694.5	0.0	115.767	
4250000	55	-22808.1	3883.33	-26691.5	0.281365	2014.18	1.29196	0.097092	4.04761	5.01401	0.318887	0.2106	0.195107	0.275406	0.00257191	0.00257191	-26691.5	0.0	122.856	
4300000	55	-22802.2	3886.75	-26688.9	0.279975	2014.18	1.26008	0.0861303	5.9474	4.6955	0.317823	0.213597	0.195105	0.273475	0.00212341	0.00212341	-26688.9	0.0	126.124	
4350000	55	-22771.5	3908.92	-26680.4	0.260354	2014.2	1.08561	0.0774526	6.95597	12.6094	0.325851	0.21276	0.195603	0.265787	0.00220093	0.00220093	-26680.4	0.0	149.862	
4400000	56	-22817.6	3890.58	-26708.1	0.345927	2014.11	1.44535	0.0663113	1.25875	6.13914	0.320379	0.21283	0.197608	0.269183	0.00195856	0.00195856	-26708.1	0.0	129.921	
4450000	55	-22822.1	3874.13	-26696.3	0.279847	2014.18	1.50349	0.100204	0.507642	12.0547	0.318366	0.215062	0.200953	0.265618	0.00212838	0.00212838	-26696.3	0.0	115.035	
4500000	55	-22804.1	3885.28	-26689.3	0.274248	2014.18	1.28699	0.0704738	0.189182	10.515	0.323718	0.210556	0.196566	0.26916	0.00284195	0.00284195	-26689.3	0.0	125.559	
4550000	55	-22838.1	3860.17	-26698.2	0.284686	2014.18	1.51218	0.17462	5.6052	4.84378	0.316632	0.211927	0.198769	0.272672	0.00196753	0.00196753	-26698.2	0.0	100.287	
4600000	55	-22828.5	3864.47	-26693	0.273393	2014.19	1.41591	0.114544	5.76069	8.41385	0.319141	0.218403	0.195582	0.266875	0.00209882	0.00209882	-26693	0.0	105.022	
4650000	55	-22845.1	3854.25	-26699.4	0.27052	2014.19	1.5229	0.23961	13.8969	7.32767	0.323037	0.21113	0.194497	0.271336	0.00146126	0.00146126	-26699.4	0.0	95.5681	
4700000	55	-22865.5	3836.99	-26702.5	0.272015	2014.19	1.70564	0.22701	12.7006	7.21928	0.320854	0.215016	0.196904	0.267226	0.00165527	0.00165527	-26702.5	0.0	78.1926	
4750000	55	-22852.5	3849.87	-26702.4	0.285256	2014.17	1.67196	0.176416	5.36873	7.46326	0.320257	0.21679	0.198205	0.264747	0.00152307	0.00152307	-26702.4	0.0	90.6357	
4800000	55	-22842.7	3855.6	-26698.3	0.297935	2014.16	1.53693	0.135612	6.3555	6.5906	0.321272	0.216172	0.19433	0.268225	0.00217474	0.00217474	-26698.3	0.0	95.9392	
4850000	55	-22838.9	3857.72	-26696.6	0.280267	2014.18	1.49376	0.192856	8.75217	10.6135	0.316362	0.210119	0.200463	0.273056	0.00205639	0.00205639	-26696.6	0.0	99.3063	
4900000	55	-22868.9	3838.35	-26707.2	0.30398	2014.16	1.71458	0.22016	6.78837	8.71133	0.31569	0.20687	0.202063	0.275377	0.00166909	0.00166909	-26707.2	0.0	79.6505	
4950000	55	-22872.2	3836.14	-26708.3	0.344357	2014.12	1.88405	0.120123	-2.06185	6.01988	0.317963	0.215531	0.197321	0.269184	0.00153364	0.00153364	-26708.3	0.0	76.0713	
5000000	55	-22804.8	3883.09	-26687.9	0.283355	2014.18	1.27518	0.144216	10.7099	5.72462	0.319614	0.211635	0.196868	0.271884	0.00247727	0.00247727	-26687.9	0.0	123.411	
5050000	55	-22777.6	3903.45	-26681.1	0.276422	2014.18	1.15071	0.0739669	5.43908	6.83268	0.318147	0.212451	0.198355	0.271046	0.00247364	0.00247364	-26681.1	0.0	143.207	
5100000	55	-22849.4	3852.06	-26701.5	0.300451	2014.16	1.61061	0.119356	3.21595	14.3202	0.32195	0.216663	0.192999	0.268389	0.00199061	0.00199061	-26701.5	0.0	93.5768	
5150000	55	-22799.6	3888.68	-26688.3	0.268327	2014.19	1.25173	0.108261	10.0767	10.4686	0.315612	0.214547	0.203667	0.266175	0.00285744	0.00285744	-26688.3	0.0	129.709	
5200000	55	-22804.9	3883.54	-26688.4	0.276992	2014.18	1.29221	0.122021	12.4012	10.9741	0.315792	0.211372	0.199326	0.27351	0.00211047	0.00211047	-26688.4	0.0	124.849	
5250000	55	-22810.4	3880.83	-26691.2	0.278413	2014.18	1.3475	0.112658	6.00559	8.05487	0.324226	0.215872	0.19581	0.264092	0.00194591	0.00194591	-26691.2	0.0	121.295	
5300000	55	-22822.1	3869.35	-26691.5	0.264626	2014.19	1.35646	0.10358	2.52185	6.47865	0.316294	0.215353	0.198917	0.269436	0.00172669	0.00172669	-26691.5	0.0	109.264	
5350000	55	-22818.1	3880.72	-26698.9	0.301511	2014.16	1.4554	0.0805135	-0.0942206	4.02798	0.314266	0.216073	0.197265	0.272397	0.00165777	0.00165777	-26698.9	0.0	119.633	
5400000	55	-22838.6	3860.52	-26699.1	0.27912	2014.18	1.58506	0.121632	4.13846	12.8413	0.31975	0.210655	0.20024	0.269356	0.00191963	0.00191963	-26699.1	0.0	101.867	
5450000	55	-22831.8	3865.31	-26697.1	0.298098	2014.16	1.48744	0.0833786	-1.18973	7.87414	0.317126	0.213376	0.202451	0.267047	0.00153693	0.00153693	-26697.1	0.0	105.277	
5500000	55	-22832.2	3862.46	-26694.6	0.27994	2014.18	1.44942	0.157989	5.74079	8.00537	0.322935	0.212236	0.19494	0.269889	0.00229294	0.00229294	-26694.6	0.0	103.242	
5550000	55	-22850.1	3849.99	-26700.1	0.297202	2014.16	1.61642	0.197303	10.296	13.4574	0.319909	0.21179	0.200653	0.267649	0.00187859	0.00187859	-26700.1	0.0	92.1136	
5600000	55	-22863.6	3841.28	-26704.9	0.304203	2014.15	1.69782	0.201733	5.65616	19.227	0.319911	0.210882	0.19592	0.273287	0.00176203	0.00176203	-26704.9	0.0	84.0326	
5650000	56	-22883.9	3838.51	-26722.5	0.373161	2014.08	1.93085	0.134124	1.31183	11.4039	0.318721	0.210987	0.198362	0.27193	0.00146209	0.00146209	-26722.5	0.0	79.6252	
5700000	55	-22825.2	3872.67	-26697.9	0.332576	2014.13	1.48552	0.128359	6.82469	9.28805	0.3202	0.211617	0.200789	0.267394	0.00266763	0.00266763	-26697.9	0.0	113.545	
5750000	55	-22803.8	3883.8	-26687.6	0.270565	2014.19	1.27048	0.133391	11.6733	9.31547	0.313196	0.216682	0.200137	0.269986	0.00247669	0.00247669	-26687.6	0.0	124.875	
5800000	55	-22821.2	3874.22	-26695.4	0.287949	2014.17	1.45364	0.125133	7.0528	8.63592	0.320667	0.218755	0.193809	0.266769	0.00220174	0.00220174	-26695.4	0.0	114.941	
5850000	55	-22778.5	3902.07	-26680.5	0.268593	2014.19	1.13635	0.0823883	5.79865	9.453	0.317794	0.217656	0.195492	0.269058	0.00256246	0.00256246	-26680.5	0.0	142.492	
5900000	55	-22787.5	3902.31	-26689.8	0.33692	2014.12	1.32377	0.062049	-2.89616	15.7078	0.318944	0.217113	0.196107	0.267836	0.00239739	0.00239739	-26689.8	0.0	143.353	
5950000	55	-22765.7	3916.77	-26682.5	0.28422	2014.18	1.08956	0.0710098	1.11695	6.78513	0.317223	0.208177	0.203057	0.271544	0.00339444	0.00339444	-26682.5	0.0	156.33	
6000000	55	-22740	3931.49	-26671.5	0.274699	2014.18	0.965764	0.0555501	0.456875	7.87552	0.316231	0.213379	0.200198	0.270193	0.00322853	0.00322853	-26671.5	0.0	171.035	
6050000	55	-22802.2	3883.34	-26685.5	0.268759	2014.19	1.24547	0.0873558	5.76157	9.24847	0.321977	0.21604	0.195787	0.266196	0.00235582	0.00235582	-26685.5	0.0	123.787	
6100000	55	-22782.9	3902.15	-26685	0.290446	2014.17	1.2218	0.0735812	4.06267	8.63999	0.316914	0.211781	0.197381	0.273924	0.00250384	0.00250384	-26685	0.0	142.249	
6150000	55	-22817.5	3872.5	-26690	0.281693	2014.18	1.34455	0.101635	7.29025	7.84002	0.323103	0.211373	0.19627	0.269254	0.00231949	0.00231949	-26690	0.0	112.865	
6200000	55	-22839.3	3870.07	-26709.4	0.39929	2014.06	1.79567	0.0814977	-2.71587	13.8085	0.320391	0.206444	0.202889	0.270276	0.0018041	0.0018041	-26709.4	0.0	111.116	
6250000	55	-22853.7	3854.18	-26707.9	0.356009	2014.1	1.81062	0.173052	2.97964	16.0578	0.322835	0.208783	0.198368	0.270014	0.00159062	0.00159062	-26707.9	0.0	96.2982	
6300000	55	-22880.6	3832.89	-26713.5	0.353008	2014.11	1.97038	0.135108	1.87255	7.14704	0.316853	0.215692	0.198893	0.268561	0.00202579	0.00202579	-26713.5	0.0	73.2054	
6350000	55	-22856.3	3854.23	-26710.5	0.351993	2014.11	1.72376	0.110157	0.0547614	5.5947	0.308336	0.221411	0.200688	0.269564	0.00195466	0.00195466	-26710.5	0.0	93.91	
6400000	55	-22852.4	3849.95	-26702.4	0.296563	2014.16	1.68278	0.135867	4.88003	6.91783	0.317315	0.217366	0.196912	0.268407	0.00187394	0.00187394	-26702.4	0.0	90.3198	
6450000	55	-22845.9	3851.13	-26697	0.268926	2014.19	1.52032	0.175636	12.0159	9.9363	0.323699	0.213556	0.198613	0.264132	0.00198411	0.00198411	-26697	0.0	92.6047	
6500000	55	-22833.4	3861.22	-26694.7	0.276981	2014.18	1.40052	0.15749	9.87277	17.2308	0.320582	0.212905	0.194856	0.271657	0.00256049	0.00256049	-26694.7	0.0	103.62	
