# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_b/ebola_dudas_alpha_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_b/ebola_dudas_alpha_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_b/ebola_dudas_alpha_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
20000000	2877	-82773.6	-18610.6	-64163.1	1.84333	2013.97	143.062	0	12.4882	-0.623873	-0.127904	-0.0152876	-0.0985829	0.295673	0.546512	0.928611	1.32952	1.27821	1.65827	2.35035	2.77806	2.7651	2.46931	1.62601	1.44929	0.403994	-0.239213	-0.543646	0.0612842	-0.375544	-0.612763	-1.26152	-1.17454	-1.2216	2	9.95091	0.313982	0.216706	0.202815	0.266498	0.31868	0.0011131	0.0011131	-64163.1	0.0	-4067.42	
22000000	2880	-81168.3	-17060.6	-64107.8	1.84723	2013.96	138.107	0	12.4882	-0.785897	-1.29362	-0.768488	-0.0337816	0.018405	0.29738	0.900731	1.25022	1.27378	1.68278	2.28636	2.55294	2.91177	2.34637	1.46931	1.00133	0.320173	-0.817138	-0.581942	-0.371257	-0.872599	-0.980756	-1.14137	-1.42099	-1.9758	2	10.26	0.316182	0.220588	0.197538	0.265692	0.310175	0.00110482	0.00110482	-64107.8	0.0	-3947.46	
24000000	2872	-84387.2	-20112.7	-64274.4	1.85081	2013.96	139.772	0	12.4882	-0.0656239	-0.123038	0.0519005	-0.0568838	0.206919	0.63096	0.718539	1.26124	1.18904	1.65812	2.54386	2.64454	2.75135	2.47754	1.60749	1.02491	0.213593	-0.439381	-0.0745698	-0.220283	-0.807072	-1.3734	-1.39495	-1.24058	-1.33793	2	10.1109	0.31583	0.220337	0.199514	0.264319	0.331653	0.00113429	0.00113429	-64274.4	0.0	-3990.94	
26000000	2865	-87314.6	-23065.9	-64248.7	1.83834	2013.97	139.744	0	12.4882	-0.601888	-0.109866	-0.0151848	0.278422	0.301617	0.293444	0.7749	0.942121	1.43433	1.63635	2.23845	2.70925	2.88234	2.34231	1.78399	1.01009	-0.0765176	-0.6604	-0.619709	-0.791105	-0.841152	-0.926925	-0.914337	-1.31899	-1.45158	2	10.7375	0.312336	0.219158	0.205364	0.263143	0.373035	0.001082	0.001082	-64248.7	0.0	-3950.76	
28000000	2861	-86563.6	-22444.4	-64119.2	1.70631	2014.1	135.543	0	12.4882	-1.14347	-0.174262	-0.0268551	-0.175673	-0.0220824	0.320998	0.790866	1.19558	1.26938	1.83952	2.38778	2.61274	2.65785	2.5585	1.65956	1.03576	-0.0813962	-0.746777	-0.972543	-0.97283	-1.3881	-1.39948	-1.50129	-1.37554	-1.12489	2	10.5439	0.307982	0.223032	0.201778	0.267208	0.367614	0.00111755	0.00111755	-64119.2	0.0	-3876.82	
30000000	2857	-82118.6	-18329.1	-63789.5	1.75095	2014.06	133.196	0	12.4882	-1.03538	-0.806327	-0.511248	-0.235629	0.124694	0.509441	0.85031	1.4314	1.207	1.71665	2.49099	2.51242	2.58904	2.25301	1.46239	1.16266	-0.182789	-0.693903	-0.826335	-1.10784	-1.2118	-1.53705	-1.62835	-1.60525	-1.90528	2	11.2032	0.313266	0.219035	0.19406	0.273639	0.31986	0.00115327	0.00115327	-63789.5	0.0	-3810.71	
32000000	2852	-86511.6	-22560.3	-63951.3	1.71721	2014.09	132.486	0	12.4882	-0.761269	-0.442498	-0.445787	0.167276	0.363078	0.354781	0.91232	1.13721	1.24223	1.76886	2.34939	2.42758	2.69929	2.60136	1.18871	1.09126	-0.129993	-0.721684	-0.852542	-1.04891	-0.768399	-1.14097	-1.06831	-1.03489	-1.2125	2	10.274	0.310256	0.221074	0.202782	0.265889	0.367523	0.00119894	0.00119894	-63951.3	0.0	-3768.72	
34000000	2835	-86790.4	-22937.1	-63853.3	1.79046	2014.02	138.964	0	12.4882	-0.559879	-0.480342	-0.281984	0.0521534	0.197521	0.522955	0.749835	1.35979	1.41192	1.69642	2.73213	2.48214	2.82312	2.73984	1.44254	1.03942	0.0572952	-0.595045	-0.654036	-1.07548	-1.3584	-1.11644	-1.03932	-0.653746	-0.997195	2	10.4116	0.310231	0.219602	0.202605	0.267562	0.376637	0.00107572	0.00107572	-63853.3	0.0	-3911.12	
36000000	2834	-83620.8	-19864.7	-63756.1	1.77239	2014.04	137.39	0	12.4882	-0.18755	-0.303374	-0.197157	-0.177383	0.0607574	0.429871	0.823701	1.61137	1.3098	1.47538	2.35765	2.6244	2.91493	2.48996	1.47669	1.34098	0.117025	-1.05199	-1.1707	-1.17213	-1.3143	-1.73621	-1.12532	-1.4615	-1.5313	2	10.379	0.319068	0.218845	0.197893	0.264195	0.338444	0.00112098	0.00112098	-63756.1	0.0	-3899.03	
38000000	2838	-87029.8	-23105.6	-63924.2	1.82205	2013.99	137.143	0	12.4882	-1.02184	-0.774123	-0.250187	-0.266513	0.100138	0.498483	0.710389	1.33395	1.61856	1.55983	2.23588	2.50479	2.88645	2.57827	1.37619	1.2176	0.189545	-0.706545	-0.918038	-1.05649	-0.836417	-1.43916	-1.50932	-2.09235	-2.04962	2	10.4137	0.31375	0.221991	0.198001	0.266259	0.377861	0.00113138	0.00113138	-63924.2	0.0	-3905.01	
40000000	2837	-82281.8	-18555.4	-63726.4	1.79016	2014.02	135.508	0	12.4882	-1.0209	-0.745383	-0.389786	-0.238779	0.22615	0.265055	0.537	1.14236	1.25397	1.64478	2.77473	2.58038	2.65794	2.4655	1.64022	1.12216	-0.0217298	-1.0045	-0.814694	-0.347109	-0.227323	-0.0563125	-0.314355	-0.216326	-0.0766444	2	10.4384	0.310499	0.222119	0.195793	0.271588	0.317924	0.0010908	0.0010908	-63726.4	0.0	-3872.12	
42000000	2836	-86071.8	-22209.3	-63862.5	1.7924	2014.02	136.858	0	12.4882	-0.532832	-0.321234	-0.233192	0.0515311	0.362675	0.499029	0.707463	1.35349	1.29637	1.41704	2.30209	2.45096	2.76076	2.68476	1.3654	1.38502	0.345106	-0.725793	-0.859389	-0.227772	-0.360887	-0.443433	-0.14412	-0.0735986	-0.463992	2	10.273	0.316918	0.220299	0.199751	0.263032	0.361114	0.00111653	0.00111653	-63862.5	0.0	-3891.71	
44000000	2835	-85316.1	-21409.9	-63906.2	1.74904	2014.06	137.71	0	12.4882	-0.542766	-0.528656	-0.533302	0.00112712	-0.00702999	0.463538	0.753207	1.34902	1.30509	1.76785	2.37071	2.61157	2.5639	2.57772	1.55816	1.33216	0.161989	-0.810505	-0.802902	-1.08145	-1.21357	-1.39049	-0.995975	-0.742941	-0.393254	2	10.0368	0.313756	0.217664	0.197357	0.271223	0.357106	0.00112721	0.00112721	-63906.2	0.0	-3936.02	
46000000	2836	-84546	-20810.2	-63735.8	1.7446	2014.07	136.001	0	12.4882	-1.06062	-0.980229	-0.408453	-0.0368943	0.0446195	0.70811	0.660784	1.41596	1.53287	1.4989	2.33595	2.64291	2.65885	2.61964	1.28755	1.16175	-0.110087	-0.941968	-1.07222	-0.731286	-0.936051	-1.26702	-0.915415	-0.982897	-0.957177	2	10.1793	0.318087	0.220592	0.1976	0.263721	0.354637	0.00113461	0.00113461	-63735.8	0.0	-3872.86	
48000000	2834	-86794.5	-22985.5	-63808.9	1.84566	2013.96	135.63	0	12.4882	-0.760954	-0.399333	-0.314201	-0.20861	0.280634	0.363475	0.87002	1.63103	1.52692	1.73623	2.42231	2.67883	2.77241	2.55497	1.24118	1.04308	-0.198262	-0.881557	-1.08721	-0.808505	-0.944093	-1.04745	-1.23894	-0.851604	-0.566163	2	11.138	0.317619	0.213861	0.202161	0.266359	0.372673	0.00112757	0.00112757	-63808.9	0.0	-3855.11	
50000000	2833	-86874.1	-22973	-63901.1	1.80229	2014.01	137.18	0	12.4882	-0.992211	-0.674429	-0.335496	0.0465704	0.0773907	0.406024	0.860497	1.48355	1.16557	1.71478	2.43736	2.62254	2.65541	2.5442	1.51452	1.06655	0.190157	-0.504493	-0.909933	-0.797493	-0.825243	-1.2304	-1.04297	-1.14672	-1.02553	2	10.5309	0.315116	0.216456	0.200531	0.267897	0.372353	0.00109135	0.00109135	-63901.1	0.0	-3925.31	
52000000	2837	-80348.2	-16738	-63610.2	1.79428	2014.02	137.885	0	12.4882	-0.739221	-0.323052	-0.51489	-0.306978	0.033072	0.548554	0.805681	1.35098	1.19177	1.61389	2.42076	2.59355	2.80171	2.71116	1.48442	1.12487	0.268943	-0.247597	-0.465359	-0.363087	-0.608035	-1.00123	-0.77982	-0.759477	-0.691378	2	10.7643	0.31226	0.22021	0.20327	0.26426	0.298624	0.00110188	0.00110188	-63610.2	0.0	-3904.82	
54000000	2835	-87803	-23831.4	-63971.6	1.84998	2013.96	137.242	0	12.4882	-0.747639	-0.205581	0.00198517	0.188095	0.224063	0.488676	0.932162	1.40563	1.24906	1.57607	2.56155	2.66856	2.66795	2.6675	1.32236	1.14497	0.0966032	-0.866076	-0.719587	-0.579708	-0.748998	-1.37003	-1.40172	-0.879841	-1.376	2	10.5428	0.310021	0.220976	0.204639	0.264364	0.383221	0.00111262	0.00111262	-63971.6	0.0	-3885.32	
56000000	2836	-84701.9	-20947.8	-63754.1	1.82085	2013.99	136.865	0	12.4882	-0.636508	0.109324	-0.160209	0.0444191	0.103706	0.27705	0.693672	1.3659	1.37971	1.67738	2.50407	2.63163	2.58786	2.67416	1.34121	1.27061	0.183608	-0.808838	-0.708271	-1.02755	-1.19266	-0.795971	-1.15041	-1.12256	-0.865281	2	10.9324	0.321159	0.218431	0.195028	0.265382	0.338679	0.0011255	0.0011255	-63754.1	0.0	-3866.25	
58000000	2833	-86238.1	-22417.7	-63820.4	1.72144	2014.09	135.291	0	12.4882	-0.00693129	-0.199847	-0.0658539	0.0992049	0.0135487	0.190913	0.89039	1.34105	1.35758	1.59779	2.4083	2.62388	2.55131	2.54128	1.52473	1.19219	0.0809997	-0.985973	-1.29034	-1.18518	-1.35602	-1.37701	-1.10476	-0.918905	-1.38357	2	10.0778	0.313173	0.216404	0.19743	0.272994	0.367519	0.00111898	0.00111898	-63820.4	0.0	-3867.66	
60000000	2824	-83464.5	-19824	-63640.5	1.72737	2014.08	131.06	0	12.4882	-0.07472	-0.108331	0.286562	0.344277	0.306671	0.182457	0.74381	1.33062	1.39743	1.44354	2.39852	2.58957	2.4575	2.32663	1.41819	1.01935	0.046021	-1.00108	-0.900737	-1.22425	-1.42412	-0.979278	-0.772929	-0.643831	-0.698644	2	11.0462	0.309382	0.219162	0.200331	0.271125	0.327739	0.00116757	0.00116757	-63640.5	0.0	-3788.83	
62000000	2821	-85558.1	-22023.5	-63534.6	1.80152	2014.01	132.458	0	12.4882	-0.366306	-0.330049	0.0787802	-0.0203248	0.109373	0.413401	1.01321	1.27119	1.05901	1.5476	2.46172	2.46593	2.67144	2.2964	1.56021	0.997153	0.0749506	-0.607909	-0.710833	-0.812709	-1.22241	-1.20307	-1.15498	-1.17074	-0.960273	2	10.0816	0.311988	0.222071	0.197012	0.268928	0.357912	0.0011507	0.0011507	-63534.6	0.0	-3805.26	
64000000	2816	-88880.4	-25130.7	-63749.7	1.77488	2014.04	134.892	0	12.4882	-0.427636	-0.316781	-0.111783	-0.298017	-0.0586969	0.317605	0.851322	1.49327	1.30131	1.46103	2.18821	2.51317	2.67847	2.42943	1.79619	1.30189	0.210196	-0.951499	-0.793568	-0.913757	-1.23674	-1.3607	-1.5867	-1.51502	-1.09697	2	11.3128	0.313081	0.218323	0.200999	0.267597	0.403399	0.00112616	0.00112616	-63749.7	0.0	-3878.98	
66000000	2817	-88559.6	-24789.9	-63769.7	1.76898	2014.04	137.192	0	12.4882	-0.432103	-0.217574	0.220596	0.166269	0.238509	0.635927	1.32881	1.47739	1.43421	1.67797	2.5095	2.51236	2.77996	2.38228	1.58768	1.0736	-0.132787	-1.06253	-0.81026	-1.04227	-1.49313	-1.64181	-1.10096	-0.871379	-1.22696	2	10.814	0.310681	0.22169	0.201691	0.265938	0.411804	0.00108317	0.00108317	-63769.7	0.0	-3905.12	
68000000	2818	-84605.4	-21074.1	-63531.4	1.85445	2013.96	134.611	0	12.4882	-0.536565	-0.764171	-0.508107	0.196779	0.334021	0.292226	0.721359	1.16927	1.58478	1.76612	2.33834	2.42481	2.76362	2.37167	1.3447	1.18986	-0.171237	-0.461578	-0.91795	-0.841955	-0.810187	-1.34912	-2.02628	-1.81691	-2.0158	2	10.1012	0.312677	0.219543	0.201664	0.266116	0.346381	0.0011246	0.0011246	-63531.4	0.0	-3863.69	
70000000	2813	-87751.2	-24038.2	-63713.1	1.81919	2013.99	135.882	0	12.4882	0.117508	-0.0150829	0.0219114	0.260252	0.216006	0.672143	0.86672	1.19252	1.52891	1.59332	2.47853	2.59681	2.69749	2.40106	1.43187	1.09241	-0.0148513	-0.825945	-0.757061	-0.981758	-0.920779	-1.59939	-1.56528	-1.29721	-1.11577	2	11.2995	0.312695	0.218385	0.198232	0.270688	0.399811	0.00112525	0.00112525	-63713.1	0.0	-3887.15	
72000000	2814	-85345.6	-21704	-63641.6	1.80079	2014.01	138.561	0	12.4882	-0.99058	-0.78695	-0.442827	-0.329653	-0.176294	0.63396	0.784518	1.31038	1.27165	1.48564	2.37089	2.81594	2.92358	2.45993	1.52173	1.22066	0.218268	-0.23603	-0.752358	-0.741229	-1.24932	-1.58679	-2.07002	-1.85159	-1.62206	2	10.5297	0.312149	0.221649	0.197143	0.269059	0.363319	0.00111477	0.00111477	-63641.6	0.0	-3955.4	
74000000	2815	-88230.5	-24419.7	-63810.8	1.8745	2013.93	138.944	0	12.4882	-0.377357	-0.126022	-0.0323858	0.0560862	-0.010304	0.546736	0.952084	1.37837	1.12822	1.49002	2.46698	2.51429	2.78052	2.42994	1.45439	1.21004	0.468165	-0.4157	-0.573678	-0.947081	-0.949891	-1.30705	-1.91883	-1.92917	-2.4482	2	9.93029	0.310649	0.222519	0.196656	0.270175	0.398299	0.0011237	0.0011237	-63810.8	0.0	-3943.44	
76000000	2814	-87509.5	-23847.9	-63661.6	1.76777	2014.04	136.043	0	12.4882	-1.39241	-1.02295	-0.818818	-0.434736	0.0097256	0.555642	0.958767	1.22689	1.2516	1.6619	2.35408	2.36131	2.80271	2.4181	1.29657	1.15196	0.398539	-0.503251	-1.28304	-1.21997	-1.51471	-1.07165	-1.26589	-1.6799	-2.10577	2	10.999	0.310758	0.220183	0.200025	0.269034	0.391871	0.00108367	0.00108367	-63661.6	0.0	-3896.42	
78000000	2817	-86809.1	-23083.6	-63725.4	1.81058	2014	138.232	0	12.4882	-0.733133	-0.518564	0.181834	0.143797	-0.0226644	0.31735	0.783562	1.24772	1.30909	1.71224	2.46992	2.48505	2.95725	2.55641	1.51282	1.15363	0.214843	-0.808755	-0.692651	-0.851619	-0.910018	-0.933222	-0.934746	-0.463618	-0.566233	2	10.4274	0.313223	0.224439	0.199215	0.263123	0.385773	0.00106576	0.00106576	-63725.4	0.0	-3912.73	
80000000	2815	-85300.8	-21628.2	-63672.6	1.77624	2014.03	137.444	0	12.4882	-0.932216	-0.509118	-0.292657	-0.17944	0.157661	0.27158	0.852526	1.53232	1.41592	1.55375	2.23008	2.47633	2.79613	2.68729	1.4967	0.982033	0.15036	-0.579593	-0.498946	-0.606884	-0.655528	-0.519385	-0.658762	-0.706344	-1.00832	2	9.46989	0.313554	0.218627	0.195885	0.271933	0.358563	0.00112542	0.00112542	-63672.6	0.0	-3910.86	
82000000	2815	-88047.7	-24456.9	-63590.8	1.71213	2014.1	133.174	0	12.4882	-0.552074	-0.804042	-0.629928	-0.309514	0.0711341	0.326179	0.667609	1.19387	1.39326	1.54696	2.33556	2.45645	2.7556	2.54126	1.35826	1.17922	0.106396	-0.823957	-0.603346	-0.879952	-0.717343	-0.256647	-0.706134	-1.06512	-1.75581	2	11.1679	0.314191	0.220438	0.198861	0.26651	0.405576	0.00114861	0.00114861	-63590.8	0.0	-3804.08	
84000000	2812	-88475.3	-24829.9	-63645.4	1.79131	2014.02	130.533	0	12.4882	-0.429054	-0.535777	-0.473707	-0.23038	0.159762	0.288357	0.983946	1.24535	1.40547	1.55712	2.21525	2.52755	2.77484	2.30133	1.33308	0.907785	0.122729	-0.807019	-0.530362	-0.865922	-1.62696	-1.54398	-1.84457	-1.47609	-1.09445	2	10.3787	0.315493	0.215863	0.198053	0.270591	0.419497	0.0011789	0.0011789	-63645.4	0.0	-3768.62	
86000000	2814	-86695.6	-23033.4	-63662.2	1.7999	2014.01	134.85	0	12.4882	-0.0325346	-0.306841	-0.133618	-0.130548	0.375288	0.5527	0.825231	1.35674	1.43301	1.67924	2.26809	2.76007	2.6059	2.51949	1.39703	1.11432	-0.00446487	-0.680835	-0.638025	-0.703536	-1.05388	-0.994746	-1.13188	-1.06472	-1.53848	2	11.3448	0.308954	0.223734	0.204352	0.26296	0.373968	0.00110333	0.00110333	-63662.2	0.0	-3867.61	
88000000	2817	-86966.5	-23443.1	-63523.4	1.80072	2014.01	130.272	0	12.4882	-0.935046	-1.05742	-0.390263	-0.122626	-0.0786795	0.200158	0.581536	1.04109	1.54215	1.43084	2.52464	2.37441	2.68204	2.36909	1.23385	1.07226	-0.0303501	-1.10717	-0.881673	-1.39918	-1.60121	-1.49993	-1.86498	-1.61013	-1.7724	2	10.4979	0.312626	0.221496	0.198737	0.26714	0.39068	0.00114067	0.00114067	-63523.4	0.0	-3768.96	
90000000	2813	-88849.1	-25153.1	-63696	1.80905	2014	133.83	0	12.4882	-1.54375	-0.740417	-0.307189	-0.0639746	0.0775497	0.320122	0.71963	1.34723	1.38796	1.62944	2.24825	2.43522	2.81517	2.46841	1.54653	0.910361	0.146045	-0.988905	-0.782302	-0.507544	-0.970135	-1.27727	-1.4369	-0.471741	-0.408388	2	9.75595	0.312005	0.221312	0.202078	0.264605	0.409935	0.00111135	0.00111135	-63696	0.0	-3846.17	
92000000	2814	-86843.2	-23161.1	-63682.1	1.79053	2014.02	135.081	0	12.4882	-0.5263	-0.661054	-0.0430465	0.123024	-0.241847	0.181306	0.914551	1.25815	1.31337	1.59159	2.37074	2.48315	2.77402	2.6391	1.46488	1.33643	0.140456	-0.840501	-0.734115	-1.2919	-1.48215	-1.51017	-1.71717	-1.80761	-1.59457	2	10.6805	0.319991	0.216266	0.200927	0.262817	0.379282	0.00114441	0.00114441	-63682.1	0.0	-3852.93	
94000000	2809	-89329.2	-25640.1	-63689.1	1.90362	2013.91	134.564	0	12.4882	-0.759905	-0.775211	-0.463727	-0.0396298	-0.12335	0.446904	0.849396	1.4896	1.4498	1.66066	2.18332	2.47133	2.86682	2.5605	1.51757	1.25346	-0.0825664	-1.21433	-0.824027	-0.747639	-0.750592	-1.06816	-1.84508	-1.52936	-1.08005	2	9.92029	0.314189	0.217596	0.199789	0.268425	0.430599	0.00111407	0.00111407	-63689.1	0.0	-3852.03	
96000000	2809	-83169.2	-19889.6	-63279.5	1.8017	2014.01	129.568	0	12.4882	-0.760454	-0.495486	-0.0796547	0.00457677	0.0763771	0.0834501	0.505139	1.45667	1.01579	1.73031	2.28767	2.32295	2.67391	2.31483	1.25873	1.01315	-0.013783	-0.991961	-0.707353	-0.688595	-0.737531	-0.910131	-0.839449	-0.631686	-0.547313	2	9.81642	0.316279	0.21821	0.200509	0.265002	0.339219	0.00120776	0.00120776	-63279.5	0.0	-3717.8	
