# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_a/h5n1-andersen-e756a15-ALL_full_dates_only_a.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_a/h5n1-andersen-e756a15-ALL_full_dates_only_a.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_a/h5n1-andersen-e756a15-ALL_full_dates_only_a.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
12452000000	4346	-95571.2	-20907.9	-74663.2	1.62263	2023.97	103.941	0	6.24524	-1.03289	-0.968459	-0.634775	-0.129115	-0.590028	-0.289848	0.783254	0.738002	0.933191	0.752175	0.189477	-0.993154	0.133304	0.714054	0.34261	0.254303	0.275595	-0.224221	-1.32596	-1.56221	-2.21854	-2.14891	-2.0867	1.833	15.4959	0.330903	0.199564	0.245064	0.224468	0.00312879	0.00312879	-74663.2	0.0	-4141.99	
12454000000	4346	-95618.6	-20931.9	-74686.7	1.69368	2023.9	104.569	0	6.24524	-1.21723	-0.848713	-0.450419	0.0338866	-0.712372	-0.153355	0.538292	0.935503	0.945615	0.65657	0.10402	-0.844326	0.0347197	0.567936	0.463223	0.209024	0.268472	0.0786175	-1.0101	-1.30629	-1.69963	-1.45528	-1.42762	1.833	15.7819	0.329	0.201618	0.247255	0.222127	0.00319303	0.00319303	-74686.7	0.0	-4165.89	
12456000000	4346	-95611.8	-20916.4	-74695.4	1.75352	2023.84	104.809	0	6.24524	-1.01506	-0.973448	-0.56977	-0.0800949	-0.63182	-0.119891	0.577721	0.964458	0.981658	0.653159	-0.100204	-0.889089	0.159503	0.544903	0.668802	0.448196	0.105674	-0.202849	-1.04419	-0.835061	-0.716686	-1.80338	-1.55505	1.833	16.865	0.327086	0.203329	0.245473	0.224112	0.00312065	0.00312065	-74695.4	0.0	-4150.24	
12458000000	4348	-95467.5	-20836.1	-74631.5	1.66029	2023.93	102.629	0	6.24524	-0.899436	-1.2329	-0.593104	-0.0682197	-0.502639	-0.0361614	0.696025	0.958794	1.00494	0.715834	0.034079	-0.642893	-0.0452783	0.62592	0.373259	0.170828	0.13791	-0.429627	-1.46257	-1.31065	-0.782639	-0.977733	-0.975088	1.833	16.6062	0.328026	0.200837	0.252838	0.218299	0.00331773	0.00331773	-74631.5	0.0	-4069.98	
12460000000	4346	-95657.6	-20967.3	-74690.4	1.61926	2023.97	104.655	0	6.24524	-0.997976	-1.05895	-0.40871	-0.235057	-0.524774	-0.00887563	0.458096	0.806943	1.02194	0.789124	0.14363	-0.783313	0.180271	0.485621	0.433447	0.390038	0.0966401	-0.0421231	-1.39962	-1.99613	-1.7723	-2.11311	-2.32055	1.833	16.3205	0.329284	0.202493	0.244863	0.223361	0.0031401	0.0031401	-74690.4	0.0	-4201.22	
12462000000	4344	-95658.6	-20978.8	-74679.7	1.60286	2023.99	104.988	0	6.24524	-1.12979	-0.97565	-0.415905	-0.0617169	-0.530143	0.0016375	0.791869	1.06729	1.02286	0.650837	0.129136	-0.842909	0.345113	0.774932	0.651993	0.21931	0.233773	-0.267861	-1.46125	-1.73065	-0.83417	-0.0616818	0.397959	1.833	16.4643	0.32745	0.20529	0.243655	0.223604	0.00313812	0.00313812	-74679.7	0.0	-4212.78	
12464000000	4344	-95432.6	-20842.1	-74590.5	1.58995	2024	102.826	0	6.24524	-0.920037	-0.828035	-0.32958	0.00238099	-0.415251	-0.108495	0.71796	0.541766	0.929485	0.602536	-0.00865282	-0.934982	0.0467558	0.539698	0.429032	0.189893	0.239973	0.00809283	-1.46955	-1.59044	-1.13905	-0.700845	-0.609978	1.833	16.3218	0.319631	0.204614	0.249991	0.225764	0.00326141	0.00326141	-74590.5	0.0	-4076.1	
12466000000	4345	-95318.5	-20771.3	-74547.3	1.58467	2024.01	101.511	0	6.24524	-0.939891	-0.959239	-0.588403	-0.10074	-0.640276	0.257357	0.571721	0.649714	1.00959	0.609594	-0.0344228	-1.0055	0.179504	0.556104	0.498212	0.192285	0.0704978	-0.386493	-1.18055	-1.0147	-0.542703	-0.469994	-0.490205	1.833	18.0738	0.327264	0.203542	0.24209	0.227103	0.00329006	0.00329006	-74547.3	0.0	-4004.99	
12468000000	4347	-95415.3	-20816	-74599.3	1.56147	2024.03	102.216	0	6.24524	-1.03393	-1.16383	-0.457341	-0.167505	-0.561302	-0.0245374	0.576026	0.624721	1.10315	0.663878	0.0263697	-0.910954	-0.000944243	0.525563	0.489171	0.186662	0.104221	-0.257032	-0.815563	-0.979203	-1.09013	-0.659173	-0.91164	1.833	15.7119	0.32435	0.204936	0.248787	0.221927	0.00325539	0.00325539	-74599.3	0.0	-4050.05	
12470000000	4345	-95458.1	-20873.2	-74584.9	1.59452	2024	102.4	0	6.24524	-0.859722	-1.02529	-0.521592	-0.135085	-0.52744	-0.384272	0.562833	0.805547	0.978402	0.702771	0.0564063	-0.916441	0.150274	0.586583	0.490035	0.333125	0.0833084	-0.544362	-1.14492	-0.698423	-0.785606	-2.07125	-1.90771	1.833	17.8221	0.328598	0.20724	0.246644	0.217519	0.00325715	0.00325715	-74584.9	0.0	-4106.99	
12472000000	4348	-95439.9	-20828.1	-74611.7	1.6221	2023.97	102.176	0	6.24524	-1.08234	-1.17343	-0.664146	-0.147005	-0.69783	0.141545	0.403472	0.781621	0.975469	0.531992	-0.0476482	-0.716559	0.161197	0.64535	0.476588	0.420546	0.173985	-0.76758	-1.32955	-1.30404	-1.19807	0.0574086	0.303135	1.833	16.5426	0.328508	0.201905	0.241591	0.227996	0.003207	0.003207	-74611.7	0.0	-4062.07	
12474000000	4349	-95296.3	-20734.6	-74561.7	1.60847	2023.98	100.744	0	6.24524	-1.14914	-0.970814	-0.530403	-0.0518297	-0.573669	-0.0797808	0.522566	0.842426	0.896412	0.518182	0.0748116	-0.786401	0.285638	0.49547	0.403345	0.264133	0.205196	-0.663436	-1.13469	-1.12136	-1.18198	0.0369952	0.0509707	1.833	18.5815	0.324695	0.205079	0.245049	0.225178	0.00319124	0.00319124	-74561.7	0.0	-3968.28	
12476000000	4348	-95278.1	-20731.7	-74546.4	1.64509	2023.95	100.688	0	6.24524	-0.799331	-0.990584	-0.536965	-0.205238	-0.658175	-0.273333	0.53213	0.67738	1.10449	0.487207	0.191597	-0.646683	0.0266729	0.468023	0.251572	0.265086	0.0515353	-0.108417	-1.30873	-0.754222	-0.842938	-0.808305	-0.284556	1.833	16.8363	0.330305	0.198862	0.247835	0.222997	0.00325048	0.00325048	-74546.4	0.0	-3965.55	
12478000000	4345	-95245	-20728	-74517	1.56925	2024.02	100.856	0	6.24524	-0.935076	-1.06729	-0.842381	-0.306717	-0.552644	-0.0779599	0.602875	0.67744	1.05327	0.729369	-0.236369	-0.813159	-0.00333945	0.389048	0.53007	0.181648	0.341963	-0.365898	-1.0466	-1.14537	-0.888729	-0.440492	0.317973	1.833	15.7219	0.325813	0.205229	0.247634	0.221324	0.00326206	0.00326206	-74517	0.0	-3962.05	
12480000000	4344	-95233.4	-20718.5	-74514.9	1.6244	2023.97	100.986	0	6.24524	-0.986767	-0.987636	-0.580353	-0.361259	-0.56855	-0.225107	0.65574	0.935456	0.908792	0.752824	0.0275218	-0.954006	0.137355	0.522797	0.394577	0.170818	0.100764	-0.670722	-1.86789	-1.14463	-1.47197	-1.81694	-2.48645	1.833	16.9417	0.330407	0.208607	0.248185	0.212801	0.00328039	0.00328039	-74514.9	0.0	-3952.36	
12482000000	4345	-95480.4	-20859.4	-74621	1.61174	2023.98	103.308	0	6.24524	-1.0981	-0.9489	-0.531007	-0.315606	-0.543472	-0.412187	0.435547	0.825313	0.851775	0.84246	0.0378769	-0.946846	0.234413	0.638863	0.466064	0.215099	0.190729	-0.115055	-1.15865	-2.18716	-1.96747	-2.35322	-2.01399	1.833	17.1378	0.32622	0.204831	0.247951	0.220998	0.00321311	0.00321311	-74621	0.0	-4093.24	
12484000000	4345	-95338.7	-20797.2	-74541.5	1.56983	2024.02	101.385	0	6.24524	-0.863485	-0.912714	-0.765081	-0.251462	-0.665201	-0.387229	0.516853	0.792338	0.895161	0.667141	0.104695	-0.932498	0.181838	0.565712	0.495608	0.311896	0.211069	-0.636395	-1.14857	-1.42757	-1.67788	-2.46093	-2.4298	1.833	15.9768	0.326572	0.203589	0.243729	0.226111	0.00322021	0.00322021	-74541.5	0.0	-4031.21	
12486000000	4345	-95337.5	-20784.7	-74552.8	1.57895	2024.01	101.599	0	6.24524	-0.912028	-1.22874	-0.660736	-0.262443	-0.681404	0.0209516	0.738867	0.850604	0.920356	0.626021	0.041602	-0.81117	-0.00721554	0.590644	0.470956	0.277821	0.102148	-0.475813	-1.41249	-1.78777	-2.06871	-2.18719	-2.56818	1.833	15.976	0.324836	0.205442	0.252142	0.21758	0.00335421	0.00335421	-74552.8	0.0	-4018.69	
12488000000	4344	-95224.9	-20720.5	-74504.4	1.58492	2024.01	100.823	0	6.24524	-0.988907	-1.18932	-0.374646	-0.181578	-0.646745	-0.133325	0.410588	0.738889	0.961442	0.582891	0.0235981	-0.906733	0.127431	0.500389	0.416909	0.255916	0.294115	-0.582527	-1.81415	-1.50586	-1.75804	-2.3413	-2.66285	1.833	16.7793	0.322638	0.207393	0.249907	0.220063	0.00332106	0.00332106	-74504.4	0.0	-3954.43	
12490000000	4346	-95434.7	-20817.2	-74617.4	1.65181	2023.94	102.873	0	6.24524	-1.04037	-1.14158	-0.387807	-0.216854	-0.330628	0.15585	0.964167	0.58179	0.89771	0.674463	0.176918	-0.967402	0.114494	0.4362	0.442308	0.337284	0.173412	-0.472025	-2.04582	-2.12348	-1.87583	-2.34018	-2.71278	1.833	16.6833	0.330031	0.197117	0.248058	0.224794	0.00322988	0.00322988	-74617.4	0.0	-4051.12	
12492000000	4346	-95431	-20822.1	-74608.9	1.6956	2023.9	102.691	0	6.24524	-0.897305	-1.04682	-0.667829	-0.29623	-0.454944	0.0627899	0.692262	0.809444	0.990843	0.579042	0.0988147	-0.95547	0.11167	0.496349	0.310911	0.211163	0.0875628	-0.204481	-1.63429	-2.08811	-2.39358	-2.5335	-2.99522	1.833	16.287	0.330965	0.204731	0.245911	0.218392	0.00316425	0.00316425	-74608.9	0.0	-4056.01	
12494000000	4345	-95319.1	-20747.6	-74571.6	1.64295	2023.95	102.133	0	6.24524	-1.12682	-1.28301	-0.513346	-0.226558	-0.485773	0.0345076	0.599448	0.862977	1.06308	0.631412	0.0891124	-0.989235	0.0716232	0.401209	0.283015	0.229063	0.0719737	-0.182587	-1.25564	-1.88652	-1.82837	-2.10684	-2.17467	1.833	17.4674	0.324195	0.20341	0.246176	0.226219	0.00324876	0.00324876	-74571.6	0.0	-3981.36	
12496000000	4345	-95479	-20855.3	-74623.7	1.59537	2024	103.302	0	6.24524	-0.927125	-1.0465	-0.50992	-0.122242	-0.359994	0.159713	0.8538	0.765419	1.04535	0.756445	0.150485	-0.906797	0.129511	0.310268	0.561745	0.42514	0.194272	0.0365508	-1.26311	-1.49859	-1.70898	-1.42465	-1.48448	1.833	16.6022	0.323357	0.210535	0.240889	0.22522	0.00322512	0.00322512	-74623.7	0.0	-4089.27	
12498000000	4348	-95424.9	-20809.3	-74615.6	1.58049	2024.01	102.303	0	6.24524	-1.02107	-0.99165	-0.522506	-0.0806818	-0.639661	0.0259727	0.48421	0.836635	0.931677	0.763983	0.192533	-0.69563	0.0928596	0.651963	0.449671	0.394991	0.0542149	-0.285644	-1.61801	-1.68048	-1.48308	-1.54239	-1.83912	1.833	16.4216	0.323609	0.201308	0.248106	0.226977	0.00317624	0.00317624	-74615.6	0.0	-4043.26	
12500000000	4350	-95325	-20755.9	-74569.1	1.57842	2024.01	100.673	0	6.24524	-0.905722	-1.03294	-0.757586	-0.241212	-0.708534	-0.0657579	0.492836	0.935151	0.87592	0.595765	0.0220593	-0.935013	0.126716	0.557435	0.663553	0.329407	-0.0467003	-0.391618	-1.92504	-2.20331	-2.62407	-2.00885	-1.24979	1.833	17.7879	0.325005	0.207445	0.243062	0.224488	0.00333342	0.00333342	-74569.1	0.0	-3989.67	
12502000000	4349	-95254.3	-20699.8	-74554.5	1.55323	2024.04	100.527	0	6.24524	-1.03857	-1.23734	-0.56454	-0.307263	-0.59194	0.167757	0.872521	0.628123	0.929418	0.60152	-0.0728235	-0.900241	0.182743	0.689857	0.475071	0.0986483	0.113123	-0.51813	-2.18741	-2.45496	-2.29317	-2.17557	-2.2217	1.833	15.6939	0.325179	0.207695	0.23911	0.228016	0.00333041	0.00333041	-74554.5	0.0	-3933.82	
12504000000	4350	-95379.1	-20774.2	-74604.9	1.58949	2024	101.511	0	6.24524	-0.980498	-0.978376	-0.551154	-0.0796101	-0.488359	-0.023794	0.365001	0.641634	0.947224	0.545122	0.17023	-1.04595	0.161333	0.714406	0.544618	0.199567	0.201615	-0.344152	-0.27328	-0.484516	0.42971	0.369064	-0.0872036	1.833	17.3749	0.323673	0.206102	0.250243	0.219982	0.00328637	0.00328637	-74604.9	0.0	-4008.06	
12506000000	4351	-95633.7	-20917.7	-74716	1.62354	2023.97	103.863	0	6.24524	-0.957053	-1.11218	-0.483139	-0.283668	-0.456595	0.0227734	0.233913	0.847432	1.07024	0.518928	0.129874	-0.978963	0.249243	0.664598	0.404925	0.308407	0.125571	-0.397853	-0.37716	-0.73865	-0.547487	-0.755551	-0.70275	1.833	16.8133	0.323965	0.209289	0.245332	0.221414	0.0031731	0.0031731	-74716	0.0	-4151.63	
12508000000	4350	-95472.5	-20824.8	-74647.7	1.62709	2023.97	102.542	0	6.24524	-1.05389	-1.07429	-0.488353	-0.321048	-0.539677	0.0621428	0.672722	0.94435	1.02104	0.634021	-0.0659734	-0.864055	0.00259619	0.65238	0.566411	0.373615	0.225387	-0.311859	-1.08186	-1.06401	-1.02914	-0.778321	-0.835061	1.833	17.2709	0.328173	0.205086	0.245091	0.221649	0.00324857	0.00324857	-74647.7	0.0	-4058.63	
12510000000	4344	-95612.5	-20945.6	-74666.9	1.66569	2023.93	104.668	0	6.24524	-0.98783	-0.907799	-0.347648	-0.218221	-0.554034	0.089355	0.66907	0.883095	0.981848	0.73451	0.147294	-0.796725	-0.0380065	0.757936	0.464866	0.26246	0.167437	0.160559	-1.21686	-1.37298	-1.52613	-2.01721	-1.1358	1.833	16.234	0.326858	0.202869	0.250012	0.220261	0.00317964	0.00317964	-74666.9	0.0	-4179.57	
12512000000	4346	-95754	-21022.1	-74731.8	1.63767	2023.96	105.678	0	6.24524	-0.898218	-0.915513	-0.534519	0.0294424	-0.573474	-0.0581692	0.556394	1.13321	1.02794	0.832557	0.201921	-0.96842	0.218185	0.944865	0.272765	0.638467	0.187829	-0.330922	-1.20031	-1.2722	-1.37068	-2.00586	-1.56011	1.833	16.9216	0.327455	0.20175	0.247239	0.223556	0.00313597	0.00313597	-74731.8	0.0	-4256	
12514000000	4347	-95503.9	-20871.9	-74632	1.60142	2023.99	102.946	0	6.24524	-0.958678	-1.10325	-0.630394	-0.154845	-0.573897	-0.153069	0.578315	0.901101	0.99415	0.66828	-0.0683337	-1.04765	0.401072	0.67279	0.257511	0.366421	0.204607	-0.434444	-1.57474	-1.55531	-0.964087	-0.926154	-0.58296	1.833	15.2605	0.326703	0.20531	0.247061	0.220926	0.00320671	0.00320671	-74632	0.0	-4106	
12516000000	4346	-95381.3	-20791.3	-74589.9	1.65601	2023.94	102.233	0	6.24524	-1.15865	-1.26539	-0.556145	-0.269486	-0.507475	-0.12089	0.69141	0.714233	0.993133	0.697963	0.0122154	-0.774586	0.197984	0.577493	0.212794	0.363983	0.20191	-0.178039	-1.20406	-1.49193	-2.06583	-2.31069	-1.6664	1.833	17.8605	0.322699	0.202126	0.246015	0.22916	0.00324799	0.00324799	-74589.9	0.0	-4025.1	
12518000000	4346	-95276.3	-20753.6	-74522.7	1.58962	2024	100.699	0	6.24524	-1.0817	-0.877625	-0.461926	-0.13217	-0.350126	-0.564414	0.595151	0.935781	0.989355	0.638985	0.0983612	-1.01335	-0.098817	0.582729	0.315302	0.352311	0.230667	-0.426553	-0.900951	-1.00053	-1.54372	-1.70878	-1.4538	1.833	16.2559	0.325487	0.209826	0.245308	0.219379	0.00326374	0.00326374	-74522.7	0.0	-3987.52	
12520000000	4347	-95249.4	-20716.5	-74532.9	1.60334	2023.99	100.656	0	6.24524	-0.942244	-1.07198	-0.510986	-0.324686	-0.692814	-0.406418	0.531484	1.0481	1.02725	0.589508	-0.115433	-0.883922	-0.0446625	0.453052	0.443125	0.170183	0.215893	-0.507955	-0.657949	-1.02312	-1.26628	-1.74309	-1.47043	1.833	16.4377	0.319629	0.206342	0.250577	0.223452	0.00323372	0.00323372	-74532.9	0.0	-3950.4	
12522000000	4349	-95680.1	-20962.2	-74717.9	1.62261	2023.97	104.486	0	6.24524	-0.989522	-0.694061	-0.344705	-0.198215	-0.489893	-0.141222	0.465332	0.927722	1.10287	0.719619	-0.00797767	-0.818907	0.119258	0.522718	0.583722	0.250227	0.263787	-0.259373	-1.55208	-1.29493	-1.92471	-2.01079	-2.20782	1.833	16.0556	0.32494	0.20471	0.248103	0.222247	0.00321819	0.00321819	-74717.9	0.0	-4196.17	
12524000000	4348	-95531.8	-20876.3	-74655.5	1.62759	2023.96	103.303	0	6.24524	-1.10395	-0.879142	-0.691868	-0.224633	-0.474881	-0.137823	0.428385	0.81986	1.05732	0.755078	-0.124993	-0.940098	0.134295	0.605152	0.411648	0.251078	0.315085	-0.23588	-0.946934	-1.21904	-0.369632	-0.96708	-1.52757	1.833	17.2336	0.325899	0.205096	0.246088	0.222918	0.00318779	0.00318779	-74655.5	0.0	-4110.12	
12526000000	4350	-95481.9	-20841.6	-74640.3	1.5649	2024.03	102.357	0	6.24524	-0.977875	-0.876861	-0.557086	-0.217135	-0.558182	0.0412585	0.652382	1.01151	0.948426	0.730765	0.00506361	-0.944408	0.198998	0.69252	0.53188	0.227491	0.159023	-0.371871	-1.55541	-0.838826	-0.781213	-0.157466	-0.751559	1.833	16.8823	0.326411	0.20538	0.24252	0.225689	0.00327864	0.00327864	-74640.3	0.0	-4075.45	
12528000000	4345	-95440.2	-20839.6	-74600.5	1.56335	2024.03	102.787	0	6.24524	-1.04062	-0.811365	-0.309919	-0.248398	-0.517503	-0.0146825	0.470301	0.88448	1.09652	0.62544	0.0326316	-0.997242	-0.0077487	0.664146	0.538789	0.388074	0.206716	-0.255312	-1.5445	-0.948087	-0.731178	-0.99337	-0.739704	1.833	16.1638	0.32894	0.206739	0.247153	0.217168	0.00320186	0.00320186	-74600.5	0.0	-4073.61	
12530000000	4348	-95602	-20919.9	-74682.1	1.55329	2024.04	103.902	0	6.24524	-1.05415	-1.06611	-0.429234	-0.25233	-0.502314	-0.235042	0.574199	0.861414	0.9935	0.658847	-0.0019944	-0.883326	0.0480591	0.700928	0.782943	0.175581	0.253624	-0.633532	-2.08265	-2.44877	-2.21627	-1.89941	-1.98653	1.833	16.4695	0.326634	0.20174	0.246153	0.225473	0.003258	0.003258	-74682.1	0.0	-4153.88	
12532000000	4347	-95469.3	-20844.7	-74624.7	1.58925	2024	102.802	0	6.24524	-1.04554	-1.13941	-0.471329	-0.175264	-0.512523	0.0609534	0.612014	0.735826	0.949593	0.676339	-0.0327101	-0.746414	0.345413	0.403403	0.701192	0.282316	0.375102	-0.669945	-1.13276	-1.40955	-2.05226	-2.55405	-2.63189	1.833	17.5597	0.324872	0.211122	0.245187	0.218819	0.00320647	0.00320647	-74624.7	0.0	-4078.47	
12534000000	4346	-95552.6	-20910.2	-74642.4	1.58852	2024.01	103.459	0	6.24524	-0.969472	-0.925203	-0.575086	-0.293206	-0.531416	-0.0716411	0.724998	0.713461	0.973838	0.751923	0.139479	-0.829204	0.259534	0.47751	0.518227	0.0947941	0.389403	-0.597225	-1.27961	-1.87094	-2.0447	-2.2374	-2.14401	1.833	15.0285	0.32169	0.204048	0.248555	0.225707	0.00319949	0.00319949	-74642.4	0.0	-4144.29	
12536000000	4346	-95571.6	-20922.4	-74649.2	1.60552	2023.99	103.684	0	6.24524	-1.06747	-0.730923	-0.551009	-0.0432434	-0.725831	-0.0914102	0.613814	0.964808	0.932747	0.731304	-0.0109503	-0.803817	0.0102635	0.887538	0.358891	0.190306	0.205477	-0.237874	-1.18525	-1.45148	-2.04339	-1.96349	-1.69383	1.833	16.9674	0.328824	0.2031	0.24455	0.223526	0.00325142	0.00325142	-74649.2	0.0	-4156.26	
12538000000	4346	-95673.9	-20971.6	-74702.3	1.64474	2023.95	104.938	0	6.24524	-0.860409	-0.674397	-0.639495	-0.192466	-0.564397	-0.372131	0.559735	0.972543	0.939247	0.782354	0.136915	-0.771889	0.0928756	0.623898	0.67746	0.411279	0.0893956	-0.311317	-1.03265	-1.83043	-1.60986	-1.62757	-1.69928	1.833	17.2622	0.321494	0.204281	0.252459	0.221766	0.00314558	0.00314558	-74702.3	0.0	-4205.46	
12540000000	4347	-95760.1	-21017.8	-74742.3	1.64413	2023.95	105.622	0	6.24524	-0.740057	-0.861188	-0.546856	-0.0719599	-0.527262	-0.267901	0.41419	0.62266	1.00365	0.8172	0.0537053	-0.926654	0.107827	0.796668	0.593975	0.16775	0.261023	-0.459552	-1.07509	-1.34448	-1.45516	-1.36074	-1.7963	1.833	15.5193	0.32731	0.200888	0.247822	0.223981	0.00314909	0.00314909	-74742.3	0.0	-4251.82	
12542000000	4347	-95766.6	-21027.8	-74738.8	1.61648	2023.98	105.509	0	6.24524	-0.985645	-0.973409	-0.46535	-0.151573	-0.548126	-0.118895	0.873736	0.673408	0.99127	0.851865	0.0516179	-0.910656	0.434857	0.95731	0.429616	0.273609	0.313217	-0.435497	-1.35706	-1.28421	-2.11194	-2.21	-2.42009	1.833	18.1236	0.326221	0.209648	0.244389	0.219743	0.00307605	0.00307605	-74738.8	0.0	-4261.57	
12544000000	4346	-95729.3	-21010.4	-74718.9	1.65005	2023.94	105.371	0	6.24524	-0.912926	-0.895718	-0.605073	0.0223927	-0.570443	-0.0883447	0.599142	0.916969	1.09218	0.787613	0.121217	-0.753498	0.151752	0.654212	0.434303	0.200493	0.210794	-0.439796	-1.40738	-1.73491	-1.93404	-2.33648	-1.85259	1.833	15.8828	0.32603	0.20658	0.244334	0.223056	0.00311037	0.00311037	-74718.9	0.0	-4244.44	
12546000000	4347	-95601	-20923.3	-74677.8	1.57052	2024.02	104.064	0	6.24524	-1.0007	-0.975802	-0.461525	-0.206577	-0.485082	-0.0667604	0.537104	0.727466	1.02102	0.705951	0.125756	-0.694519	0.374749	0.505704	0.536549	-0.0279309	0.287996	-0.247414	-1.42071	-1.06795	-0.830961	-0.67884	-0.785389	1.833	16.375	0.323985	0.205712	0.251896	0.218407	0.00322904	0.00322904	-74677.8	0.0	-4157.22	
12548000000	4348	-95585.2	-20900.1	-74685.1	1.63134	2023.96	103.922	0	6.24524	-0.980678	-1.05075	-0.588051	-0.111529	-0.697093	-0.10196	0.3601	0.776082	0.879313	0.702562	0.109641	-0.920869	0.207905	0.602049	0.537451	0.182967	0.31831	-0.300339	-1.79329	-1.88804	-1.92821	-1.01542	-1.21123	1.833	17.8063	0.328259	0.205977	0.250702	0.215063	0.00314672	0.00314672	-74685.1	0.0	-4133.86	
12550000000	4346	-95554.6	-20904.4	-74650.3	1.58847	2024.01	103.674	0	6.24524	-1.00221	-0.703507	-0.664648	-0.297879	-0.201896	0.000333761	0.520201	0.96285	0.953204	0.698503	0.214636	-0.943633	0.011053	0.623399	0.575963	0.32553	0.153169	-0.621457	-1.73441	-2.04448	-1.67477	-2.33658	-2.13059	1.833	16.0707	0.325056	0.204169	0.242005	0.228769	0.00319878	0.00319878	-74650.3	0.0	-4138.37	
12552000000	4347	-95727.3	-20985.9	-74741.5	1.65512	2023.94	105.552	0	6.24524	-1.23095	-0.753172	-0.417298	-0.173182	-0.403592	0.0555229	0.632988	1.06725	0.882289	0.840219	0.122596	-1.09852	0.148225	0.667035	0.797377	0.346314	0.147626	-0.476859	-1.59909	-2.11258	-2.00984	-1.86873	-2.4559	1.833	15.6549	0.321536	0.205372	0.244226	0.228866	0.00313664	0.00313664	-74741.5	0.0	-4219.89	
12554000000	4351	-95405.5	-20778.4	-74627.1	1.56838	2024.02	101.724	0	6.24524	-1.12066	-0.913341	-0.535292	-0.165713	-0.569112	0.0414357	0.605379	0.961438	0.951006	0.668908	0.197633	-0.969337	0.0713574	0.376914	0.538126	0.277344	0.0217065	-0.0374862	-1.20535	-1.75308	-1.62018	-1.73022	-1.97612	1.833	17.7033	0.327891	0.202107	0.242067	0.227935	0.0032015	0.0032015	-74627.1	0.0	-4012.16	
12556000000	4346	-95608.4	-20934.1	-74674.3	1.63802	2023.96	104.285	0	6.24524	-1.09129	-0.989251	-0.524506	-0.0742476	-0.372941	-0.00238407	0.654635	0.912071	1.09037	0.737299	-0.110528	-0.957569	0.258202	0.611129	0.502288	0.309823	0.200056	-0.487225	-0.7998	-0.379573	-0.273354	0.280705	0.167533	1.833	16.0056	0.328214	0.205174	0.245713	0.220899	0.00313803	0.00313803	-74674.3	0.0	-4168.08	
12558000000	4347	-95712.8	-20980	-74732.9	1.61605	2023.98	105.416	0	6.24524	-0.891904	-0.920543	-0.588316	-0.179843	-0.623277	-0.195876	0.633957	1.06871	0.993594	0.842033	0.249475	-0.9452	-0.0143257	0.688917	0.45128	0.293367	-0.0209413	0.00995996	-0.80168	-0.716179	-0.77292	-0.323364	-1.00082	1.833	17.2392	0.327714	0.206589	0.241664	0.224033	0.00309975	0.00309975	-74732.9	0.0	-4213.79	
12560000000	4348	-95830.8	-21027.1	-74803.7	1.67002	2023.92	106.699	0	6.24524	-1.08692	-0.941962	-0.368632	-0.254893	-0.332485	0.0726933	0.794223	0.849361	0.993298	0.790241	0.147711	-0.965176	0.098828	0.860373	0.667991	0.408815	0.233579	-0.036449	-0.90896	-1.09871	-1.22598	-0.929893	0.0522458	1.833	16.8487	0.325713	0.201312	0.251069	0.221906	0.00305327	0.00305327	-74803.7	0.0	-4260.98	
