# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/mpox-otoole-2023.fasta <DASH-DASH>v0-steps 200000000 <DASH-DASH>v0-out-log-file delphy_outputs_a/mpox-otoole-2023.log <DASH-DASH>v0-log-every 10000 <DASH-DASH>v0-out-trees-file delphy_outputs_a/mpox-otoole-2023.trees <DASH-DASH>v0-tree-every 100000 <DASH-DASH>v0-out-delphy-file delphy_outputs_a/mpox-otoole-2023.dphy <DASH-DASH>v0-delphy-snapshot-every 100000 <DASH-DASH>v0-mpox-hack
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	apobec3.clock.rate	non_apobec3.clock.rate	age(OP415257|9000312|UK|2022-08)	age(MK783032|3030|Nigeria_Rivers_State|2017-11)	age(NC_063383|MPXV-M5312_HM12_Rivers|Nigeria_Rivers_State|2018-08)	treeLikelihood_really_logG	branchRates	coalescent	
100000	391	-225710	43842.4	-269552	5.93097	2016.66	40.4117	11.4854	0.336637	1	0.359355	0.158973	0.159095	0.322577	0.000163564	7.56079e-06	0	4.71145	3.99016	-269552	0.0	-84.4729	
110000	387	-225650	43838.1	-269488	5.57741	2017.05	40.6097	6.65556	0.177158	1	0.359355	0.158973	0.159095	0.322577	0.000163502	7.68849e-06	0	4.72014	4.00642	-269488	0.0	-89.3425	
120000	384	-225608	43839.4	-269448	5.92058	2016.66	41.1946	6.84435	0.236151	1	0.359355	0.158973	0.159095	0.322577	0.000159858	7.48605e-06	0	4.67753	3.9621	-269448	0.0	-87.9639	
130000	379	-225560	43833.3	-269393	5.99953	2016.66	43.7486	9.68853	0.274327	1	0.359355	0.158973	0.159095	0.322577	0.000154131	5.70193e-06	0	4.77716	4.03419	-269393	0.0	-93.7558	
140000	378	-225568	43829.3	-269397	6.20412	2016.44	46.1595	16.4595	0.299434	1	0.359355	0.158973	0.159095	0.322577	0.000149548	7.48991e-06	0	4.74858	4.03034	-269397	0.0	-97.2024	
150000	377	-225566	43828.8	-269395	6.14743	2016.5	47.3349	24.9216	0.419058	1	0.359355	0.158973	0.159095	0.322577	0.00012412	8.0729e-06	0	4.74514	4.05543	-269395	0.0	-97.287	
160000	373	-225479	43830.2	-269310	6.28683	2016.33	46.3983	17.3524	0.392851	1	0.359355	0.158973	0.159095	0.322577	0.000147409	7.12146e-06	0	4.70195	3.97872	-269310	0.0	-96.2791	
170000	371	-225458	43830.6	-269289	6.69353	2015.92	47.1012	40.5109	0.604303	1	0.359355	0.158973	0.159095	0.322577	0.000155259	5.76518e-06	0	4.74107	3.97715	-269289	0.0	-95.0126	
180000	368	-225397	43830.4	-269227	6.04922	2016.54	44.8976	39.6741	0.572794	1	0.359355	0.158973	0.159095	0.322577	0.000144905	7.37992e-06	0	4.75281	3.97192	-269227	0.0	-95.2098	
190000	364	-225338	43829.5	-269168	6.14424	2016.47	45.7252	12.569	0.242388	1	0.359355	0.158973	0.159095	0.322577	0.000141014	7.38259e-06	0	4.70542	3.97619	-269168	0.0	-97.3167	
200000	364	-225356	43825.9	-269182	6.07935	2016.51	47.5372	19.4088	0.318349	1	0.359355	0.158973	0.159095	0.322577	0.000136702	6.91601e-06	0	4.71284	3.98779	-269182	0.0	-100.408	
210000	363	-225325	43829.5	-269155	6.20483	2016.45	46.4281	14.6246	0.360531	1	0.359355	0.158973	0.159095	0.322577	0.00013515	7.20954e-06	0	4.81663	4.06467	-269155	0.0	-97.0788	
220000	363	-225315	43830.8	-269146	6.05959	2016.53	45.2655	14.8612	0.402573	1	0.359355	0.158973	0.159095	0.322577	0.000137561	5.50996e-06	0	4.71309	3.9976	-269146	0.0	-95.7786	
230000	363	-225327	43829.6	-269156	6.3241	2016.32	46.4802	9.22427	0.255051	1	0.359355	0.158973	0.159095	0.322577	0.000143704	5.0077e-06	0	4.73025	4.02699	-269156	0.0	-97.4458	
240000	363	-225333	43827.3	-269160	6.20598	2016.44	47.1798	21.8451	0.35715	1	0.359355	0.158973	0.159095	0.322577	0.000138082	5.58315e-06	0	4.793	4.0429	-269160	0.0	-98.9592	
250000	363	-225330	43827.7	-269158	6.14822	2016.49	46.8874	19.4908	0.42435	1	0.359355	0.158973	0.159095	0.322577	0.000133258	6.09194e-06	0	4.79656	3.98365	-269158	0.0	-98.6287	
260000	363	-225318	43830.1	-269148	6.21981	2016.37	45.5335	40.5163	0.531926	1	0.359355	0.158973	0.159095	0.322577	0.000141436	7.57124e-06	0	4.702	3.95033	-269148	0.0	-95.5076	
270000	363	-225330	43824.6	-269154	6.04231	2016.57	46.3703	79.8742	0.654478	1	0.359355	0.158973	0.159095	0.322577	0.000144375	5.7398e-06	0	4.77917	4.01821	-269154	0.0	-100.339	
280000	364	-225363	43821.8	-269184	5.92428	2016.67	48.5268	85.8384	0.741692	1	0.359355	0.158973	0.159095	0.322577	0.00013456	6.30169e-06	0	4.74248	3.96304	-269184	0.0	-102.955	
290000	364	-225357	43822.9	-269180	6.04516	2016.57	47.9259	90.9257	0.740601	1	0.359355	0.158973	0.159095	0.322577	0.000135846	7.06723e-06	0	4.72934	3.99982	-269180	0.0	-101.8	
300000	364	-225342	43823.9	-269166	5.87492	2016.79	46.0646	157.39	0.813225	1	0.359355	0.158973	0.159095	0.322577	0.000150651	6.71206e-06	0	4.81816	4.03282	-269166	0.0	-100.298	
310000	364	-225344	43826.3	-269170	5.7863	2016.82	46.6435	115.718	0.763539	1	0.359355	0.158973	0.159095	0.322577	0.000133659	6.79098e-06	0	4.72139	4.02407	-269170	0.0	-98.2193	
320000	362	-225316	43826.3	-269142	5.73883	2016.86	47.0728	46.7062	0.639091	1	0.359355	0.158973	0.159095	0.322577	0.000150295	5.32435e-06	0	4.7012	3.99376	-269142	0.0	-99.0769	
330000	362	-225313	43827.7	-269140	6.23904	2016.4	47.0341	22.437	0.443346	1	0.359355	0.158973	0.159095	0.322577	0.000134163	6.99206e-06	0	4.76137	4.01829	-269140	0.0	-98.4829	
340000	358	-225256	43828.2	-269084	6.56966	2016.04	47.1028	20.6203	0.420101	1	0.359355	0.158973	0.159095	0.322577	0.000135825	6.70151e-06	0	4.71749	4.00036	-269084	0.0	-98.0681	
350000	358	-225263	43830.2	-269094	6.7742	2015.86	48.2586	20.6437	0.418705	1	0.359355	0.158973	0.159095	0.322577	0.000128426	5.29713e-06	0	4.74425	3.98736	-269094	0.0	-96.1171	
360000	357	-225252	43827.2	-269079	6.45181	2016.2	48.1911	29.0866	0.430822	1	0.359355	0.158973	0.159095	0.322577	0.000142586	6.38317e-06	0	4.74194	4.04389	-269079	0.0	-98.7063	
370000	351	-225159	43829.2	-268988	6.47266	2016.17	47.4059	29.4876	0.471079	1	0.359355	0.158973	0.159095	0.322577	0.000129535	6.38072e-06	0	4.72587	4.04785	-268988	0.0	-96.739	
380000	351	-225182	43824	-269006	6.74797	2015.85	49.8218	50.8078	0.557421	1	0.359355	0.158973	0.159095	0.322577	0.000129109	4.68126e-06	0	4.68619	3.95554	-269006	0.0	-101.327	
390000	351	-225190	43823	-269013	7.0406	2015.58	50.7441	33.82	0.465341	1	0.359355	0.158973	0.159095	0.322577	0.000137461	5.33983e-06	0	4.70929	3.99394	-269013	0.0	-102.736	
400000	346	-225098	43823.8	-268922	6.68759	2015.93	48.0802	59.6922	0.529781	1	0.359355	0.158973	0.159095	0.322577	0.000124278	6.66256e-06	0	4.7229	3.99693	-268922	0.0	-101.381	
410000	345	-225050	43834.8	-268885	6.48014	2016.17	44.9584	18.0834	0.396376	1	0.359355	0.158973	0.159095	0.322577	0.000146506	6.76667e-06	0	4.74734	4.05181	-268885	0.0	-91.6055	
420000	343	-224997	43839.3	-268837	6.41558	2016.25	42.1728	8.69838	0.219275	1	0.359355	0.158973	0.159095	0.322577	0.000127559	7.63834e-06	0	4.81137	4.0823	-268837	0.0	-87.8534	
430000	343	-225027	43832.9	-268860	6.71453	2015.88	45.4397	6.30744	0.122609	1	0.359355	0.158973	0.159095	0.322577	0.000129832	5.88337e-06	0	4.68432	3.99241	-268860	0.0	-94.6153	
440000	343	-225010	43833.9	-268844	6.06697	2016.59	43.3391	6.90356	0.202114	1	0.359355	0.158973	0.159095	0.322577	0.000133854	7.29057e-06	0	4.74729	3.99793	-268844	0.0	-93.4986	
450000	343	-225008	43835.5	-268844	6.04384	2016.54	43.299	15.5167	0.365212	1	0.359355	0.158973	0.159095	0.322577	0.000135319	7.71179e-06	0	4.7037	3.99154	-268844	0.0	-91.0116	
460000	343	-225022	43834	-268856	6.19691	2016.43	43.9431	16.2405	0.358365	1	0.359355	0.158973	0.159095	0.322577	0.00015908	6.59408e-06	0	4.76623	3.99731	-268856	0.0	-92.5027	
470000	343	-225003	43834.5	-268837	5.9452	2016.66	42.5138	74.5522	0.716416	1	0.359355	0.158973	0.159095	0.322577	0.000146145	6.36489e-06	0	4.74244	3.95968	-268837	0.0	-90.4001	
480000	343	-225019	43831.1	-268850	6.01613	2016.65	43.931	87.5766	0.782104	1	0.359355	0.158973	0.159095	0.322577	0.000133273	5.23065e-06	0	4.79279	4.03345	-268850	0.0	-93.6898	
490000	343	-225024	43832.3	-268857	6.11339	2016.49	44.9289	38.8106	0.598866	1	0.359355	0.158973	0.159095	0.322577	0.000145131	6.17206e-06	0	4.71541	3.98373	-268857	0.0	-93.3304	
500000	343	-225012	43835	-268847	6.29032	2016.33	43.6671	17.5794	0.394629	1	0.359355	0.158973	0.159095	0.322577	0.000143595	6.00629e-06	0	4.75825	4.03433	-268847	0.0	-91.3996	
510000	343	-225016	43834.3	-268850	6.31491	2016.34	44.1928	15.3398	0.3193	1	0.359355	0.158973	0.159095	0.322577	0.000139249	6.40709e-06	0	4.74004	3.99374	-268850	0.0	-92.2863	
520000	343	-225007	43834.8	-268842	5.92489	2016.7	43.0855	20.0827	0.389062	1	0.359355	0.158973	0.159095	0.322577	0.000142906	6.69399e-06	0	4.73374	3.98756	-268842	0.0	-91.4719	
530000	343	-225000	43837.9	-268838	6.08586	2016.58	42.54	28.2883	0.499943	1	0.359355	0.158973	0.159095	0.322577	0.000143647	7.78525e-06	0	4.82664	4.02807	-268838	0.0	-88.1124	
540000	343	-224991	43838.1	-268829	5.74587	2016.92	41.4287	17.1133	0.392654	1	0.359355	0.158973	0.159095	0.322577	0.000156319	7.23987e-06	0	4.75481	4.07723	-268829	0.0	-88.3609	
550000	343	-225002	43834.7	-268837	5.92032	2016.67	42.2845	18.3378	0.368988	1	0.359355	0.158973	0.159095	0.322577	0.000128194	7.51149e-06	0	4.70701	3.93539	-268837	0.0	-91.7232	
560000	343	-225007	43836.6	-268843	6.16185	2016.51	43.2552	20.5702	0.46893	1	0.359355	0.158973	0.159095	0.322577	0.000136709	7.01554e-06	0	4.78373	4.06693	-268843	0.0	-89.6856	
570000	343	-225011	43838.8	-268850	6.36562	2016.28	43.8264	15.05	0.383553	1	0.359355	0.158973	0.159095	0.322577	0.000157686	6.01058e-06	0	4.75248	4.05759	-268850	0.0	-87.8351	
580000	343	-224986	43840.6	-268826	5.98429	2016.62	40.7356	16.7891	0.455853	1	0.359355	0.158973	0.159095	0.322577	0.000144048	4.82877e-06	0	4.69388	4.00197	-268826	0.0	-85.8475	
590000	343	-225001	43835.4	-268837	5.86205	2016.73	42.4002	18.2225	0.346265	1	0.359355	0.158973	0.159095	0.322577	0.000150972	6.08255e-06	0	4.75649	3.9675	-268837	0.0	-90.9522	
600000	343	-225006	43836.2	-268842	5.96359	2016.67	43.0613	13.3152	0.38847	1	0.359355	0.158973	0.159095	0.322577	0.000152239	6.19719e-06	0	4.74628	4.02602	-268842	0.0	-90.5102	
610000	343	-225001	43837.8	-268838	5.91275	2016.68	42.5448	15.3909	0.363951	1	0.359355	0.158973	0.159095	0.322577	0.000151646	5.85309e-06	0	4.73307	3.99014	-268838	0.0	-88.7921	
620000	343	-225001	43837.5	-268838	6.03549	2016.61	42.6849	31.2885	0.571886	1	0.359355	0.158973	0.159095	0.322577	0.00013966	6.62802e-06	0	4.76854	4.04521	-268838	0.0	-88.3876	
630000	343	-225012	43836.4	-268848	6.16079	2016.46	43.7954	38.2601	0.60495	1	0.359355	0.158973	0.159095	0.322577	0.000132126	5.8233e-06	0	4.75519	4.02779	-268848	0.0	-89.2722	
640000	343	-225028	43831.8	-268859	5.99347	2016.62	45.3456	105.871	0.83689	1	0.359355	0.158973	0.159095	0.322577	0.000137369	5.99566e-06	0	4.71905	4.01194	-268859	0.0	-92.8141	
650000	343	-225031	43830.9	-268861	6.28861	2016.38	45.5734	110.345	0.87559	1	0.359355	0.158973	0.159095	0.322577	0.000125289	6.43998e-06	0	4.76235	4.07275	-268861	0.0	-93.717	
660000	343	-225017	43832.9	-268850	5.87512	2016.78	44.1136	218.253	1.01366	1	0.359355	0.158973	0.159095	0.322577	0.000138903	6.55595e-06	0	4.79953	4.05242	-268850	0.0	-91.0066	
670000	343	-225039	43826.5	-268865	6.13249	2016.51	45.672	165.452	0.900927	1	0.359355	0.158973	0.159095	0.322577	0.000132557	8.997e-06	0	4.78287	4.01362	-268865	0.0	-97.6912	
680000	343	-225045	43825.5	-268871	6.1481	2016.52	46.8149	114.209	0.797317	1	0.359355	0.158973	0.159095	0.322577	0.000135834	5.34036e-06	0	4.81867	4.08273	-268871	0.0	-99.0526	
690000	343	-225047	43825.3	-268873	6.17759	2016.42	47.1719	121.435	0.76587	1	0.359355	0.158973	0.159095	0.322577	0.00012564	6.10687e-06	0	4.69138	3.99133	-268873	0.0	-99.19	
700000	343	-225063	43823.8	-268887	6.49954	2016.1	48.995	90.7308	0.752439	1	0.359355	0.158973	0.159095	0.322577	0.000120169	7.45806e-06	0	4.70734	3.95941	-268887	0.0	-100.916	
710000	343	-225049	43827.5	-268876	6.12223	2016.49	47.2544	41.5132	0.624743	1	0.359355	0.158973	0.159095	0.322577	0.000116197	7.66274e-06	0	4.70058	3.9515	-268876	0.0	-98.0828	
720000	343	-225025	43828.7	-268854	5.78696	2016.83	44.5231	44.406	0.525157	1	0.359355	0.158973	0.159095	0.322577	0.000135773	5.4196e-06	0	4.72865	3.96599	-268854	0.0	-96.7596	
730000	344	-225067	43827.5	-268894	6.25367	2016.4	47.9997	33.8471	0.451007	1	0.359355	0.158973	0.159095	0.322577	0.000136187	5.17957e-06	0	4.77933	4.03913	-268894	0.0	-98.2617	
740000	343	-225055	43827.6	-268883	6.32867	2016.26	48.555	51.6462	0.606481	1	0.359355	0.158973	0.159095	0.322577	0.000131892	6.13797e-06	0	4.71825	3.93339	-268883	0.0	-97.6639	
750000	343	-225051	43827.8	-268879	6.31221	2016.36	48.0473	38.2136	0.60036	1	0.359355	0.158973	0.159095	0.322577	0.000129956	6.45941e-06	0	4.82734	4.06532	-268879	0.0	-97.9117	
760000	343	-225072	43824.9	-268897	6.23	2016.4	50.5382	39.185	0.549025	1	0.359355	0.158973	0.159095	0.322577	0.000120177	4.84771e-06	0	4.78073	3.97468	-268897	0.0	-100.748	
770000	343	-225044	43830.3	-268874	6.36819	2016.26	47.335	34.1922	0.529163	1	0.359355	0.158973	0.159095	0.322577	0.000134936	6.05671e-06	0	4.74477	4.03246	-268874	0.0	-95.4168	
780000	343	-225018	43835	-268853	6.12379	2016.47	44.2687	33.0466	0.576496	1	0.359355	0.158973	0.159095	0.322577	0.000152531	7.11056e-06	0	4.72466	3.92485	-268853	0.0	-90.7938	
790000	343	-225016	43835.3	-268851	5.92256	2016.73	43.824	32.9392	0.588593	1	0.359355	0.158973	0.159095	0.322577	0.0001219	8.36105e-06	0	4.79371	4.01207	-268851	0.0	-90.4553	
800000	343	-225020	43835.1	-268855	6.08851	2016.56	44.7297	49.9786	0.638762	1	0.359355	0.158973	0.159095	0.322577	0.000140412	7.6229e-06	0	4.81413	4.0607	-268855	0.0	-90.2915	
810000	343	-225032	43833.2	-268866	6.25407	2016.37	46.0755	50.1378	0.626459	1	0.359355	0.158973	0.159095	0.322577	0.000136473	7.53346e-06	0	4.77792	3.99312	-268866	0.0	-92.1392	
820000	343	-225050	43829	-268879	6.39563	2016.26	47.1721	50.1993	0.550248	1	0.359355	0.158973	0.159095	0.322577	0.000122092	5.0827e-06	0	4.7731	4.03487	-268879	0.0	-96.3592	
830000	343	-225064	43827.3	-268891	6.464	2016.13	49.7296	40.2271	0.567902	1	0.359355	0.158973	0.159095	0.322577	0.000124929	6.19877e-06	0	4.7566	3.93807	-268891	0.0	-98.3143	
840000	343	-225056	43826.3	-268882	6.26934	2016.37	48.1426	34.9269	0.528262	1	0.359355	0.158973	0.159095	0.322577	0.000136507	4.74152e-06	0	4.73331	4.03643	-268882	0.0	-99.4858	
850000	343	-225065	43824.3	-268889	6.29927	2016.34	49.3625	58.4938	0.541789	1	0.359355	0.158973	0.159095	0.322577	0.000116496	5.10276e-06	0	4.73847	4.0302	-268889	0.0	-100.952	
860000	343	-225056	43826.9	-268883	6.67377	2015.92	48.4981	44.196	0.559365	1	0.359355	0.158973	0.159095	0.322577	0.000116111	5.63605e-06	0	4.72766	3.97454	-268883	0.0	-98.6207	
870000	343	-225050	43828.5	-268879	6.72029	2015.94	47.9705	27.5128	0.448679	1	0.359355	0.158973	0.159095	0.322577	0.000124754	6.61851e-06	0	4.80762	3.99987	-268879	0.0	-97.5308	
880000	343	-225036	43829.8	-268866	6.4124	2016.19	46.2552	46.9541	0.585023	1	0.359355	0.158973	0.159095	0.322577	0.000124745	6.607e-06	0	4.7388	3.98991	-268866	0.0	-95.6278	
890000	343	-225027	43833.4	-268861	6.25235	2016.36	45.4735	84.1013	0.762139	1	0.359355	0.158973	0.159095	0.322577	0.000128068	5.8361e-06	0	4.75879	3.96339	-268861	0.0	-91.4759	
900000	343	-225036	43830.5	-268866	6.21803	2016.44	46.2506	56.9649	0.663758	1	0.359355	0.158973	0.159095	0.322577	0.000139141	6.56123e-06	0	4.80767	4.00054	-268866	0.0	-94.7324	
910000	343	-225040	43829.4	-268869	5.99451	2016.67	46.5673	65.481	0.679909	1	0.359355	0.158973	0.159095	0.322577	0.000127609	5.29752e-06	0	4.75124	4.02562	-268869	0.0	-95.7486	
920000	343	-225012	43833.8	-268846	5.88507	2016.78	43.6497	59.5825	0.655049	1	0.359355	0.158973	0.159095	0.322577	0.000135614	6.61968e-06	0	4.79957	4.07702	-268846	0.0	-91.4252	
930000	343	-225008	43835.7	-268843	5.79114	2016.79	43.1678	18.7784	0.418612	1	0.359355	0.158973	0.159095	0.322577	0.000151113	6.02263e-06	0	4.72634	3.94573	-268843	0.0	-90.645	
940000	343	-224996	43836.4	-268832	5.85516	2016.78	41.9221	12.9264	0.254511	1	0.359355	0.158973	0.159095	0.322577	0.000140281	7.1002e-06	0	4.76592	4.01834	-268832	0.0	-90.3156	
950000	343	-224973	43842.1	-268815	5.58005	2017.03	39.8361	10.7555	0.365731	1	0.359355	0.158973	0.159095	0.322577	0.000141732	7.07492e-06	0	4.72761	3.94809	-268815	0.0	-84.7704	
960000	343	-224986	43838.6	-268825	5.83435	2016.77	40.9537	26.8777	0.565652	1	0.359355	0.158973	0.159095	0.322577	0.000137596	7.35202e-06	0	4.76303	3.97915	-268825	0.0	-87.3572	
970000	343	-224999	43836.7	-268835	5.79676	2016.85	42.1889	20.0401	0.417033	1	0.359355	0.158973	0.159095	0.322577	0.000136357	6.07663e-06	0	4.75458	4.00474	-268835	0.0	-89.5733	
980000	343	-225003	43838.4	-268841	5.99853	2016.6	43.0122	20.5155	0.477482	1	0.359355	0.158973	0.159095	0.322577	0.000134954	6.60351e-06	0	4.73625	3.9872	-268841	0.0	-87.8754	
990000	343	-225015	43835.6	-268851	6.27793	2016.33	44.1382	13.0329	0.328078	1	0.359355	0.158973	0.159095	0.322577	0.000143483	7.71229e-06	0	4.70052	4.02241	-268851	0.0	-91.0951	
1000000	343	-225033	43830.8	-268864	6.35181	2016.25	45.9677	32.3677	0.498287	1	0.359355	0.158973	0.159095	0.322577	0.000127252	6.5068e-06	0	4.75746	3.94563	-268864	0.0	-94.967	
1010000	343	-225048	43827.8	-268875	6.3641	2016.24	47.0079	80.9143	0.715269	1	0.359355	0.158973	0.159095	0.322577	0.000131927	4.08993e-06	0	4.7319	3.99236	-268875	0.0	-97.0347	
1020000	343	-225050	43826.9	-268877	6.45775	2016.21	47.718	36.4227	0.584726	1	0.359355	0.158973	0.159095	0.322577	0.000130652	5.72057e-06	0	4.78032	4.0551	-268877	0.0	-98.8571	
1030000	343	-225057	43827.4	-268885	6.82502	2015.81	48.7669	41.7241	0.530332	1	0.359355	0.158973	0.159095	0.322577	0.000118395	6.2905e-06	0	4.74835	3.97957	-268885	0.0	-98.1299	
1040000	343	-225057	43826.7	-268884	6.63599	2015.97	48.6269	33.3174	0.524359	1	0.359355	0.158973	0.159095	0.322577	0.000125901	6.91333e-06	0	4.69185	3.95173	-268884	0.0	-99.1093	
1050000	343	-225042	43828.4	-268871	6.18446	2016.42	46.7439	46.4748	0.551948	1	0.359355	0.158973	0.159095	0.322577	0.000129908	5.08911e-06	0	4.76817	4.01052	-268871	0.0	-97.0829	
1060000	343	-225071	43818.4	-268890	6.33813	2016.31	49.4857	88.5398	0.583643	1	0.359355	0.158973	0.159095	0.322577	0.000119398	6.64602e-06	0	4.75153	4.01673	-268890	0.0	-106.398	
1070000	343	-225069	43823.9	-268893	6.20342	2016.42	50.0054	30.9713	0.444188	1	0.359355	0.158973	0.159095	0.322577	0.000117662	6.46252e-06	0	4.7584	3.97064	-268893	0.0	-101.916	
1080000	343	-225061	43827.2	-268888	6.31129	2016.33	49.0712	25.989	0.443121	1	0.359355	0.158973	0.159095	0.322577	0.000138079	5.36863e-06	0	4.76083	4.02215	-268888	0.0	-98.8004	
1090000	343	-225077	43823.7	-268900	6.59065	2016.07	51.1087	20.4162	0.308124	1	0.359355	0.158973	0.159095	0.322577	0.000121386	5.26006e-06	0	4.75159	4.05367	-268900	0.0	-102.589	
1100000	343	-225072	43824.8	-268896	6.62752	2016.02	50.2659	9.23832	0.214595	1	0.359355	0.158973	0.159095	0.322577	0.000130736	4.73095e-06	0	4.81694	4.03244	-268896	0.0	-102.256	
1110000	343	-225065	43824.7	-268890	6.46853	2016.19	49.4138	49.0749	0.546682	1	0.359355	0.158973	0.159095	0.322577	0.000114128	5.14793e-06	0	4.75292	4.0349	-268890	0.0	-100.677	
1120000	343	-225067	43825	-268892	6.23818	2016.39	49.8707	54.6538	0.611553	1	0.359355	0.158973	0.159095	0.322577	0.000126553	5.07769e-06	0	4.77862	3.9731	-268892	0.0	-100.324	
1130000	343	-225076	43822.8	-268898	6.39998	2016.2	50.8366	35.4129	0.516162	1	0.359355	0.158973	0.159095	0.322577	0.000117481	5.44559e-06	0	4.69634	4.01069	-268898	0.0	-102.925	
1140000	343	-225065	43822.9	-268888	6.62578	2016.03	49.3114	49.8551	0.502886	1	0.359355	0.158973	0.159095	0.322577	0.000124426	5.40745e-06	0	4.73608	4.04117	-268888	0.0	-102.535	
1150000	343	-225067	43825	-268893	6.44527	2016.17	49.8896	38.8209	0.499251	1	0.359355	0.158973	0.159095	0.322577	0.000129592	6.18839e-06	0	4.72719	3.96144	-268893	0.0	-100.581	
1160000	343	-225074	43822.3	-268896	6.21366	2016.43	50.4969	39.688	0.560799	1	0.359355	0.158973	0.159095	0.322577	0.00011532	6.33598e-06	0	4.76977	3.99709	-268896	0.0	-103.35	
1170000	343	-225077	43823.8	-268901	6.76697	2015.9	51.1788	43.5788	0.54191	1	0.359355	0.158973	0.159095	0.322577	0.000124923	5.25534e-06	0	4.79219	4.04118	-268901	0.0	-101.778	
1180000	343	-225060	43826.7	-268887	6.37983	2016.29	48.9308	29.295	0.469535	1	0.359355	0.158973	0.159095	0.322577	0.000115237	5.1012e-06	0	4.7933	4.05715	-268887	0.0	-99.2688	
1190000	343	-225041	43825.6	-268866	6.28086	2016.34	46.1712	71.0071	0.600324	1	0.359355	0.158973	0.159095	0.322577	0.000126584	5.50412e-06	0	4.75444	4.03679	-268866	0.0	-99.452	
1200000	343	-225032	43828.7	-268861	6.16815	2016.5	45.5644	57.0813	0.630321	1	0.359355	0.158973	0.159095	0.322577	0.000134345	7.10749e-06	0	4.80385	4.08563	-268861	0.0	-96.5808	
1210000	343	-225025	43829.5	-268855	5.94555	2016.67	44.709	52.5913	0.650461	1	0.359355	0.158973	0.159095	0.322577	0.000135241	5.58432e-06	0	4.7283	4.00849	-268855	0.0	-95.7956	
