sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
10	sims/sim_010/delphy-digested.log	748.2724679029957	0.0241358755062977	0.5959428096910955	748.0	748.0	750.0	574916.7581350975	609.6534759865833	748.2722308939456	-40311.02696148363	1.0373527123994644	24.43581298702736	-40310.5	-40358.7	-40265.5	631665.7517389292	554.8820702010507	NaN	5332.1170470756	0.29041288528031406	7.2370593858521115	5332.85	5316.12	5344.25	564411.0563825956	621.0013004465449	5332.112134443465	-45643.14322396577	0.8019532627472848	18.627514771806457	-45642.1	-45683.2	-45609.5	649645.3084801495	539.5251769307741	NaN	1.781298017118403	0.0031813861331150767	0.0813707561139565	1.77321	1.63933	1.94807	535777.0253347399	654.1900518802883	1.7794636026417896	2024.213109843079	0.003175693912084732	0.08148427952736138	2024.22	2024.03	2024.34	532374.958361587	658.3705610021232	2024.2131082030046	23.801534094151204	0.023564193581981575	0.5419024034696065	23.7897	22.8032	24.8843	662751.9764575255	528.8554579247835	23.79537585081383	8.629036590584887	0.0264473316298496	0.7002302525511116	8.58738	7.17021	9.86901	500000.0	701.0	8.600812156725821	0.33888163480741773	1.1080944314449492E-4	0.002752261830693204	0.338789	0.333787	0.344711	568148.7724212335	616.9158801598788	0.3388704707733545	0.4637107161198285	1.2964735853247223E-4	0.002919149989318132	0.463752	0.458321	0.469626	691357.2915953597	506.97375186597736	0.46370152550895355	0.1376479044222538	7.46572646504253E-5	0.001976655944447777	0.137653	0.133782	0.141144	500000.0	701.0	0.13763371057787244	0.05975977318116978	5.291933521019289E-5	0.0013925859164981868	0.0597227	0.0571678	0.0626641	506142.4749720597	692.4927610933038	0.05974354371931167	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-45643.14322396577	0.8019532627472848	18.627514771806457	-45642.1	-45683.2	-45609.5	649645.3084801495	539.5251769307741	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-196.6686519258201	0.2896376124393628	7.23374402115755	-195.905	-212.822	-184.682	561916.3476934932	623.7583253071438	NaN	
11	sims/sim_011/delphy-digested.log	855.4579172610556	0.034875106105833165	0.8257694801049597	855.0	855.0	857.0	625174.7689297784	560.6432271731192	855.4575192258094	-38699.411697574884	1.0433207469888455	27.078128222571532	-38698.3	-38751.2	-38646.3	520339.0611145012	673.5992474777365	NaN	5314.134293865906	0.2953686792840888	7.820300656470706	5314.29	5300.04	5329.89	500000.0	701.0	5314.12853850078	-44013.5435092725	0.8572813083386825	21.549638140842085	-44012.0	-44060.0	-43976.0	554695.6599197489	631.8780284863035	NaN	2.7314793865905846	0.00620558515302235	0.1434559025686881	2.72329	2.47945	3.02466	655868.3240175411	534.4060494536491	2.7277273556177786	2023.2629814550646	0.006197545630332742	0.14347761706310785	2023.27	2022.97	2023.51	653972.0748021522	535.9556065234706	2023.2629763677467	27.3270940085592	0.026392545827651544	0.6299028726783181	27.2944	26.1414	28.5265	615323.3744312205	569.6191865358402	27.319844884746512	0.7805554778887303	0.002515315400303199	0.05857110198374898	0.779048	0.669692	0.888953	646407.12045675	542.22793794774	0.7783659681144551	0.6352198958630528	1.0316501802516589E-4	0.002731438756770394	0.635104	0.629762	0.640296	500000.0	701.0	0.6352140236352626	0.14039664194008564	7.447665445945215E-5	0.001903356292732171	0.140362	0.136644	0.14392	536646.3217503919	653.130350091222	0.14038373997872658	0.1319488801711841	7.375388367190214E-5	0.0019527376641628805	0.131908	0.12811	0.135805	500000.0	701.0	0.13193443916845884	0.092434554636234	6.02334327852328E-5	0.00159476473625172	0.0925142	0.0891536	0.0952566	500000.0	701.0	0.0924207911396272	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-44013.5435092725	0.8572813083386825	21.549638140842085	-44012.0	-44060.0	-43976.0	554695.6599197489	631.8780284863035	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-216.9785021398001	0.2953832340972759	7.8206860149885005	-216.823	-231.059	-201.2	500000.0	701.0	NaN	
12	sims/sim_012/delphy-digested.log	814.1112696148359	0.0775428041568669	1.2613654321048327	814.0	813.0	816.0	1324613.5000253238	264.60548680298	814.1102936280442	-33928.91640513551	1.8741887709159784	31.41913566618247	-33926.6	-33991.1	-33871.9	1247171.6158308098	281.0359019969458	NaN	5336.373823109838	0.281393025174975	7.450275583218551	5336.1	5323.48	5352.32	499999.99999999994	701.0000000000001	5336.36862210666	-39265.28915834526	1.6793754975976323	26.8755953478852	-39263.1	-39319.0	-39219.3	1368571.4004901154	256.10647707125713	NaN	3.4100248644793156	0.008371737848500996	0.18112161273852662	3.41096	3.06027	3.75068	748822.1979399298	468.06838921743207	3.4052100138994126	2022.5845078459363	0.008375574759911115	0.18120988795565907	2022.58	2022.24	2022.93	748778.6907065542	468.09558598584726	2022.5844997283464	27.59532895863053	0.0342812664021801	0.7072490981616615	27.5734	26.3699	28.9747	823487.3491725689	425.62888227995074	27.586275222851896	12.252705748930092	0.0563056327513744	1.452368505411953	12.1495	9.44536	15.041	526790.6567724654	665.3496896612388	12.16849475228139	0.17856240656205424	8.41777274955435E-5	0.0020628171390919044	0.178628	0.174464	0.182286	583661.3755465881	600.5194359002481	0.17855049043675514	0.14413105563480735	7.669335041682214E-5	0.0020016417722436377	0.144147	0.13982	0.147699	514553.7318189901	681.1727878465742	0.14411715621781754	0.6592783937232529	1.1252833372168741E-4	0.0026159839495453465	0.659325	0.654009	0.664166	648547.2890902263	540.4386170385152	0.6592732029348485	0.018028126390870175	2.9232411468037913E-5	7.739691531617461E-4	0.018019	0.0165698	0.0195246	500000.0	701.0	0.018011507998187914	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-39265.28915834526	1.6793754975976323	26.8755953478852	-39263.1	-39319.0	-39219.3	1368571.4004901154	256.10647707125713	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-191.76849072753214	0.2811904571949838	7.444912311471018	-192.016	-205.135	-176.03	500000.0	701.0	NaN	
13	sims/sim_013/delphy-digested.log	698.4522111269615	0.03837375281783878	0.8097560195970194	698.0	698.0	700.0	787133.1433050393	445.2868018341975	698.451742405625	-31688.279600570593	1.007206495219912	26.66720667133345	-31687.4	-31742.9	-31641.4	500000.0	701.0	NaN	5342.402082738943	0.2883059661253118	7.163978383507479	5342.2	5328.0	5355.71	567657.9807904108	617.4492596967658	5342.397279676536	-37030.68088445076	0.8176995238560126	21.649743433438626	-37029.4	-37068.1	-36989.1	500000.0	701.0	NaN	2.6107830099857336	0.005610472400600854	0.14854513721791934	2.60548	2.33151	2.89041	500000.00000000006	700.9999999999999	2.606592146431263	2023.3837660485035	0.00561025941074073	0.1485394971289727	2023.39	2023.09	2023.65	500000.0	701.0	2023.3837605961983	24.425252353780312	0.02284480609714173	0.6048483290021761	24.442	23.169	25.5678	500000.0	701.0	24.417769787594523	2.5149218687589143	0.01062030855285111	0.2652930212085102	2.5084	1.97253	2.99312	561708.0399804484	623.9896441792074	2.5011703557735916	0.08137723380884448	6.900882041041572E-5	0.0015608567792942277	0.0813661	0.0779998	0.0841017	685127.0588484477	511.58393975727023	0.08136224334044038	0.5899184293865904	1.0728401817160402E-4	0.0027977898669605617	0.590031	0.58462	0.59535	515380.40036771767	680.0801888273642	0.5899117912258501	0.004563999786019965	1.4832211177378112E-5	3.9270362409283714E-4	0.00455166	0.00383933	0.00531086	499999.99999999994	701.0000000000001	0.004547019503440604	0.32414034379457896	1.0454879009049055E-4	0.0026033384147870382	0.324081	0.319433	0.3293	565281.5241315807	620.0450307277582	0.32412990160126925	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-37030.68088445076	0.8176995238560126	21.649743433438626	-37029.4	-37068.1	-36989.1	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-188.03973323823115	0.2887917418472871	7.163781851656433	-188.241	-202.666	-174.83	569603.7736067687	615.340024488621	NaN	
14	sims/sim_014/delphy-digested.log	794.3380884450785	0.02579802866572439	0.6702066435250409	794.0	794.0	796.0	519330.23431838996	674.9077500947425	794.3378060637449	-46282.858345221146	1.0021765680086894	26.53403227363154	-46282.4	-46330.1	-46230.5	500000.0	701.0	NaN	5330.02968616262	0.27995757122360376	7.393730657778742	5330.08	5316.01	5343.53	502510.5741220042	697.4977603454417	5330.024557217037	-51612.88601997141	0.7994860303964071	21.167515605012028	-51611.5	-51656.0	-51574.3	500000.0	701.0	NaN	3.012518231098435	0.005725399634818807	0.1515879971694643	3.01096	2.74247	3.33973	500000.00000000006	700.9999999999999	3.0087187416961663	2022.9819971469337	0.005728415126035369	0.15166783623492228	2022.98	2022.65	2023.25	500000.0	701.0	2022.9819914614488	26.474887303851663	0.023108306005294208	0.6118248591798504	26.4571	25.177	27.4975	500000.0	701.0	26.467826247012834	0.4171752767475041	0.0014897487702321063	0.03740916582867229	0.414934	0.354111	0.496497	555850.556983991	630.5651682743473	0.4155039806780456	0.1594192125534951	8.028244817918444E-5	0.002125590579450342	0.159505	0.15535	0.163435	500000.00000000006	700.9999999999999	0.15940503239952203	0.24058220542082706	1.0395730391110717E-4	0.0024129074572518403	0.240619	0.236016	0.245284	650603.9661860296	538.7301925850545	0.24057010037604445	0.20711973609129855	9.546112245030963E-5	0.0022616361403825225	0.207146	0.203089	0.211758	624447.0590417105	561.296582192067	0.2071073738218696	0.3928788273894433	1.0727848168358572E-4	0.002840348484833745	0.392969	0.3872	0.398071	500000.0	701.0	0.3928685604766136	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-51612.88601997141	0.7994860303964071	21.167515605012028	-51611.5	-51656.0	-51574.3	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-201.0812938659056	0.2799146776911614	7.393409097826163	-201.029	-215.106	-187.553	502400.30092853226	697.6508560050794	NaN	
15	sims/sim_015/delphy-digested.log	929.5520684736091	4.25962376786616	10.020617084929267	925.0	921.0	951.0	6.333467872327161E7	5.534092965584315	929.4986186050164	-29544.107132667614	62.189823446953675	147.29158463977146	-29488.2	-29886.3	-29405.0	6.248428447176076E7	5.609410477580255	NaN	5321.07766048502	0.35674326025544156	7.80539076135875	5320.94	5305.61	5335.62	732167.2117797502	478.7157828988347	5321.071935026704	-34865.18573466475	61.94534102081956	146.08643093767355	-34807.0	-35197.4	-34727.5	6.30210392805734E7	5.5616347175671486	NaN	5.11319493580598	0.09995529225258136	0.3333798171642501	5.07922	4.54521	5.85244	3.1508011896001462E7	11.124154743780592	5.102539718137148	2020.8812553495027	0.0999818913412734	0.3333029459970469	2020.92	2020.15	2021.45	3.1539326353995994E7	11.113109901777978	2020.881227861993	30.94960057061337	0.20186718647505222	0.8591742597172971	30.9191	29.3533	32.7486	1.934893063567993E7	18.114696186551463	30.937718935637783	0.11089772724679041	4.868512956498432E-4	0.012890071878668006	0.110122	0.0839109	0.134933	500000.0	701.0	0.11015020474304907	0.11216277888730383	7.027839490642262E-5	0.001765513142750438	0.112167	0.108439	0.115404	555379.4175313796	631.100089301016	0.11214887481819161	0.7660258145506417	1.03383346069551E-4	0.0023988699039240993	0.766101	0.761509	0.770715	650992.2212407214	538.4088911722855	0.7660220574700075	0.0062903855492154005	1.74045474020913E-5	4.238010538494727E-4	0.00627071	0.0054843	0.00706774	591138.7459108635	592.9234082938138	0.006276113700676045	0.11552101854493578	7.209383456524067E-5	0.00189914021569535	0.115511	0.111714	0.119334	505091.6777099095	693.9334292522308	0.11550541209081829	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-34865.18573466475	61.94534102081956	146.08643093767355	-34807.0	-35197.4	-34727.5	6.30210392805734E7	5.5616347175671486	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-209.19936661911575	0.35586374291532624	7.799754161665732	-209.322	-224.226	-194.272	729614.8721271607	480.39042704561706	NaN	
16	sims/sim_016/delphy-digested.log	740.4022824536377	0.09678544932989258	1.4285435197551892	740.0	739.0	743.0	1608870.9595540836	217.8546377001826	740.4009061021584	-35712.624679029985	1.6618823754509608	31.85963377349365	-35711.6	-35772.5	-35650.3	953689.5585416768	367.52001409763045	NaN	5329.200884450777	0.3077367340590131	8.14776227746541	5329.43	5313.05	5344.96	500000.0	701.0	5329.194655817853	-41041.82539229672	1.5107668275270225	26.687337647062584	-41041.1	-41091.2	-40993.2	1123239.5889756065	312.0438448217942	NaN	2.8600238801711844	0.006931492209013283	0.17071481347350434	2.85753	2.53973	3.19178	577828.6687535871	606.5811873890761	2.854944766801112	2023.1344935806014	0.006942523722057393	0.1706634431715555	2023.14	2022.79	2023.44	580018.3855667812	604.2911892482497	2023.1344863823163	24.42911069900143	0.02315532991735606	0.6130698833009701	24.4366	23.2056	25.596	500000.0	701.0	24.42141313078221	66.19957631954351	0.35168782329940723	9.311429098962705	65.1439	49.5571	84.4382	500000.0	701.0	65.5559339907807	0.36726048502139796	1.0459142546004289E-4	0.002704514203551667	0.367341	0.362037	0.372116	524205.5962496232	668.6307862938079	0.36725052766911	0.516870012838802	1.0719408559252015E-4	0.00283811397976138	0.517064	0.511439	0.521996	500000.00000000006	700.9999999999999	0.5168622163611738	0.07823300456490731	5.317842094968185E-5	0.0014079733885076667	0.0782395	0.0753965	0.0809052	500000.0	701.0	0.07822033024121929	0.037636501711840256	3.831854936564629E-5	0.0010145374162973107	0.0375952	0.0358038	0.0395872	499999.99999999994	701.0000000000001	0.037622847579519704	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-41041.82539229672	1.5107668275270225	26.687337647062584	-41041.1	-41091.2	-40993.2	1123239.5889756065	312.0438448217942	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-194.73240370898725	0.3077805597740963	8.148922625438095	-194.57	-210.696	-178.523	500000.0	701.0	NaN	
17	sims/sim_017/delphy-digested.log	825.2952924393724	0.07523102555285707	1.4898010212209933	825.0	824.0	828.0	893769.3377848589	392.15934714060376	825.29394969104	-30867.458915834526	1.6049455015285556	33.575970367134076	-30865.7	-30929.1	-30798.5	800850.5093106459	437.6597079293894	NaN	5332.287731811692	0.2844787062577182	7.531973324265992	5332.36	5318.0	5345.8	500000.00000000006	700.9999999999999	5332.282411597818	-36199.74664764623	1.456970130029314	29.395332454268477	-36197.8	-36259.3	-36146.5	861058.3172320661	407.05721434374794	NaN	3.754999800285304	0.007848246459093737	0.20385680846903748	3.74521	3.40822	4.18356	519496.76371056505	674.6914023034785	3.7494890864216925	2022.2396148359474	0.007834511718019205	0.20407405809403042	2022.25	2021.81	2022.59	516578.44495601015	678.5029523054282	2022.239604538764	27.113654493580604	0.027351524401573176	0.6826620818945014	27.0929	25.8392	28.5198	562651.5672691227	622.9432572296593	27.105070841446576	2.7963713124108422	0.007546886287276169	0.19981441473474126	2.78635	2.45411	3.23839	500000.0	701.0	2.789248406912727	0.08374637346647644	5.9858970895403714E-5	0.0015345635998571686	0.083691	0.0809331	0.0868087	533306.3191210087	657.2207893161501	0.08373233434940544	0.15655177032810283	8.231679165842153E-5	0.002035048852403873	0.156651	0.152434	0.160127	573475.9565203426	611.1851700404582	0.1565385295150894	0.735231265335235	9.542147776662886E-5	0.0024315404493350508	0.735265	0.7302	0.739641	539780.6367820583	649.3378534093616	0.7352272432140734	0.0244706081312411	3.744360410794233E-5	8.992024170312863E-4	0.0244682	0.0226866	0.0261813	607754.7763965465	576.712867775648	0.024454060085637812	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-36199.74664764623	1.456970130029314	29.395332454268477	-36197.8	-36259.3	-36146.5	861058.3172320661	407.05721434374794	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-198.0489942938661	0.2845687833393089	7.534358241303917	-197.897	-212.912	-185.049	500000.0	701.0	NaN	
18	sims/sim_018/delphy-digested.log	779.885877318117	0.09100885967508086	1.206774851713414	779.0	779.0	782.0	1993438.6088079205	175.82683432102257	779.8849449617314	-44354.04764621969	1.6445820800974624	30.907312253434096	-44354.0	-44408.7	-44292.5	992376.908528199	353.19241811040223	NaN	5340.532196861626	0.2856574089575895	7.191494659365254	5341.02	5327.13	5354.43	553019.8029246303	633.792855421072	5340.527353982574	-49694.580599144094	1.4488661913308156	26.147668394660197	-49693.7	-49744.5	-49645.9	1076164.4510023957	325.69371686039807	NaN	3.3480701997146887	0.007108233940189698	0.18820047771903922	3.33151	2.95068	3.67123	500000.00000000006	700.9999999999999	3.342810318795186	2022.6463052781723	0.00710807948298213	0.1881963890805328	2022.66	2022.32	2023.04	500000.0	701.0	2022.6462965227447	26.392560770328096	0.030582358914255547	0.675659264200265	26.3648	25.1134	27.6928	718082.7800070754	488.10528501539403	26.383927941385444	28.770525106990036	0.15099389519245124	3.985872075432	28.321	21.8962	36.7012	502990.8532278661	696.8317569807093	28.50058641270211	0.2886661911554922	1.0127247268959896E-4	0.0026813309607305567	0.288531	0.283765	0.294081	499999.99999999994	701.0000000000001	0.2886537466118459	0.1508102567760344	8.321608608473831E-5	0.0019534929277487257	0.150764	0.147361	0.155197	636031.9132100462	551.0729771891952	0.150797607005359	0.14746719258202562	7.707895747540527E-5	0.0020407736634736775	0.147429	0.143206	0.151038	499999.99999999994	701.0000000000001	0.14745308637612137	0.41305635805991414	1.249294751666296E-4	0.0028322488076688184	0.41313	0.407565	0.418369	681953.9480761661	513.9643241142338	0.41304664661372537	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-49694.580599144094	1.4488661913308156	26.147668394660197	-49693.7	-49744.5	-49645.9	1076164.4510023957	325.69371686039807	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-185.7092639087018	0.28680897149817125	7.196728852948524	-185.288	-200.356	-172.861	556676.9074015733	629.6291355717361	NaN	
19	sims/sim_019/delphy-digested.log	777.5634807417974	0.047472088980549235	0.931632337168451	777.0	777.0	779.0	910071.6781293101	385.13449920831204	777.5629234483384	-41678.50684736094	1.116865520063948	28.61875892050863	-41677.9	-41740.1	-41626.2	533811.8338841263	656.5984074382333	NaN	5331.4838516405125	0.2938556395146289	7.780240803024436	5331.63	5318.46	5348.24	500000.0	701.0	5331.478174023166	-47009.99101283877	0.9548462203210232	23.48891305129245	-47008.9	-47060.9	-46968.9	579200.6597219013	605.1443383512199	NaN	3.3132431526390818	0.007106803082606216	0.18498539129872482	3.30685	2.93973	3.65479	517322.9211915204	677.5265228780378	3.308086276123807	2022.6811554921546	0.007111756158213129	0.18507185916108615	2022.69	2022.33	2023.04	517560.32356423384	677.2157447971373	2022.681147025249	26.186039942938656	0.02424233038805702	0.6418497475523489	26.2073	24.915	27.3802	500000.0	701.0	26.17817353412126	2.514010641940087	0.007721317916231296	0.18812155272970135	2.50976	2.1272	2.85712	590464.4859641565	593.6004761195354	2.507007669729572	0.21349349072753235	8.973945223663943E-5	0.0023759780450792033	0.213396	0.209075	0.217861	499999.99999999994	701.0000000000001	0.21348029016737538	0.3417279472182599	1.0079025509463236E-4	0.0026192708182129184	0.341726	0.336373	0.346232	518996.3484340867	675.3419384501007	0.34171789991802076	0.03994185606276751	4.2333099259365195E-5	0.0011025858148949606	0.0399307	0.0377314	0.0419067	516682.0218596162	678.3669358931783	0.039926636047189434	0.4048367061340941	1.0563533165491611E-4	0.0027968437798701856	0.404716	0.399473	0.409981	500000.0	701.0	0.40482704769532735	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-47009.99101283877	0.9548462203210232	23.48891305129245	-47008.9	-47060.9	-46968.9	579200.6597219013	605.1443383512199	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-198.95755920114144	0.2938723177309253	7.780682381970699	-198.831	-211.774	-182.101	500000.0	701.0	NaN	
20	sims/sim_020/delphy-digested.log	824.2724679029957	0.0252355921620166	0.6420351808363931	824.0	824.0	826.0	541498.6397002022	647.2777109727413	824.2722182153277	-46424.31241084163	1.0473709286730517	25.827760503450474	-46424.1	-46473.0	-46375.8	576388.8248839052	608.0964530681122	NaN	5310.729857346644	0.2952384123390605	7.81685165540298	5310.79	5295.74	5326.81	500000.0	701.0	5310.724105121242	-51735.04522111272	0.8277651556170192	19.80043934662169	-51734.9	-51770.7	-51696.4	612565.6657040651	572.1835545535278	NaN	2.229692553495008	0.004350818935282846	0.11519404242727807	2.22466	2.00822	2.43836	500000.0	701.0	2.226721666598082	2023.7647218259624	0.004351902815315224	0.11522274039419608	2023.77	2023.53	2023.96	500000.0	701.0	2023.7647185458823	26.026222253922935	0.023875123404389263	0.5935207755694232	26.0319	24.8413	27.0537	567162.3863972918	617.9887954602091	26.019441150487005	4.873662054208276	0.015179607516413032	0.40190143011812113	4.85701	4.07615	5.65383	499999.99999999994	701.0000000000001	4.857217954640568	0.3062724964336658	1.0623815993325064E-4	0.002740360643851447	0.306251	0.301029	0.311698	526785.3139710786	665.3564378205939	0.30626023711582323	0.23438718972895872	1.0576640445790013E-4	0.002475859886288754	0.234404	0.229697	0.238899	639633.7584349307	547.9698270735596	0.23437410190317667	0.33581291868758867	1.0181917836672544E-4	0.0026726350412443604	0.335793	0.330869	0.341237	508707.1973722173	689.0014566543309	0.3358022774280296	0.12352738231098426	7.166785990594782E-5	0.0018248832395932558	0.123532	0.120539	0.127344	540588.4089184591	648.3675828367021	0.12351391874098552	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-51735.04522111272	0.8277651556170192	19.80043934662169	-51734.9	-51770.7	-51696.4	612565.6657040651	572.1835545535278	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-218.94408701854496	0.29512218260744993	7.813774310124347	-218.896	-234.056	-202.882	500000.0	701.0	NaN	
