sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
55	sims/sim_055/delphy-digested.log	795.793152639087	0.05252733150152568	1.1286738286471303	795.0	795.0	798.0	759139.8489071485	461.7067599660022	795.7923534529134	-39823.85805991445	1.211183194305951	29.944820460719043	-39821.1	-39884.1	-39767.3	573408.6862851247	611.2568720762551	NaN	5329.971398002852	0.30592081237964686	7.536220954872899	5330.54	5315.24	5344.35	577562.2824150573	606.8609579808364	5329.96606955462	-45153.82639087016	1.021258631543545	25.232856336311418	-45151.6	-45200.7	-45104.7	574151.7224655913	610.4658164131961	NaN	3.8163953637660466	0.008743784747314907	0.20379245156892561	3.80822	3.46849	4.23014	645224.3519972968	543.2219024514878	3.8109710406658728	2022.1779885877336	0.008734205551672427	0.20384556170472373	2022.19	2021.76	2022.52	643475.9283959526	544.6979203615608	2022.1779783132786	27.121576462196835	0.02788923329738132	0.6619582141377253	27.1073	25.8375	28.3324	622157.0425767165	563.3625853504354	27.11351722453182	3.82092758915834	0.010603809986245029	0.2807507633886283	3.80558	3.32845	4.38269	500000.0	701.0	3.8106810115460266	0.041072345791726084	4.19240653348607E-5	0.0011099985158526864	0.041031	0.0389259	0.0432651	500000.0	701.0	0.04105735679355047	0.3358908402282456	1.072887153698651E-4	0.002756042741327774	0.335773	0.330479	0.341497	531158.598088628	659.8782383666062	0.3358795353115843	0.4871194679029961	1.1819786257358312E-4	0.0029374842085424773	0.487128	0.481425	0.492717	567487.3529482341	617.6349097104415	0.48711060846897003	0.13591734950071332	7.750793515459227E-5	0.0020521314500689058	0.135868	0.131966	0.139787	500000.00000000006	700.9999999999999	0.1359018539367447	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-45153.82639087016	1.021258631543545	25.232856336311418	-45151.6	-45200.7	-45104.7	574151.7224655913	610.4658164131961	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-200.01685734664767	0.3061618628076366	7.537426547453044	-199.471	-214.677	-185.595	578287.7860058766	606.099607292135	NaN	
56	sims/sim_056/delphy-digested.log	756.3295292439373	0.02629464047463153	0.6723378258189434	756.0	756.0	758.0	536101.972916723	653.793527550487	756.3292307909524	-38026.98202567758	0.9441260015554123	24.93720316411467	-38027.2	-38077.4	-37981.2	502403.26359647425	697.6467419636797	NaN	5318.520912981453	0.2920656089525256	7.432809846762103	5318.87	5304.38	5332.02	541181.3481592343	647.6572062067276	5318.515718345521	-43345.49971469331	0.7306763181588888	19.345681828925684	-43344.6	-43380.1	-43305.2	500000.0	701.0	NaN	2.451241968616261	0.005151074032221147	0.1320419779007352	2.45205	2.17534	2.68493	533408.0472556999	657.0954484156493	2.4476879870076056	2023.5431383737541	0.0051618166668380245	0.132057593471363	2023.54	2023.27	2023.78	535508.5503148532	654.5180273852264	2023.543134064637	25.20970271041369	0.02105817024200101	0.5575446352468922	25.2117	24.0071	26.1369	500000.0	701.0	25.20354436238539	1.7281623537803132	0.004982211989801595	0.1319110603938787	1.72579	1.4795	1.99314	499999.99999999994	701.0000000000001	1.723141776368519	0.15019047360912985	8.144693696282364E-5	0.0020994952130040626	0.150124	0.14653	0.154569	527482.1370295973	664.4774778038279	0.15017579858226457	0.2764806348074177	1.0171860731691749E-4	0.002630758439435936	0.276558	0.270787	0.281162	523994.6930343689	668.8999042534398	0.27646811342229494	0.5428259429386593	1.1320447292168278E-4	0.00285049946710245	0.542718	0.537547	0.548206	552806.6617387233	634.0372217975535	0.5428184584196921	0.030502953780313823	3.8060036531495316E-5	9.310437898897804E-4	0.0304822	0.0285807	0.0322288	585714.8141679049	598.4140942344739	0.03048875094199255	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-43345.49971469331	0.7306763181588888	19.345681828925684	-43344.6	-43380.1	-43305.2	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-212.23096291012817	0.2921805991548168	7.433388937375618	-211.872	-226.407	-198.871	541523.1893997071	647.2483669416606	NaN	
57	sims/sim_057/delphy-digested.log	736.4279600570613	0.03884603848428665	0.7882988626892656	736.0	736.0	738.0	851137.4396780583	411.8018825873483	736.4275387416494	-44394.6583452211	1.2646815288340876	27.41844720092834	-44394.3	-44450.1	-44344.8	745700.8914791547	470.02759954431116	NaN	5324.195435092724	0.28992893198266795	7.593670181847848	5324.21	5307.41	5337.05	510937.37567444117	685.9940507138225	5324.190019746666	-49718.852639087076	1.0557991707125658	21.708536252069784	-49717.7	-49759.7	-49676.0	829066.8936272663	422.7644387855373	NaN	2.3271605278174072	0.004446399272333983	0.11623278990911615	2.32329	2.11233	2.56712	512917.6155131045	683.3456083378464	2.3242773179399063	2023.6673609129818	0.004448831985252441	0.11628351429603334	2023.67	2023.43	2023.88	513031.2029135801	683.1943125670693	2023.6673575720267	25.61963580599142	0.028730980955138753	0.638599186915712	25.5986	24.4279	26.853	709467.0142917046	494.0328344227831	25.611675274491798	23.456362339514992	0.11160005652119155	2.954768248693754	23.1253	18.2299	29.2726	500000.0	701.0	23.277094858264558	0.34615460485021393	1.0376376443145237E-4	0.002747291408835699	0.346157	0.340794	0.351254	500000.0	701.0	0.3461436949225736	0.1274886333808846	7.212522129744503E-5	0.0019096165401958926	0.127438	0.123601	0.131011	500000.0	701.0	0.1274743602754036	0.18773028530670474	8.069873779234296E-5	0.0021366124316715314	0.187717	0.183849	0.19187	499999.99999999994	701.0000000000001	0.1877181264996864	0.3386264864479312	1.053715738871393E-4	0.0026800260594822367	0.338474	0.333431	0.343452	541822.3584074051	646.890986614571	0.3386158765514693	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-49718.852639087076	1.0557991707125658	21.708536252069784	-49717.7	-49759.7	-49676.0	829066.8936272663	422.7644387855373	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-202.540997146933	0.28777961954461834	7.5730034086648494	-202.621	-218.605	-189.241	506141.31128464034	692.4943532279431	NaN	
58	sims/sim_058/delphy-digested.log	705.2724679029957	0.025338827293479433	0.6054420704693282	705.0	705.0	707.0	613925.7564937207	570.9159394155259	705.2722083948687	-44470.27018544934	0.9991212788230746	24.54361711489901	-44467.7	-44519.5	-44426.6	580827.6797825077	603.4492022336909	NaN	5345.427275320973	0.3033089176823999	7.163135922861471	5345.83	5331.37	5358.48	628422.8916064652	557.7454365228506	5345.422474806331	-49815.697717546354	0.7832820354297486	19.27815308268136	-49813.5	-49850.9	-49775.1	578620.0860590284	605.7515258193845	NaN	2.6518282881597695	0.005656004043157734	0.14975065140790028	2.64658	2.38082	2.95616	499999.99999999994	701.0000000000001	2.6476290493188004	2023.3426676176896	0.005656148510634898	0.14975447304267112	2023.35	2023.04	2023.61	499999.99999999994	701.0000000000001	2023.3426620757245	24.196994579172614	0.022310779794857235	0.5654465720034318	24.1801	23.1276	25.3912	545675.3941717236	642.3232635072746	24.190411616388342	1.7631243651925819	0.006164190515444466	0.13459810420861273	1.75491	1.53269	2.04443	735126.7769469494	476.7885091271732	1.758034255563576	0.2934957631954353	1.0091807470670505E-4	0.0026719477763569644	0.293536	0.288342	0.298818	500000.0	701.0	0.29348360141467256	0.12176649786019964	6.894096033736985E-5	0.001825308758698922	0.121767	0.118465	0.125582	500000.0	701.0	0.1217528237647088	0.21014411126961477	9.444081637601433E-5	0.002312347002709114	0.210234	0.205747	0.214454	584657.4301252052	599.4963579355178	0.21013136542779257	0.37459363480741803	1.0792453618812003E-4	0.0027639284227227224	0.374592	0.369279	0.379745	534410.300365008	655.8631069809186	0.3745834337374731	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-49815.697717546354	0.7832820354297486	19.27815308268136	-49813.5	-49850.9	-49775.1	578620.0860590284	605.7515258193845	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-185.31024108416565	0.3029898589687832	7.162908737239757	-184.939	-199.429	-172.265	627141.2576105829	558.8852523200435	NaN	
59	sims/sim_059/delphy-digested.log	913.206847360913	0.11703434083206748	1.377942776339025	913.0	912.0	916.0	2528437.8578066058	138.62314192054347	913.2058092521038	-32666.40128388018	1.6759807915345004	33.05956903781662	-32664.5	-32728.3	-32600.7	900806.933388496	389.09558420199005	NaN	5314.8469329529225	0.3635373253398134	7.498421872771128	5315.32	5301.43	5329.37	823846.4903293833	425.443336973938	5314.841642489442	-37981.24764621966	1.5847583349895153	28.593952803596085	-37978.9	-38035.8	-37924.6	1076628.121302389	325.5534506901071	NaN	3.6887224536376633	0.007105037347271973	0.18312421207207982	3.68767	3.32877	4.02466	527629.6764726564	664.2916720363133	3.684174727491688	2022.3056918687587	0.007110307235711125	0.18327652125912977	2022.31	2021.95	2022.64	527534.7679199812	664.4111844646521	2022.3056835637808	29.777791155492164	0.0254076779980304	0.6727039623619198	29.7998	28.4668	31.007	500000.0	701.0	29.77018207395649	4.350549472182598	0.013876355071727037	0.32466662928769136	4.32605	3.70217	4.93137	640270.5498391606	547.4248348421577	4.338480938478846	0.31888914550641945	1.0222931938041068E-4	0.00270666482085037	0.318777	0.313987	0.324505	500000.0	701.0	0.31887765899000037	0.6326373937232526	1.2032963613893162E-4	0.002790022893752799	0.632771	0.626718	0.637401	651955.112548871	537.6136995531672	0.6326312404742815	0.03133233951497863	3.6393774400267004E-5	9.533792471935023E-4	0.0313433	0.0295291	0.0331929	510752.8883573851	686.2418362962784	0.031317784403482665	0.017141100142653347	2.628223917244742E-5	6.958591978541829E-4	0.0171283	0.0158717	0.0185305	500000.0	701.0	0.017126965932894145	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-37981.24764621966	1.5847583349895153	28.593952803596085	-37978.9	-38035.8	-37924.6	1076628.121302389	325.5534506901071	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-214.9780699001423	0.36411998052365285	7.4962893188328525	-214.594	-228.328	-200.296	826959.7356111511	423.8416756058488	NaN	
60	sims/sim_060/delphy-digested.log	738.2710413694722	0.02531333990563116	0.6001689488700074	738.0	738.0	740.0	623504.9118226158	562.1447295024929	738.2707977332547	-38064.095007132695	0.91653966387085	24.26667496472346	-38062.4	-38109.7	-38016.5	500000.0	701.0	NaN	5333.814436519259	0.2810789515667483	7.441960043337544	5333.78	5320.34	5347.89	500000.0	701.0	5333.809244423132	-43397.908844507845	0.6917442807723477	18.31490145485725	-43395.9	-43433.1	-43363.1	499999.99999999994	701.0000000000001	NaN	2.126761611982883	0.004565087699065334	0.1208671089081288	2.12329	1.91255	2.36164	500000.0	701.0	2.1233442026995246	2023.8676604850243	0.004576563077632101	0.1211709364879917	2023.87	2023.63	2024.08	500000.0	701.0	2023.8676568577025	23.352649786019953	0.02097830041851351	0.5554299694859509	23.3204	22.2403	24.3733	500000.00000000006	700.9999999999999	23.34606460315794	2.7575960627674743	0.010072067978252237	0.2666721468476458	2.73499	2.2629	3.3049	500000.0	701.0	2.744753738549147	0.47412565335235346	1.0861024472445922E-4	0.002846403505202549	0.474045	0.46896	0.479775	510313.0514580752	686.8333055534156	0.47411710581835376	0.08532621654778885	6.016224271595708E-5	0.0015928798791748388	0.0853024	0.0822795	0.0885476	500000.0	701.0	0.08531135260573094	0.38276324821683283	1.027637047569699E-4	0.0026979033775895757	0.38282	0.377044	0.387715	508527.8518926231	689.2444508113371	0.3827537424170154	0.05778487717546366	5.4128923175180304E-5	0.0013600984338973854	0.0577366	0.0550123	0.0604291	555144.5954229148	631.3670400285272	0.05776889276857957	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-43397.908844507845	0.6917442807723477	18.31490145485725	-43395.9	-43433.1	-43363.1	499999.99999999994	701.0000000000001	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-196.53733666191164	0.28112029588200255	7.443054692162006	-196.53	-210.04	-182.417	500000.0	701.0	NaN	
61	sims/sim_061/delphy-digested.log	668.601997146933	0.03765179574656905	0.9494778233026027	668.0	668.0	670.0	551175.3156060672	635.9138192075847	668.6013240392076	-27636.51868758916	0.9615752620120026	25.45905568091295	-27635.9	-27689.7	-27589.9	500000.00000000006	700.9999999999999	NaN	5352.098544935807	0.2690580541625152	6.882024440346288	5351.96	5338.19	5364.08	535732.0086522237	654.2450223980007	5352.094119764846	-32988.617261055595	0.7842613262741508	20.764420186634233	-32987.9	-33034.2	-32950.8	500000.0	701.0	NaN	2.5479881169757452	0.005518456211736702	0.1461088793727535	2.54795	2.26575	2.81918	500000.0	701.0	2.5437972516698735	2023.4465049928692	0.0055275055450343365	0.14634847376793764	2023.45	2023.16	2023.71	500000.0	701.0	2023.4464997004393	23.058635663338066	0.02079589238504682	0.5506004605913074	23.0661	22.0392	24.1647	500000.00000000006	700.9999999999999	23.052064379097775	3.6091158915834542	0.013660290471208772	0.3300880857044706	3.58463	3.02863	4.3139	600272.1475192975	583.9018209465268	3.5942199355463065	0.10912898145506424	6.441594130953853E-5	0.0017055025241409514	0.10921	0.105995	0.11226	500000.0	701.0	0.10911561844269334	0.07696483566333814	6.8930643221626E-5	0.001561249827378188	0.0769844	0.0742149	0.0800087	683231.494867589	513.0032831228416	0.07694900184115937	0.7671770955777455	1.0225261385644514E-4	0.0023558014393314118	0.767131	0.762468	0.771623	660327.6666530458	530.7970840848659	0.7671734787943612	0.046729084308131205	4.726174112763635E-5	0.0011860826732351137	0.0467317	0.0445558	0.0490605	556515.8439692091	629.8113590084821	0.04671402987315607	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-32988.617261055595	0.7842613262741508	20.764420186634233	-32987.9	-33034.2	-32950.8	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-177.9588587731812	0.2693082981796858	6.8837677008215055	-178.066	-191.718	-165.893	536457.2029098138	653.3606000606243	NaN	
62	sims/sim_062/delphy-digested.log	706.2938659058487	0.03640893492841785	0.6336539232607193	706.0	706.0	708.0	1157176.7931778445	302.8923515113496	706.2935820231475	-35576.05520684739	0.953689664411519	25.25027341033663	-35575.2	-35625.8	-35528.8	500000.0	701.0	NaN	5338.078673323819	0.29809243087715037	7.892415805649415	5338.32	5323.15	5352.49	500000.0	701.0	5338.072837052758	-40914.132382311014	0.7600070543613561	19.277592001324287	-40913.6	-40954.0	-40881.3	544775.6658336784	643.3840973121011	NaN	2.443280699001427	0.0054986474731403044	0.13673799771686934	2.43562	2.1863	2.71233	566788.9106197803	618.3960085188158	2.4394803042884896	2023.5511412268213	0.00550131735596646	0.13668625820171	2023.56	2023.26	2023.78	567769.0538278107	617.3284676876689	2023.5511366103256	23.993799572039947	0.021776841055297383	0.5765724544666472	23.984	22.9971	25.2763	500000.0	701.0	23.986890152878928	3.3439268473609145	0.009319461660730397	0.24674583748814158	3.32595	2.89648	3.85687	500000.0	701.0	3.3348649260165404	0.41867493009985735	1.0788972257377635E-4	0.002856531945945925	0.418776	0.413022	0.424232	500000.0	701.0	0.4186651776898702	0.4324007831669045	1.0806621860733146E-4	0.002861204926331422	0.432477	0.427043	0.438063	499999.99999999994	701.0000000000001	0.4323913173853573	0.0030113478601997124	1.337347214892472E-5	3.2240697512923925E-4	0.00300007	0.00240972	0.00360668	603069.7148711378	581.1931711326174	0.0029941683423224136	0.14591296433666198	7.3526777353561E-5	0.001946724705391794	0.145834	0.142543	0.149689	500000.00000000006	700.9999999999999	0.14589998589600725	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-40914.132382311014	0.7600070543613561	19.277592001324287	-40913.6	-40954.0	-40881.3	544775.6658336784	643.3840973121011	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-192.0661840228247	0.29808169312533256	7.892131507982778	-191.777	-207.093	-177.731	500000.0	701.0	NaN	
63	sims/sim_063/delphy-digested.log	827.6875891583452	0.061538438259939494	0.9766036417162612	827.0	827.0	830.0	1391695.6967369893	251.85103383001945	827.687013693685	-43695.95021397996	1.2551017110881764	29.654800898176692	-43694.5	-43750.5	-43636.1	627849.9159756176	558.2544348283573	NaN	5333.170827389446	0.276738424752651	7.327038498604957	5332.96	5317.94	5345.94	500000.0	701.0	5333.165794165368	-49029.121398002855	1.2900266547146575	24.935384608060698	-49028.6	-49079.0	-48980.5	938108.8813385477	373.6240078016173	NaN	3.829527318116975	0.008962653616018158	0.210242706204245	3.83014	3.43836	4.24658	636970.575603903	550.2608965377966	3.823775086489966	2022.1648502139817	0.008970696691781393	0.21024035003907848	2022.16	2021.74	2022.55	638128.6261149474	549.2623048959783	2022.1648392846835	27.6673590584879	0.025821071481452563	0.683649135483556	27.6781	26.3088	28.9725	500000.0	701.0	27.65890946508356	2.9185410413694735	0.008093329920158982	0.20320729897807113	2.91927	2.47183	3.25905	555986.062558653	630.4114861926499	2.9114878777163145	0.10774356633380901	8.403925039385799E-5	0.0017419281158575926	0.107791	0.104151	0.111074	815815.4095009057	429.6315023203921	0.10772948724577819	0.1447262225392297	7.561426293855847E-5	0.002001993818318457	0.14477	0.141159	0.14894	499999.99999999994	701.0000000000001	0.14471236624940745	0.4722038502139802	1.0714201129881399E-4	0.00283673523970277	0.472122	0.466709	0.477474	500000.00000000006	700.9999999999999	0.47219533316053913	0.27532635378031356	1.0353727592765466E-4	0.0024275323399896923	0.275246	0.270748	0.280041	637604.6013518178	549.7137242373834	0.2753156544774963	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-49029.121398002855	1.2900266547146575	24.935384608060698	-49028.6	-49079.0	-48980.5	938108.8813385477	373.6240078016173	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-197.12187589158358	0.2766242511404774	7.324015592531109	-197.297	-212.573	-184.6	500000.0	701.0	NaN	
64	sims/sim_064/delphy-digested.log	789.0299572039943	0.07580113410654797	1.1091442632673436	789.0	788.0	791.0	1637055.3165097637	214.10394411550695	789.0291786456468	-33405.884308131266	1.4565743362110164	28.1550553562702	-33404.1	-33458.0	-33351.4	938081.4722432385	373.63492443982267	NaN	5311.96383737518	0.3349092619573716	8.006818648281383	5312.4	5295.04	5326.77	613228.5339228557	571.5650538272131	5311.957802529208	-38717.847931526405	1.2646738976384757	22.742850416842106	-38716.7	-38757.7	-38671.3	1083815.4620084087	323.39453743397564	NaN	2.6895629101283864	0.005982018892714475	0.15838235246702975	2.67945	2.4	2.99726	500000.0	701.0	2.6849295187158764	2023.305021398003	0.005976123359086192	0.15822626021259362	2023.32	2023.0	2023.59	500000.0	701.0	2023.3050152111514	25.63822039942937	0.02312028856229375	0.5908397134970875	25.591	24.6268	26.8588	536704.4113344542	653.0596592797175	25.631416831570885	10.516094793152648	0.047664638718231574	1.2619882593280394	10.4393	8.28358	12.9567	500000.0	701.0	10.440743447364538	0.03775094051355208	4.264736080058109E-5	0.0011291487792411113	0.0377682	0.0353055	0.0397835	500000.0	701.0	0.03773408833781006	0.6842765920114118	9.967149507251527E-5	0.002638942829605594	0.684257	0.679264	0.68949	500000.0	701.0	0.6842715050285092	0.11209212838801708	6.753605485063716E-5	0.0017754494584519306	0.11209	0.108639	0.11542	507157.40357285074	691.1069374730173	0.1120780592076023	0.1658803609129816	7.365684513381333E-5	0.0019501684325677114	0.165832	0.162421	0.170002	500000.0	701.0	0.1658688943917502	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-38717.847931526405	1.2646738976384757	22.742850416842106	-38716.7	-38757.7	-38671.3	1083815.4620084087	323.39453743397564	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-216.4706376604852	0.3348990587925116	8.014056160250526	-215.994	-233.004	-201.252	612084.1214055831	572.6337079209239	NaN	
65	sims/sim_065/delphy-digested.log	674.3352353780314	0.03033575994781237	0.6695109529354397	674.0	674.0	676.0	719585.5072575496	487.0859633288184	674.3349034812293	-28722.90356633379	1.0054827946842961	22.855210154962332	-28721.5	-28768.2	-28684.2	678370.3719615083	516.6794047719524	NaN	5338.0292296719	0.27472985097222025	7.228107065921953	5338.55	5323.37	5350.85	506349.71475239797	692.2093363307066	5338.024334699078	-34060.93423680459	0.7696946674086023	17.395983793175244	-34059.1	-34097.5	-34032.4	686162.514613438	510.811932356084	NaN	2.0292814265335237	0.004338140019886745	0.11485835033349732	2.02466	1.78687	2.23562	500000.0	701.0	2.026046375175031	2023.965378031385	0.004340420320238571	0.11491872503733995	2023.97	2023.72	2024.17	500000.0	701.0	2023.9653747689138	22.726763480741816	0.0188358572954604	0.4987057785492179	22.7129	21.7769	23.6549	500000.0	701.0	22.721304435665854	0.8030623566333807	0.003412725189076814	0.08119801881091358	0.799846	0.654597	0.957937	619155.581928851	566.0935800790003	0.7990295829160206	0.07265087061340937	5.805968565951816E-5	0.0015372117278749805	0.0725841	0.0701116	0.0761318	500000.0	701.0	0.07263463584206442	0.04930636062767473	4.769548629135097E-5	0.001262804992154585	0.0493017	0.0469479	0.0518037	500000.0	701.0	0.04929017974105849	0.12549173323823115	7.249064667075997E-5	0.0019192916902277305	0.125463	0.122023	0.129377	500000.0	701.0	0.12547704790105557	0.7525510527817408	9.191957943575762E-5	0.0024336999748440845	0.752645	0.747655	0.75716	500000.0	701.0	0.7525471159054807	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-34060.93423680459	0.7696946674086023	17.395983793175244	-34059.1	-34097.5	-34032.4	686162.514613438	510.811932356084	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-193.07655777460755	0.2747557587231955	7.228720561955119	-192.554	-207.736	-180.249	506359.259870589	692.196287848232	NaN	
66	sims/sim_066/delphy-digested.log	785.5021398002854	0.038828514474283544	0.8216461593576969	785.0	785.0	787.0	782744.300108451	447.78352260302296	785.5017106089086	-37260.80556348072	1.046003569327175	26.87995529178892	-37258.9	-37321.0	-37215.1	530758.8829664467	660.375193423108	NaN	5333.586576319539	0.2836431034726935	7.509849567217021	5333.94	5320.17	5349.02	500000.0	701.0	5333.581288028109	-42594.39172610561	0.8537052404576256	21.451222873721942	-42593.1	-42641.4	-42557.3	555136.5303814192	631.3762125493363	NaN	2.6968323537803136	0.005042164855395126	0.13349839671963812	2.69041	2.4411	2.95616	500000.0	701.0	2.693546248708906	2023.297689015694	0.005040982911042877	0.13346710762439362	2023.3	2023.04	2023.55	499999.99999999994	701.0000000000001	2023.2976846135712	25.73941540656206	0.02368706199589349	0.6038905857783746	25.7127	24.6365	26.9548	539254.6480048641	649.9712173029586	25.732336332937194	11.188043309557791	0.07286556524598414	1.890913101096973	10.9101	8.02507	14.7247	520462.6361418952	673.4393127587398	11.037828771138921	0.06959176604850208	5.3700201624476986E-5	0.0014217882647606268	0.069557	0.0672344	0.0725994	500000.00000000006	700.9999999999999	0.06957724056445069	0.546689539229672	1.0731365651520809E-4	0.0028412797879042895	0.546622	0.54181	0.552434	500000.0	701.0	0.546682154030319	0.06358321597717556	5.1625376223697955E-5	0.0013668543479962334	0.0635814	0.0610448	0.0662733	500000.0	701.0	0.06356854783506197	0.3201354579172607	9.802285596931313E-5	0.0025952927936858353	0.320111	0.315193	0.324831	500000.0	701.0	0.32012494274918246	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-42594.39172610561	0.8537052404576256	21.451222873721942	-42593.1	-42641.4	-42557.3	555136.5303814192	631.3762125493363	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-194.73962054208272	0.28375837698358014	7.512901594748132	-194.234	-208.821	-179.956	500000.0	701.0	NaN	
