sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 155
47	sims/sim_047/delphy-digested.log	870.2867332382311	0.0260869779814608	0.6707317304468097	870.0	870.0	872.0	2120790.906150436	661.0741284933399	870.2864751301602	-45129.85420827393	1.2599431243528103	33.358763917422706	-45130.7	-45191.9	-45065.4	2000000.0	701.0000000000001		3255.6351069900143	0.5765751409083959	15.26563670709204	3255.6	3226.72	3284.34	2000000.0	701.0	3255.599308816945	-48385.49044222541	0.7748175373569284	20.514382585499064	-48385.4	-48420.9	-48345.5	2000000.0	701.0		2.162144522111272	0.0055420210096062	0.1467327904952131	2.15342	1.88796	2.44932	2000000.0	701.0	2.157216210983893	2023.832396576321	0.0055391712804189	0.146657339341568	2023.84	2023.51	2024.07	2000000.0	701.0	2023.832391262474	36.24371825962909	0.028098102366924	0.7439367264706787	36.2441	34.8476	37.6427	2000000.0	700.9999999999999	36.23608325462951	71.6339209700428	0.5071940803054806	13.428675675692782	69.9163	49.0526	100.709	2000000.0	701.0	70.43305998672486	0.0787553676176891	5.661710532734065e-05	0.001499017387347	0.0787116	0.0760589	0.0817189	2000000.0	701.0	0.0787411256903488	0.157104370898716	7.892906111740687e-05	0.0020149702233198	0.157128	0.1532	0.160759	2151218.984720452	651.7235158103572	0.1570914511425336	0.2963652910128386	0.00010893996599090904	0.0025499046634901	0.296301	0.291288	0.30097	2559025.407898214	547.8648221595794	0.2963543240466645	0.4677749971469331	0.00010756002438495508	0.0027309620779667	0.467819	0.463036	0.473772	2174795.664127184	644.6582651996725	0.4677670259588009	0.0007992407674750352	1.199782117693122e-06	3.176591676758904e-05	0.000798994	0.000735377	0.000855595	2000000.0	701.0	0.0007986108069602719	0.0007992407674750352	1.199782117693122e-06	3.176591676758904e-05	0.000798994	0.000735377	0.000855595	2000000.0	701.0	0.0007986108069602719	-48385.49044222541	0.7748175373569284	20.514382585499064	-48385.4	-48420.9	-48345.5	2000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-497.3056918687592	0.5775685535534791	15.291938702197262	-497.159	-524.974	-467.235	2000000.0	701.0000000000001		
48	sims/sim_048/delphy-digested.log	3803.028530670471	0.1126182007077074	2.1688461358326427	3803.0	3800.0	3807.0	3780138.362237421	370.8858950787642	3803.027912435218	-84704.87546362338	2.783779121972721	66.8502621182629	-84702.8	-84832.7	-84577.5	2431147.6271957965	576.6823800894127		3262.5051212553485	0.4582939291985085	10.936076480668008	3262.76	3242.58	3283.84	2462142.273965458	569.4228212661236	3262.4867906507225	-87967.38216833095	2.433598572233937	58.156306566541936	-87965.5	-88082.1	-87862.1	2455004.33293231	571.078421815012		2.514255520684738	0.0032319789658078	0.0837663199277637	2.51507	2.34795	2.65753	2087114.1025510528	671.7409452058005	2.5128607382779355	2023.4830099857345	0.0032301627147864	0.0838409602114834	2023.48	2023.32	2023.63	2081058.6021045924	673.6955886692213	2023.4830082488115	37.02940656205423	0.0219859906418306	0.493724788984433	37.0369	36.0172	37.9562	2780162.783960466	504.2870180438818	37.026113080867646	2.945913009985736	0.0037954150753979	0.1004889451222756	2.94053	2.78007	3.16539	2000000.0	701.0	2.944204866522413	0.2871351312410841	9.547667803372712e-05	0.0025278791565047	0.287024	0.282165	0.291916	2000000.0	700.9999999999999	0.2871240064736836	0.1341180228245366	6.903480187910752e-05	0.0018253328790224	0.134048	0.130557	0.137909	2005395.4533491123	699.1139815633812	0.1341056056995178	0.1126946504992868	7.085297215700265e-05	0.0016742132392733	0.112719	0.109895	0.116254	2510976.311055656	558.34855702425	0.112682187805302	0.4660521840228249	0.00010274973111152108	0.0026965426876686	0.466015	0.460602	0.470632	2035611.061338332	688.7366779576457	0.4660443813304195	0.0034281585592011	2.890293056896756e-06	7.111386832582675e-05	0.00342751	0.00329587	0.00357178	2315917.936763408	605.3755090991494	0.0034274220919669	0.0034281585592011	2.890293056896756e-06	7.111386832582675e-05	0.00342751	0.00329587	0.00357178	2315917.936763408	605.3755090991494	0.0034274220919669	-87967.38216833095	2.433598572233937	58.156306566541936	-87965.5	-88082.1	-87862.1	2455004.33293231	571.078421815012		0.0	0.0	0.0	0.0	0.0	0.0				-494.379659058488	0.4599631464406408	10.977363848028125	-494.089	-514.494	-473.071	2461489.385995255	569.5738555594579		
49	sims/sim_049/delphy-digested.log	203.03994293865907	0.0116771548201384	0.2098895766726468	203.0	203.0	203.0	4339506.536265734	323.07820907361975	203.0398348696221	-31722.5664764622	1.0353198985798224	26.58034361023391	-31721.7	-31781.4	-31675.8	2127041.4549943483	659.1314883440884		3266.6799572039927	0.8302953752881819	20.87792456056873	3267.5	3224.01	3306.07	2217372.226475301	632.279949780284	3266.6132183696004	-34989.24621968609	0.3027622501356916	7.818585581464843	-34989.3	-35002.9	-34972.6	2102301.865825266	666.8880538949815		2.4887296005706143	0.0115455885638263	0.3028546212093369	2.45753	1.90982	3.04932	2037566.341402144	688.0757556267928	2.4707327680990403	2023.5056348074163	0.0115520658862051	0.3029353413032721	2023.54	2022.95	2024.08	2038766.3141385787	687.6707694635294	2023.5056121302484	37.22673209700427	0.0495686011290478	1.2743558701694846	37.2672	34.2196	39.2293	2121191.5665932647	660.949261764075	37.20490452299646	3.298328887303851	0.0196801625387925	0.4653013055141494	3.26984	2.42134	4.16411	2508053.714376596	558.9991920681341	3.265664115385506	0.2223851398002855	9.288524111761596e-05	0.0023568683216618	0.222399	0.217857	0.226532	2177563.362622578	643.8388999672928	0.2223726444586227	0.1009688835948645	7.049465562197683e-05	0.0017813084435999	0.100893	0.0977699	0.104472	2195746.237072586	638.5072993995768	0.1009531918215971	0.0706322863052781	5.500809490692599e-05	0.0014564165764673	0.0706691	0.0678445	0.0733189	2000000.0	700.9999999999999	0.0706172213663081	0.6060136818830242	0.00010852412644822862	0.0027665510874381	0.606016	0.601425	0.611869	2157362.9816546086	649.8674594502978	0.6060073643752427	0.00018340070042796016	5.537393401750797e-07	1.4661026807735223e-05	0.000182131	0.000156961	0.000211403	2000000.0	701.0	0.00018282058440539047	0.00018340070042796016	5.537393401750797e-07	1.4661026807735223e-05	0.000182131	0.000156961	0.000211403	2000000.0	701.0	0.00018282058440539047	-34989.24621968609	0.3027622501356916	7.818585581464843	-34989.3	-35002.9	-34972.6	2102301.865825266	666.8880538949815		0.0	0.0	0.0	0.0	0.0	0.0				-493.3310171184022	0.8302781907869605	20.87749536986303	-492.508	-534.378	-451.976	2217371.6069292827	632.2801264428354		
50	sims/sim_050/delphy-digested.log	1949.76604850214	0.0793273474317735	1.5625941133467922	1949.0	1948.0	1953.0	3613279.114633208	388.0132022799241	1949.765422646088	-59036.848502139874	2.284354430798295	51.70092261965016	-59038.2	-59132.7	-58926.5	2737022.7234525727	512.2354257371564		3240.191711840227	0.6959923545330782	14.272262653626989	3240.33	3211.56	3267.88	3334043.7354612644	420.5103805592501	3240.160274350006	-62277.040798858776	1.8078039125424985	40.66297328050855	-62277.8	-62354.3	-62196.6	2771101.2554900404	505.93604157278287		3.1143649500713253	0.0055525156454541	0.1424315469537812	3.11507	2.82466	3.36986	2130665.2023643386	658.0104647338495	3.1111115556574997	2022.8828958630536	0.0055644982952658	0.1424185614454134	2022.88	2022.63	2023.17	2140261.6985600176	655.0600802431194	2022.882890849674	40.00236861626248	0.0318746302999193	0.7394575544227072	39.9931	38.589	41.4467	2605024.582661992	538.1906985949978	39.99553240031912	7.298963537803135	0.0163821017931348	0.3783376035236413	7.28997	6.58049	8.02457	2628622.595682455	533.3591829815365	7.289155337850096	0.4942070071326681	0.00010050603171870509	0.0026610383594971	0.494252	0.489116	0.499115	2000000.0	701.0	0.4941998473460319	0.3000791968616263	0.0001133532877918214	0.0025190061942234	0.300133	0.295487	0.304877	2838950.271923378	493.844507903321	0.300068618404218	0.1212018887303851	6.522560149391393e-05	0.0017269394147626	0.12113	0.117778	0.124259	2000000.0	701.0	0.1211895956520404	0.0845119088445078	5.644230415556884e-05	0.0014943892808004	0.0845276	0.0816251	0.0874887	2000000.0	701.0	0.0844986821772802	0.00162356042796	1.81783526222516e-06	4.81297418801767e-05	0.00162235	0.00153254	0.00171275	2000000.0	701.0	0.0016228480179265	0.00162356042796	1.81783526222516e-06	4.81297418801767e-05	0.00162235	0.00153254	0.00171275	2000000.0	701.0	0.0016228480179265	-62277.040798858776	1.8078039125424985	40.66297328050855	-62277.8	-62354.3	-62196.6	2771101.2554900404	505.93604157278287		0.0	0.0	0.0	0.0	0.0	0.0				-517.2811754636232	0.6971856812068707	14.286031894940514	-517.201	-545.907	-489.515	3339040.608289971	419.88108695629455		
51	sims/sim_051/delphy-digested.log	1521.8159771754636	0.0463849091768105	1.161226327770197	1521.0	1521.0	1524.0	2237008.7724901037	626.7297729187616	1521.8155344665706	-43117.65192582024	1.6851209951653716	43.41705246892447	-43117.8	-43194.6	-43031.1	2111978.632322651	663.8324737491065		3238.500613409416	0.528967535578803	14.005158486834084	3237.2	3211.78	3263.73	2000000.0	701.0	3238.470341961552	-46356.15249643371	1.276790461244273	32.17900816368678	-46354.9	-46415.5	-46289.9	2207201.4092637054	635.1935052758458		2.572927303851641	0.0061476763044978	0.1464780157805094	2.5726	2.29041	2.83836	2469591.386952281	567.7052517300062	2.5687784481488185	2023.4243651925808	0.0061253577387416	0.1463831170105341	2023.42	2023.16	2023.71	2454872.683407464	571.1090475184916	2023.424359897528	38.13207232524967	0.0266061528727957	0.6861064913634032	38.1503	36.8754	39.4917	2108284.0409476957	664.9957846143856	38.125898709761614	1.423126761768902	0.0030446049594814	0.0790122016936144	1.42014	1.28386	1.5832	2081716.5130601968	673.4826722102571	1.420938725415556	0.0806336766048502	5.442886116028466e-05	0.001441080549439	0.0805744	0.0780179	0.0833682	2000000.0	701.0	0.080620814130967	0.720424054208274	9.009005736853812e-05	0.0023578849579357	0.720507	0.715869	0.724854	2046710.967580388	685.0014595160144	0.7204201939024468	0.0252780490727531	3.331924438272366e-05	0.0008821737949017327	0.0252606	0.0235893	0.0270013	2000000.0	701.0	0.0252627120242884	0.1736642211126961	7.820069527227852e-05	0.0020704732472286	0.173642	0.169781	0.177711	2000000.0	701.0	0.1736518923766768	0.0013313639657631	1.7020337074157023e-06	4.192979101850863e-05	0.00133023	0.00124198	0.00140447	2310143.358261325	606.8887434999627	0.0013307044913358	0.0013313639657631	1.7020337074157023e-06	4.192979101850863e-05	0.00133023	0.00124198	0.00140447	2310143.358261325	606.8887434999627	0.0013307044913358	-46356.15249643371	1.276790461244273	32.17900816368678	-46354.9	-46415.5	-46289.9	2207201.4092637054	635.1935052758458		0.0	0.0	0.0	0.0	0.0	0.0				-521.076413694722	0.5298209793876036	14.027754610401637	-522.402	-547.789	-495.786	2000000.0	701.0		
52	sims/sim_052/delphy-digested.log	6.0	0.0	0.0	6.0	6.0	6.0			5.999999999999998	-29329.75378031385	0.8735813885366945	23.129294282827665	-29328.5	-29377.5	-29285.6	2000000.0	701.0		3261.196091298144	0.8654935187412113	22.91515657198494	3262.56	3211.93	3303.72	2000000.0	701.0	3261.115524395715	-32590.94921540655	0.0604943273400915	1.6016722850853182	-32590.7	-32594.0	-32588.2	2000000.0	701.0		2.6145135235378025	0.0320382488163027	0.8482576380074295	2.45753	1.40163	4.28767	2000000.0	700.9999999999999	2.49825353830062	2023.3828388017116	0.0320420722960552	0.8483588700583248	2023.54	2021.71	2024.6	2000000.0	701.0	2023.3826608771155	37.66668159771755	0.0852138001895101	2.256155050447422	37.3323	33.5876	42.3563	2000000.0	701.0	37.60117477180847	13.024318800285322	0.6592669988716326	17.455019794793923	8.11709	0.485939	37.2795	2000000.0	701.0	8.465530459675618	0.1905266019971471	9.544304558270322e-05	0.0022846771351354	0.190466	0.186281	0.195049	2446734.925969821	573.0085368541851	0.1905129050119434	0.2814732738944366	9.756953067507868e-05	0.002583290369788	0.28154	0.276366	0.286378	2000000.0	701.0	0.2814614130599261	0.0162250420827389	2.824459355901036e-05	0.0007078884415969746	0.0161993	0.0148908	0.0175739	2231973.4815879394	628.1436636973599	0.0162096848705495	0.5117750927246796	0.00011132536836855744	0.0029474954940189	0.511833	0.505898	0.517239	2000000.0	700.9999999999999	0.511766603001329	6.083375449358056e-06	1.0217591866681149e-07	2.299040004364406e-06	5.7151e-06	2.21639e-06	1.07517e-05	2769185.5671250885	506.28604187603344	5.649426556039623e-06	6.083375449358056e-06	1.0217591866681149e-07	2.299040004364406e-06	5.7151e-06	2.21639e-06	1.07517e-05	2769185.5671250885	506.28604187603344	5.649426556039623e-06	-32590.94921540655	0.0604943273400915	1.6016722850853182	-32590.7	-32594.0	-32588.2	2000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-497.394833095578	0.8635814860104749	22.86453281982894	-496.179	-545.233	-454.175	2000000.0	701.0		
53	sims/sim_053/delphy-digested.log	119.02567760342367	0.0066441128497659	0.1581716286457193	119.0	119.0	119.0	2473801.45917184	566.7390949269432	119.02557306239316	-31748.20556348074	0.9497055929871652	25.1447895197385	-31747.0	-31800.2	-31701.5	2000000.0	701.0000000000001		3258.666048502139	0.8196842394986035	21.70229156087157	3259.97	3217.74	3303.15	2000000.0	701.0	3258.593691264228	-35006.87189728955	0.2024659594270841	5.3605706352047	-35006.6	-35018.0	-34997.5	2000000.0	701.0		2.360314522111271	0.0134184894902835	0.3552733567280231	2.32055	1.74589	3.07671	2000000.0	701.0	2.334861483562692	2023.6370756062752	0.0134204061254229	0.3553241026719342	2023.68	2022.92	2024.25	2000000.0	701.0	2023.637044408109	37.72405292439375	0.0526563422534961	1.3941506217197406	37.6642	35.4903	40.8669	2000000.0	701.0	37.69838556841453	13.356989001426536	0.1139115556815048	3.015968435671069	12.9303	8.49986	19.166	2000000.0	701.0000000000001	13.037556513657394	0.4630237261055637	0.00011415296488647412	0.0029313052593967	0.463045	0.457509	0.468739	2126181.38206769	659.3981171242168	0.4630144449689539	0.0320236957203994	3.847376727758137e-05	0.001018647028533	0.0319719	0.0301445	0.0342316	2000000.0	700.9999999999999	0.0320075226439294	0.1321868944365192	7.041209161898702e-05	0.0018642590257133	0.13218	0.129137	0.136032	2000000.0	701.0	0.1321737471353856	0.372765636233951	0.000107516986562213	0.0027405086052955	0.372725	0.36757	0.377856	2157942.362609268	649.6929780389393	0.3727555655879734	0.0001060077867332382	4.1133639190416914e-07	1.0138578266179028e-05	0.00010589	8.71128e-05	0.000126281	2307746.8452690216	607.5189758678076	0.0001055240039812397	0.0001060077867332382	4.1133639190416914e-07	1.0138578266179028e-05	0.00010589	8.71128e-05	0.000126281	2307746.8452690216	607.5189758678076	0.0001055240039812397	-35006.87189728955	0.2024659594270841	5.3605706352047	-35006.6	-35018.0	-34997.5	2000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-499.2535934379455	0.8192547125577061	21.690919231735663	-497.824	-545.491	-459.713	2000000.0	701.0		
54	sims/sim_054/delphy-digested.log	2140.2154065620543	0.0581633234859007	1.2552165663730788	2140.0	2139.0	2143.0	3010295.4154890706	465.7350214820105	2140.2150386391168	-56382.78502139803	2.089288599242736	51.64746503213055	-56384.3	-56479.0	-56277.3	2294282.3385919053	611.0843362288465		3257.83855920114	0.5050518338238283	13.371956691121326	3258.07	3233.29	3284.12	2000000.0	701.0	3257.811116675955	-59640.62296718975	1.6974167346704578	40.803988809171	-59641.2	-59719.0	-59559.7	2426161.647325972	577.8675141226613		2.615117261055633	0.0047327291007944	0.1104084566639885	2.6137	2.41096	2.83836	2576123.195397839	544.2286310315546	2.612796530048329	2023.376604850215	0.0047375073213436	0.110427191230106	2023.38	2023.14	2023.57	2580451.741527532	543.315721599222	2023.3766018368929	38.235672467903015	0.0273004785312712	0.6656702943186394	38.2372	37.1027	39.6579	2358143.2245997805	594.53555889844	38.22987904364202	2.240979258202564	0.0047260607080589	0.1049396426932946	2.23338	2.03243	2.42016	2843593.045157561	493.0382012248579	2.2385250835400314	0.4441239258202569	0.00010370038441618576	0.0026745324195975	0.444055	0.438617	0.448758	2107720.4684313308	665.1735944109503	0.4441158763403048	0.4472132710413694	0.00010385939886643498	0.0027498234648309	0.447364	0.442375	0.452513	2000000.0	701.0	0.4472048132885364	0.0949967136947218	6.0967669800435765e-05	0.0016142046925316	0.0949447	0.0916852	0.0979416	2000000.0	701.0	0.0949830121479402	0.0136660945791726	2.831329574690114e-05	0.0005990457135099792	0.0136475	0.0125049	0.0147194	3131907.5563212275	447.6505052552714	0.0136529876099424	0.001863887917261	2.023553825009567e-06	5.128157101777872e-05	0.00186223	0.00176556	0.00196131	2183005.814355471	642.2337452243288	0.0018631819116116	0.001863887917261	2.023553825009567e-06	5.128157101777872e-05	0.00186223	0.00176556	0.00196131	2183005.814355471	642.2337452243288	0.0018631819116116	-59640.62296718975	1.6974167346704578	40.803988809171	-59641.2	-59719.0	-59559.7	2426161.647325972	577.8675141226613		0.0	0.0	0.0	0.0	0.0	0.0				-500.87409985734666	0.5061141025313458	13.400081747196603	-500.693	-525.484	-474.491	2000000.0	701.0		
55	sims/sim_055/delphy-digested.log	80.00713266761768	0.0037646262018759	0.0996737664471426	80.0	80.0	80.0	2000000.0	701.0000000000001	80.00707137357155	-37126.51055634807	0.8898855144884691	22.66971879692153	-37126.6	-37168.6	-37084.6	2160349.527900148	648.9690588924002		3268.8482596290974	0.8044500914325354	20.552842818848383	3268.52	3229.62	3307.01	2147842.455074564	652.7480619854534	3268.783637595045	-40395.3589158345	0.1509703841687533	3.997152894763269	-40395.1	-40402.4	-40388.0	2000000.0	701.0		2.514457874465051	0.0176160023497241	0.4664084054652386	2.45205	1.66664	3.44658	2000000.0	701.0	2.4735301293297445	2023.4772610556345	0.0176212488470133	0.4665473127224762	2023.54	2022.5	2024.28	2000000.0	701.0	2023.477207263645	36.97619572039945	0.0564629980578839	1.49493718093069	36.8784	34.2508	40.0205	2000000.0	701.0	36.94615907056151	5.161905292439373	0.0535666464895424	1.4182522049731008	4.87845	2.90119	7.88544	2000000.0	701.0	4.984442178772028	0.3775070955777459	0.00010618956023686224	0.0028115177600367	0.377471	0.372148	0.382567	2000000.0	701.0	0.3774966255406956	0.1269235649072753	7.865782835545559e-05	0.0019414574302196	0.126926	0.12349	0.130825	2301315.554101046	609.2167575635484	0.1269087077421605	0.3180443152639088	0.00010052978476721904	0.0026616672548235	0.318023	0.313169	0.32327	2000000.0	701.0	0.3180331743235727	0.1775250427960058	8.201112377942836e-05	0.002168123439897	0.177499	0.173692	0.181935	2005975.0646865405	698.9119778610412	0.1775118041261314	7.30714673323823e-05	3.277766149230006e-07	8.67834627175917e-06	7.28611e-05	5.84958e-05	9.15637e-05	2000000.0	701.0	7.255954544224948e-05	7.30714673323823e-05	3.277766149230006e-07	8.67834627175917e-06	7.28611e-05	5.84958e-05	9.15637e-05	2000000.0	701.0	7.255954544224948e-05	-40395.3589158345	0.1509703841687533	3.997152894763269	-40395.1	-40402.4	-40388.0	2000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-490.7274921540661	0.8040308935726439	20.547685543065526	-491.08	-529.816	-452.044	2146681.750983437	653.1010008156617		
56	sims/sim_056/delphy-digested.log	1133.429386590585	0.0449228216900597	0.7626766403723567	1133.0	1133.0	1135.0	4864085.255647495	288.2350794267419	1133.4291301978178	-48929.12025677601	1.3770480020913165	35.21036625397259	-48928.2	-48995.1	-48858.4	2144396.4868128947	653.797004715168		3268.9927104136964	0.556973081135397	14.510489709928269	3269.13	3240.42	3295.63	2065628.830047627	678.7279396984763	3268.960489963472	-52198.1128388017	0.966922004003572	23.15550437684341	-52195.6	-52246.6	-52154.5	2444682.197578263	573.4896754223682		2.364340813124108	0.0052566715228034	0.1391777620331515	2.35068	2.12329	2.64384	2000000.0	701.0	2.360288411078411	2023.6329101283893	0.0052575182414444	0.1392001813917084	2023.65	2023.35	2023.87	2000000.0	701.0	2023.6329053407144	36.09998402282457	0.0260647609374922	0.6724991872991368	36.0699	34.7547	37.3083	2106066.0045016133	665.6961353553465	36.093731900773214	7.627665164051353	0.0225204554080584	0.5962606889291373	7.61301	6.47446	8.75011	2000000.0	700.9999999999999	7.604275484742391	0.0535865008559201	4.667341897478783e-05	0.0012265766362826	0.0535608	0.0513504	0.056051	2030008.556852107	690.6374829148764	0.0535724634301012	0.4557872225392296	0.0001274631834922247	0.0028520989011294	0.455813	0.449935	0.461168	2800195.6284760507	500.67930459666127	0.4557782966700276	0.2430525349500712	0.00010047571631756916	0.0024204265726814	0.24294	0.23829	0.247653	2415941.4854902066	580.312068160677	0.2430404861709915	0.2475737218259628	0.00010645663440490716	0.0024155002254634	0.247546	0.242913	0.251928	2723198.585589488	514.8357550635665	0.2475619421920047	0.0010446476348074	1.5897786631242136e-06	3.701618718995776e-05	0.00104391	0.000976707	0.00111627	2586056.3029488884	542.1382351193572	0.0010439936375518	0.0010446476348074	1.5897786631242136e-06	3.701618718995776e-05	0.00104391	0.000976707	0.00111627	2586056.3029488884	542.1382351193572	0.0010439936375518	-52198.1128388017	0.966922004003572	23.15550437684341	-52195.6	-52246.6	-52154.5	2444682.197578263	573.4896754223682		0.0	0.0	0.0	0.0	0.0	0.0				-488.9884522111274	0.5571290876904549	14.526310365615837	-488.781	-518.189	-463.074	2062286.7088796692	679.8278793939529		
57	sims/sim_057/delphy-digested.log	260.0584878744651	0.011641946741229	0.3082368921050568	260.0	260.0	260.0	2000000.0	701.0	260.0583060371237	-40620.4362339515	1.022493993509909	27.07196466157401	-40620.4	-40680.0	-40574.6	2000000.0	701.0		3262.964022824539	0.7546481998141117	19.98037106120932	3262.3	3225.38	3301.34	2000000.0	701.0	3262.902816670071	-43883.399714693296	0.4057383882984756	10.742493703466128	-43882.8	-43904.7	-43864.4	2000000.0	701.0		4.19215359486448	0.0193748224745997	0.5129756386920349	4.15342	3.19452	5.16939	2000000.0	701.0	4.160887887516846	2021.8052639087025	0.0193718669170555	0.5128973857836433	2021.84	2020.83	2022.8	2000000.0	701.0000000000001	2021.805198848993	40.73382467902992	0.0558849774572935	1.4796332736481594	40.7588	37.8241	43.4433	2000000.0	701.0	40.70697758411765	16.397789286733232	0.1155286673984218	3.0587837397550013	16.1204	11.2954	22.7241	2000000.0	701.0	16.12360015405635	0.2629027332382314	0.00010121945998087356	0.0026030753333621	0.26285	0.258266	0.267913	2119837.506411854	661.3714474620731	0.2628898485957996	0.144854847360913	9.384071328473646e-05	0.0019829419672362	0.14486	0.141111	0.148797	3139862.3219978926	446.516393466548	0.144841269194395	0.2098114365192582	8.834416658638761e-05	0.0023390358976825	0.209733	0.204619	0.21409	2000000.0	701.0	0.2097983962035179	0.3824310057061344	0.00011471426132528528	0.0027385649614868	0.382369	0.37689	0.38795	2460009.27721336	569.9165499034834	0.3824212028879149	0.00021412310841654775	6.169644246667474e-07	1.5483621840164218e-05	0.000213307	0.000183923	0.000245095	2225989.6814933247	629.8322097609438	0.00021356490073201723	0.00021412310841654775	6.169644246667474e-07	1.5483621840164218e-05	0.000213307	0.000183923	0.000245095	2225989.6814933247	629.8322097609438	0.00021356490073201723	-43883.399714693296	0.4057383882984756	10.742493703466128	-43882.8	-43904.7	-43864.4	2000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-494.4118388017123	0.7544047835452149	19.973926273583228	-495.031	-532.068	-455.801	2000000.0	701.0		
