# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
26000000	4542	-106749	-33055.2	-73693.6	1.66601	2023.93	114.877	0	6.24524	-1.27507	-0.974242	-0.303652	0.0373486	-0.335279	-0.0369005	0.660367	0.958958	1.18957	0.947819	0.639846	-0.476474	0.373371	0.776034	0.785342	0.384747	0.574018	0.106473	-0.36076	-1.46154	-1.57191	-2.44986	-3.05868	1.833	17.2176	0.332732	0.203187	0.239934	0.224147	0.429443	0.00303626	0.00303626	-73693.6	0.0	-4735.93	
28000000	4528	-106220	-32795.8	-73424.2	1.64655	2023.95	113.044	0	6.24524	-1.06549	-0.979269	-0.473193	0.0818841	-0.456144	0.227032	0.843125	1.11303	1.21663	0.953502	0.48413	-0.713285	0.202006	0.7922	0.679682	0.421282	0.353643	0.360284	-0.974601	-1.77357	-2.24256	-1.99174	-2.2564	1.833	16.8105	0.327342	0.207066	0.241744	0.223848	0.424009	0.00308914	0.00308914	-73424.2	0.0	-4630.54	
30000000	4524	-106662	-33143.7	-73518.2	1.64378	2023.95	113.216	0	6.24524	-1.00193	-0.916299	-0.590359	0.255823	-0.430011	0.0257482	0.920444	0.985147	1.14753	0.970242	0.310591	-0.631956	0.380216	0.819725	0.828047	0.322265	0.24174	0.0408291	-0.997487	-2.59222	-2.36632	-1.90694	-2.03913	1.833	16.2293	0.33182	0.204447	0.243452	0.220281	0.427253	0.0030146	0.0030146	-73518.2	0.0	-4654.89	
32000000	4514	-106998	-33581.6	-73416.2	1.63995	2023.95	111.453	0	6.24524	-0.913667	-0.986562	-0.454074	0.118006	-0.518421	0.164174	0.691653	0.965351	1.12378	0.993048	0.283527	-0.529409	0.274051	0.655138	0.642481	0.41446	0.315117	0.116424	-1.4756	-2.52952	-2.35281	-2.58383	-1.87506	1.833	16.7224	0.330812	0.201959	0.242933	0.224295	0.452579	0.0031829	0.0031829	-73416.2	0.0	-4574.92	
34000000	4513	-106258	-33029.5	-73228.4	1.60832	2023.98	109.474	0	6.24524	-1.26394	-0.829714	-0.404014	0.0399133	-0.420858	-0.0472451	1.06622	1.21211	0.974173	0.729278	0.386243	-0.720992	0.160126	0.667613	0.602696	0.347145	0.309363	-0.0625636	-1.70091	-2.86338	-2.82955	-2.9337	-2.98969	1.833	17.6278	0.323424	0.209954	0.246547	0.220074	0.444102	0.00318953	0.00318953	-73228.4	0.0	-4434.81	
36000000	4506	-107276	-34067.8	-73207.8	1.59565	2024	107.531	0	6.24524	-0.963151	-0.851017	-0.67624	0.0316591	-0.692599	-0.171476	0.614237	0.955315	1.0157	0.7412	0.331119	-0.540162	-0.0737117	0.562141	0.614141	0.335048	0.222583	-0.0105814	-1.7867	-2.03956	-2.30274	-2.03718	-2.10107	1.833	17.5928	0.328182	0.206461	0.24277	0.222588	0.483086	0.00310426	0.00310426	-73207.8	0.0	-4355.24	
38000000	4497	-107109	-33906.4	-73203	1.65506	2023.94	107.204	0	6.24524	-1.21454	-1.08928	-0.664056	-0.208431	-0.535867	-0.0564632	0.662064	0.773172	0.970432	0.802753	0.360057	-0.800969	0.152949	0.760781	0.503367	0.351371	0.33379	-0.47066	-1.61394	-2.28373	-2.53127	-3.21609	-3.32664	1.833	18.0509	0.323516	0.197715	0.251668	0.227101	0.482747	0.00321917	0.00321917	-73203	0.0	-4308.89	
40000000	4499	-106924	-33838.5	-73085.9	1.63317	2023.96	107.231	0	6.24524	-0.978011	-1.07446	-0.436134	-0.0939019	-0.616416	0.0248063	0.598782	0.885977	0.987838	0.877625	0.112741	-0.732582	0.285246	0.597322	0.669639	0.401353	0.423048	-0.327537	-1.63457	-2.45487	-2.81196	-2.72573	-3.74251	1.833	17.0899	0.328818	0.200281	0.251637	0.219264	0.487208	0.00316559	0.00316559	-73085.9	0.0	-4342.97	
42000000	4489	-107440	-34350.8	-73089.3	1.60793	2023.99	106.061	0	6.24524	-1.06027	-0.991163	-0.413073	-0.0761853	-0.319937	0.175863	0.903194	0.728698	0.885731	0.815915	0.310228	-0.531765	-0.00784843	0.756683	0.592066	0.332171	0.391048	-0.329306	-1.15397	-1.77676	-1.55435	-1.1872	-1.57742	1.833	15.4589	0.317335	0.208197	0.25113	0.223338	0.505997	0.0032165	0.0032165	-73089.3	0.0	-4289.27	
44000000	4486	-106330	-33387.2	-72942.9	1.58939	2024	106.472	0	6.24524	-0.888594	-1.03736	-0.255356	-0.0224714	-0.707304	-0.188473	0.823461	0.931697	0.917027	0.858822	0.140555	-0.716437	0.318302	0.696375	0.480391	0.388646	0.314801	-0.417397	-1.88444	-2.06268	-2.24488	-2.27207	-2.45317	1.833	18.5607	0.326208	0.200305	0.247078	0.226408	0.475384	0.00332982	0.00332982	-72942.9	0.0	-4314.21	
46000000	4479	-107565	-34675	-72889.9	1.6854	2023.91	106.696	0	6.24524	-0.983537	-0.983488	-0.314417	-0.114973	-0.377775	-0.0741743	0.699795	1.10521	1.00118	0.775537	0.199157	-0.822196	0.458475	0.449978	0.530844	0.421082	0.325744	-0.527847	-1.73686	-2.2066	-2.47601	-1.61364	-1.981	1.833	18.9797	0.321075	0.209737	0.245566	0.223622	0.50055	0.00313561	0.00313561	-72889.9	0.0	-4330.5	
48000000	4476	-107606	-34743.8	-72862.1	1.65601	2023.94	105.085	0	6.24524	-0.938315	-0.916104	-0.348383	-0.188722	-0.63352	0.167169	0.648524	1.1374	0.939968	0.907035	0.150992	-1.02254	0.0704493	0.459244	0.5738	0.380884	0.134062	-0.408446	-1.26097	-0.906811	-1.31023	-1.26103	-2.03226	1.833	16.411	0.331408	0.205735	0.245382	0.217475	0.514742	0.00322138	0.00322138	-72862.1	0.0	-4183.5	
50000000	4471	-106252	-33589.1	-72663	1.6028	2023.99	104.425	0	6.24524	-1.22734	-0.886285	-0.522967	-0.176139	-0.776378	0.0188577	0.819867	0.908896	1.02389	0.788341	0.110044	-0.946149	0.404968	0.327781	0.493373	0.425808	-0.0450277	-0.584137	-1.45264	-2.16337	-1.71295	-2.12193	-2.17078	1.833	15.8184	0.334459	0.196011	0.249067	0.220463	0.480408	0.00328193	0.00328193	-72663	0.0	-4181.95	
52000000	4472	-105668	-32950.2	-72717.6	1.5717	2024.02	104.665	0	6.24524	-1.0427	-0.972456	-0.447408	-0.0415304	-0.779111	-0.333306	0.704625	0.778283	0.943315	0.767316	0.223606	-0.985395	0.254875	0.688168	0.444814	0.311023	0.158071	-0.403871	-1.37458	-2.02081	-2.28809	-2.73893	-2.57399	1.833	16.5953	0.333335	0.20193	0.243994	0.220741	0.452989	0.0032819	0.0032819	-72717.6	0.0	-4193.92	
54000000	4473	-105639	-33001.3	-72637.7	1.57663	2024.02	102.347	0	6.24524	-0.852391	-1.19035	-0.479124	-0.222773	-0.697708	-0.0518359	0.598247	0.745538	0.997806	0.61932	0.0332705	-1.10232	0.01131	0.513891	0.292978	0.373767	0.118748	-0.545776	-0.968353	-1.24109	-1.28681	-1.94455	-1.67759	1.833	18.8722	0.326072	0.206469	0.245158	0.2223	0.461906	0.00340335	0.00340335	-72637.7	0.0	-4038.33	
56000000	4467	-105516	-33052.9	-72462.8	1.65128	2023.94	102.719	0	6.24524	-1.05901	-0.857929	-0.564735	-0.215765	-0.647023	-0.0729859	0.70524	0.749423	0.951374	0.621749	0.170354	-0.954038	0.1434	0.516864	0.427126	0.178088	0.223955	-0.528417	-1.41126	-1.54633	-1.4871	-1.14475	-0.921204	1.833	15.3671	0.326854	0.20326	0.247256	0.22263	0.45783	0.00327836	0.00327836	-72462.8	0.0	-4066.24	
58000000	4468	-104617	-32119.1	-72498.2	1.60933	2023.98	103.38	0	6.24524	-1.17821	-0.956124	-0.619588	-0.250681	-0.614787	-0.0809602	0.633191	0.835988	0.987575	0.646903	0.286297	-0.851149	0.120014	0.504562	0.398756	0.305524	0.436373	-0.407322	-1.56289	-1.14693	-1.41005	-1.34816	-0.888523	1.833	17.1391	0.32527	0.204726	0.247114	0.222889	0.418627	0.00325951	0.00325951	-72498.2	0.0	-4086.79	
60000000	4465	-105251	-32672.2	-72578.7	1.57173	2024.02	102.783	0	6.24524	-0.91444	-1.11876	-0.440272	-0.019902	-0.467601	0.0326387	0.689268	0.859561	1.04944	0.696702	0.117373	-0.757004	0.00480663	0.601173	0.611994	0.246364	0.228015	-0.526561	-1.26959	-1.52941	-1.15985	-1.38979	-1.08058	1.833	17.7122	0.324961	0.205575	0.242224	0.227239	0.432527	0.00318414	0.00318414	-72578.7	0.0	-4099.68	
62000000	4462	-106248	-33701.3	-72546.2	1.60744	2023.99	104.152	0	6.24524	-0.946205	-0.981419	-0.512251	-0.122444	-0.35568	0.258675	0.434232	0.881007	1.00534	0.719146	0.109555	-0.93841	0.363097	0.829987	0.577792	0.236351	0.169698	-0.448418	-0.580785	-0.671912	-1.14772	-1.25248	-0.668347	1.833	15.5595	0.329703	0.205936	0.245751	0.21861	0.478342	0.0032301	0.0032301	-72546.2	0.0	-4179.66	
64000000	4459	-106137	-33615.3	-72521.9	1.62338	2023.97	103.383	0	6.24524	-0.868228	-0.886854	-0.212896	-0.0754275	-0.583714	-0.155085	0.570498	0.816518	0.91679	0.681758	0.116848	-0.704689	0.160509	0.596377	0.49255	0.414262	0.162931	-0.71029	-1.69745	-1.61373	-1.83228	-1.7326	-1.55313	1.833	15.9586	0.330357	0.209408	0.242712	0.217523	0.465747	0.00327063	0.00327063	-72521.9	0.0	-4158.82	
66000000	4454	-105505	-33123.2	-72382.2	1.63973	2023.95	103.808	0	6.24524	-1.09218	-0.874215	-0.434725	-0.222998	-0.439505	-0.136094	0.970394	1.02597	0.96378	0.75917	0.211968	-0.667674	0.138768	0.603955	0.341912	0.154043	0.259651	-0.596518	-1.29769	-1.87134	-2.38449	-1.72236	-2.22943	1.833	19.3731	0.330479	0.204965	0.239454	0.225102	0.450581	0.00323931	0.00323931	-72382.2	0.0	-4157.78	
68000000	4458	-106317	-33738.9	-72577.8	1.6564	2023.94	102.496	0	6.24524	-1.09834	-1.10057	-0.454382	-0.104553	-0.571652	0.0252236	0.608172	0.853718	0.990963	0.653902	0.237794	-0.807745	0.0767861	0.477365	0.515171	0.147587	0.109492	-0.442255	-1.1829	-1.32733	-1.24788	-1.07614	-1.24006	1.833	17.2909	0.333918	0.204386	0.244559	0.217138	0.484003	0.00329502	0.00329502	-72577.8	0.0	-4050.14	
70000000	4453	-106063	-33644.5	-72418.5	1.6982	2023.9	102.088	0	6.24524	-1.24132	-1.17235	-0.620191	-0.221547	-0.681346	-0.0198606	0.89137	1.00059	0.925396	0.636077	0.0732466	-0.863464	0.0635687	0.511502	0.381152	0.248604	0.210625	-0.485117	-0.809197	-1.35008	-1.42392	-1.391	-0.935906	1.833	17.8193	0.32702	0.206648	0.245943	0.220389	0.476947	0.00322871	0.00322871	-72418.5	0.0	-3974.32	
72000000	4452	-105261	-32985.3	-72275.9	1.65338	2023.94	102.025	0	6.24524	-1.1064	-0.994921	-0.552473	-0.174555	-0.516929	-0.00248634	0.658471	0.731279	0.957266	0.709887	0.0863994	-0.752608	0.204126	0.59008	0.343433	0.229864	0.22611	-0.476478	-0.920964	-0.711189	-0.253187	-0.609576	-0.750464	1.833	16.594	0.330528	0.20373	0.244376	0.221366	0.453038	0.00334701	0.00334701	-72275.9	0.0	-4027.55	
74000000	4450	-105926	-33536.9	-72389.2	1.62652	2023.97	101.843	0	6.24524	-1.2824	-0.891146	-0.373449	-0.212141	-0.458718	0.0388245	0.664409	0.985495	0.827848	0.744739	0.177993	-0.971782	-0.172824	0.440892	0.36613	0.375137	0.197692	-0.432868	-1.77291	-1.00481	-0.744501	-1.17853	-0.953752	1.833	16.9152	0.324659	0.203677	0.24468	0.226984	0.481887	0.00322375	0.00322375	-72389.2	0.0	-4026.18	
76000000	4443	-105960	-33690.8	-72268.9	1.5826	2024.01	101.075	0	6.24524	-1.10639	-1.01835	-0.485013	-0.224322	-0.583581	0.165218	0.607435	0.604845	0.999509	0.725605	0.151278	-0.875412	0.0329827	0.473614	0.474848	0.257287	0.0433003	-0.467161	-1.18687	-1.2355	-1.84791	-2.07437	-1.63062	1.833	17.4069	0.323343	0.205293	0.245408	0.225957	0.488585	0.00337965	0.00337965	-72268.9	0.0	-3957.96	
78000000	4437	-106152	-33819.7	-72332.1	1.59264	2024	102.332	0	6.24524	-1.14291	-1.11868	-0.866192	-0.21246	-0.662338	-0.100473	0.633536	0.924262	1.00874	0.793627	0.0844873	-1.05242	0.243836	0.597419	0.688147	0.0782402	0.163592	-0.870945	-1.38045	-1.55513	-1.22756	-1.48168	-2.20276	1.833	14.7667	0.325461	0.204536	0.242338	0.227665	0.494112	0.00344083	0.00344083	-72332.1	0.0	-4037.95	
80000000	4436	-105923	-33627	-72296.5	1.67787	2023.92	102.537	0	6.24524	-1.12715	-0.837298	-0.494642	-0.16279	-0.597738	0.0197528	0.652228	0.839016	0.995182	0.66417	0.253191	-1.21404	0.000336444	0.488284	0.484992	0.491958	0.136729	-0.701931	-1.69079	-2.26434	-2.00292	-2.40521	-1.91154	1.833	17.1934	0.324252	0.19983	0.250559	0.225359	0.489304	0.00334744	0.00334744	-72296.5	0.0	-4044.37	
82000000	4432	-106476	-34211	-72264.9	1.57549	2024.02	103.338	0	6.24524	-1.09828	-0.849932	-0.658031	-0.148192	-0.51854	0.0146445	0.733806	0.973652	1.06684	0.754418	0.106392	-1.19525	-0.085925	0.497153	0.354259	0.48969	0.188569	-0.935572	-1.85364	-2.51833	-1.3683	-1.99487	-2.25192	1.833	16.2561	0.322527	0.205822	0.245298	0.226353	0.504273	0.0032379	0.0032379	-72264.9	0.0	-4122.24	
84000000	4435	-105793	-33505.5	-72287.2	1.67793	2023.92	103.409	0	6.24524	-1.31547	-1.01878	-0.726451	-0.356739	-0.471093	-0.205305	0.404003	0.724284	1.05556	0.690871	0.105656	-1.14246	0.00379603	0.742857	0.391705	0.293027	0.198614	-0.390066	-1.15273	-1.07254	-0.900341	-1.03443	-1.04882	1.833	15.6413	0.326856	0.201195	0.249042	0.222906	0.480287	0.0032775	0.0032775	-72287.2	0.0	-4050.17	
86000000	4430	-106958	-34525.2	-72432.5	1.60542	2023.99	102.993	0	6.24524	-1.28502	-1.06329	-0.419537	-0.313681	-0.614548	0.00668029	0.46656	0.992979	1.0299	0.802683	0.0886199	-1.10749	0.0530303	0.567164	0.472907	0.279183	0.258945	-0.598556	-1.43781	-1.928	-2.2379	-2.09108	-1.7683	1.833	15.5454	0.326439	0.205179	0.244796	0.223587	0.529952	0.00331551	0.00331551	-72432.5	0.0	-4048.83	
88000000	4429	-106137	-33818	-72319.2	1.55686	2024.04	104.661	0	6.24524	-1.15767	-1.05251	-0.3673	-0.203994	-0.615212	0.00458232	0.881987	1.12924	1.04924	0.71386	0.28159	-1.25725	-0.10601	0.573706	0.408611	0.429835	0.299436	-0.317868	-1.56172	-1.74216	-2.23154	-2.68304	-2.86118	1.833	17.293	0.330482	0.205811	0.241047	0.22266	0.485045	0.0031667	0.0031667	-72319.2	0.0	-4173.53	
90000000	4429	-105684	-33369.7	-72314.8	1.57086	2024.02	105.11	0	6.24524	-1.11613	-0.976255	-0.431101	-0.14841	-0.747972	0.0282338	0.646115	0.755474	0.967153	0.852101	0.288966	-0.893344	0.217049	0.491489	0.54379	0.662646	0.382671	-0.553726	-1.60974	-1.74625	-1.49226	-1.84235	-1.53904	1.833	16.6874	0.327714	0.207735	0.246836	0.217715	0.477115	0.0033346	0.0033346	-72314.8	0.0	-4199.95	
92000000	4427	-105969	-33730.2	-72238.8	1.57961	2024.01	103.215	0	6.24524	-1.27478	-1.1802	-0.537792	-0.193555	-0.549802	-0.350448	0.935338	1.0712	1.05592	0.700514	0.144119	-1.01541	0.238945	0.548401	0.542771	0.37531	0.227565	-0.525339	-1.7927	-1.55329	-2.38485	-2.25108	-2.4567	1.833	15.8474	0.327051	0.203046	0.250184	0.219719	0.49193	0.0032948	0.0032948	-72238.8	0.0	-4104.53	
94000000	4429	-105593	-33444.3	-72149.1	1.56021	2024.03	101.649	0	6.24524	-1.00146	-1.19584	-0.59183	-0.132672	-0.347212	0.0506865	0.861876	0.770339	0.993814	0.662773	0.108313	-1.18136	-0.0617884	0.717406	0.297363	0.312607	0.196358	-0.756242	-1.878	-2.12271	-2.12967	-2.60752	-2.43904	1.833	17.3796	0.327634	0.202886	0.239981	0.229499	0.464929	0.00335716	0.00335716	-72149.1	0.0	-4014.73	
96000000	4428	-106499	-34239.2	-72259.8	1.59116	2024	102.214	0	6.24524	-1.07804	-1.10122	-0.561963	-0.134243	-0.713085	-0.118849	0.716106	1.03754	0.96943	0.772434	0.0496837	-0.955287	-0.0410855	0.820619	0.375779	0.333579	0.0674794	-0.561237	-1.50512	-2.35187	-1.4656	-1.71585	-2.12368	1.833	17.2892	0.322409	0.203138	0.249125	0.225327	0.505641	0.00333329	0.00333329	-72259.8	0.0	-4052.74	
98000000	4433	-105590	-33404.9	-72184.8	1.60047	2023.99	101.825	0	6.24524	-1.0264	-1.02617	-0.565337	-0.299939	-0.425733	0.0931224	0.561127	0.938672	1.03574	0.636553	0.27528	-0.904283	0.0318637	0.557785	0.303998	0.206842	0.0741756	-0.570376	-1.53161	-1.65598	-1.82645	-1.94797	-1.74745	1.833	18.1745	0.324331	0.206274	0.24822	0.221176	0.482586	0.00337289	0.00337289	-72184.8	0.0	-4012.15	
100000000	4427	-106831	-34596.8	-72233.9	1.5945	2024	101.379	0	6.24524	-1.29009	-0.987928	-0.641724	-0.132218	-0.746504	-0.134133	0.576491	0.866104	0.982576	0.677055	0.204891	-1.10137	0.207021	0.491165	0.432165	0.333592	0.0919687	-0.523546	-1.0932	-1.60874	-1.80308	-2.15841	-2.65155	1.833	16.2629	0.325355	0.205217	0.245076	0.224353	0.527518	0.00323226	0.00323226	-72233.9	0.0	-3996.07	
