# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
12266000000	4362	-106744	-35107.1	-71637.2	1.5768	2024.02	100.964	0	6.24524	-1.05722	-0.961539	-0.367115	-0.099181	-0.565043	-0.216156	0.523401	1.02924	0.944474	0.496656	0.192445	-0.841281	0.121678	0.659206	0.301555	0.234856	0.194167	-0.739644	-0.733233	-0.970922	-0.928428	-0.720689	-0.728654	1.833	17.2381	0.325364	0.205252	0.247237	0.222147	0.554684	0.00322921	0.00322921	-71637.2	0.0	-3985.76	
12268000000	4360	-105944	-34411	-71532.9	1.58779	2024.01	102.468	0	6.24524	-0.89688	-0.965537	-0.488859	-0.120989	-0.680342	-0.357191	0.746003	0.950515	1.01336	0.643562	0.360367	-0.687033	0.248502	0.630968	0.340796	0.375085	0.141539	-0.366488	-1.05371	-0.851017	-0.891049	-0.899721	-0.622733	1.833	17.3884	0.327975	0.205656	0.241768	0.224601	0.508459	0.00311363	0.00311363	-71532.9	0.0	-4097.79	
12270000000	4363	-105582	-33998.8	-71582.9	1.57389	2024.02	101.99	0	6.24524	-1.10433	-1.10956	-0.754485	-0.253133	-0.570645	0.0344376	0.429507	0.981317	1.08565	0.611033	0.186807	-0.996999	0.0950123	0.685388	0.408019	0.257953	0.0682048	-0.34839	-1.67904	-1.77408	-1.18859	-1.63607	-2.2807	1.833	17.0339	0.328285	0.198313	0.246296	0.227106	0.496898	0.00319051	0.00319051	-71582.9	0.0	-4031.57	
12272000000	4362	-106357	-34685.3	-71671.6	1.62164	2023.97	103.987	0	6.24524	-1.17556	-0.93478	-0.567674	-0.223088	-0.646692	-0.158534	0.855446	0.921339	0.971337	0.808642	0.208665	-0.924137	0.193911	0.70676	0.515904	0.247315	0.19445	-0.560168	-1.35383	-1.4205	-1.72056	-1.7362	-1.38659	1.833	16.9034	0.327102	0.203059	0.247173	0.222665	0.519006	0.00311269	0.00311269	-71671.6	0.0	-4137.39	
12274000000	4364	-106014	-34402.4	-71611.2	1.60714	2023.99	101.233	0	6.24524	-1.07043	-1.04306	-0.575471	-0.279372	-0.628317	0.023834	0.558008	0.694164	0.912549	0.6287	0.225295	-0.853974	0.26919	0.752536	0.309166	0.398015	0.0875467	-0.658633	-1.34651	-2.14198	-2.63463	-2.78649	-2.34528	1.833	17.6968	0.323808	0.204822	0.244474	0.226896	0.526534	0.00322773	0.00322773	-71611.2	0.0	-3959.85	
12276000000	4363	-105891	-34336.3	-71554.8	1.60613	2023.99	101.824	0	6.24524	-0.948166	-0.898145	-0.724382	-0.187047	-0.678967	0.222079	0.658323	0.803956	0.990611	0.69052	0.184326	-0.980048	0.141905	0.485235	0.404507	0.18391	-0.10223	-0.678152	-0.677349	-0.914986	-0.534102	-0.658417	-1.0035	1.833	17.0555	0.3276	0.206665	0.243776	0.221958	0.494173	0.00327291	0.00327291	-71554.8	0.0	-4046.31	
12278000000	4364	-105398	-33781.8	-71616.4	1.65314	2023.94	103.298	0	6.24524	-1.0293	-0.85529	-0.419172	-0.254986	-0.664902	0.0978098	0.418544	0.831703	0.922951	0.713677	0.202381	-0.822501	0.199946	0.637987	0.527869	0.342559	0.209683	-0.538384	-1.06928	-0.98763	-1.32781	-1.34781	-1.2666	1.833	16.2576	0.330686	0.206074	0.2435	0.219741	0.486931	0.00321685	0.00321685	-71616.4	0.0	-4115.6	
12280000000	4362	-105328	-33819	-71508.6	1.60709	2023.99	101.488	0	6.24524	-1.05632	-1.14217	-0.33903	-0.125166	-0.50203	-0.11071	0.391056	0.653668	0.987191	0.685474	0.203214	-0.834602	0.255535	0.603973	0.24542	0.455388	0.395388	-0.601732	-0.867387	-1.4938	-1.85321	-1.75056	-1.86943	1.833	17.0929	0.324198	0.202402	0.247725	0.225674	0.494546	0.00325081	0.00325081	-71508.6	0.0	-4032.06	
12282000000	4364	-106011	-34412.8	-71598.2	1.59082	2024	101.072	0	6.24524	-1.10485	-1.23223	-0.244066	-0.212908	-0.695774	0.0026328	1.01618	0.895278	0.927082	0.749309	0.129631	-0.999485	-0.0427418	0.367891	0.400768	0.246169	0.146455	-0.705336	-1.63072	-1.71333	-1.8641	-1.68029	-1.60246	1.833	15.6736	0.326355	0.20272	0.246279	0.224646	0.527963	0.00326895	0.00326895	-71598.2	0.0	-3973.28	
12284000000	4362	-106109	-34499	-71610	1.58029	2024.01	102.078	0	6.24524	-1.11025	-0.747554	-0.250778	-0.252723	-0.781404	0.00640773	0.575724	0.748501	0.826287	0.597794	0.274953	-0.827916	0.258867	0.501611	0.473772	0.527131	0.0981179	-0.366479	-1.15175	-1.39487	-2.02416	-2.01319	-1.95095	1.833	16.3864	0.329952	0.201211	0.23852	0.230317	0.541498	0.00340978	0.00340978	-71610	0.0	-4039.24	
12286000000	4358	-106884	-35134.9	-71748.7	1.5983	2023.99	102.069	0	6.24524	-0.908436	-0.751278	-0.464029	-0.205528	-0.597324	0.0716967	0.618841	0.70424	0.937277	0.749845	0.180761	-1.22819	0.205639	0.582095	0.546283	0.159245	-0.0539977	-0.505972	-1.03973	-1.50183	-1.88221	-2.70904	-2.51036	1.833	16.745	0.325202	0.201902	0.249016	0.22388	0.561362	0.00319577	0.00319577	-71748.7	0.0	-4023.07	
12288000000	4357	-105893	-34341.7	-71551.7	1.61203	2023.98	101.221	0	6.24524	-1.10538	-1.17595	-0.660239	-0.161892	-0.531485	0.0231993	0.528139	0.79791	0.978676	0.579601	0.00503581	-0.74188	0.0681079	0.411835	0.453553	0.312174	0.0438348	-0.390503	-0.826437	-1.42587	-1.5731	-2.18204	-2.68678	1.833	16.8026	0.328653	0.199483	0.248076	0.223789	0.517389	0.0033032	0.0033032	-71551.7	0.0	-3960.12	
12290000000	4356	-106080	-34541.7	-71538.6	1.60151	2023.99	101.309	0	6.24524	-1.13279	-1.1171	-0.72984	-0.105027	-0.575864	-0.19727	0.626651	0.939309	0.976724	0.56958	0.0511329	-1.0373	0.152302	0.682998	0.372737	0.237385	0.0639101	-0.352335	-1.22244	-2.07322	-2.91257	-2.57769	-2.33968	1.833	17.1543	0.323609	0.201725	0.244862	0.229804	0.532895	0.00319002	0.00319002	-71538.6	0.0	-3953.39	
12292000000	4355	-107347	-35642.6	-71704.1	1.58408	2024.01	101.961	0	6.24524	-1.00071	-0.945869	-0.443806	-0.251667	-0.449418	-0.140014	0.827804	0.926721	0.953261	0.558308	-0.0507423	-1.02007	0.522081	0.609447	0.481411	0.2961	0.0786861	-0.182003	-1.68995	-1.80376	-2.07043	-2.67714	-2.85366	1.833	16.754	0.328204	0.20098	0.245448	0.225368	0.582716	0.00320137	0.00320137	-71704.1	0.0	-4027.41	
12294000000	4362	-105674	-34119.1	-71554.6	1.69902	2023.89	101.993	0	6.24524	-1.11531	-1.13169	-0.486782	-0.204486	-0.596903	0.142941	0.757716	0.951604	0.988244	0.60766	0.119003	-1.08443	0.00561083	0.581755	0.455459	0.284018	0.102658	-0.466383	-2.3276	-2.83746	-2.99686	-2.74075	-2.61101	1.833	15.5624	0.326481	0.205158	0.242805	0.225556	0.50431	0.00322698	0.00322698	-71554.6	0.0	-3995.81	
12296000000	4361	-104758	-33420.6	-71337.8	1.63221	2023.96	98.3218	0	6.24524	-1.09686	-1.27009	-0.685359	-0.349205	-0.672371	0.0999797	0.496091	0.85321	1.01434	0.51577	-0.0243437	-1.07031	0.153713	0.330644	0.351202	0.117689	0.0679118	-0.381822	-1.76893	-1.90121	-1.48225	-1.18015	-1.11724	1.833	16.3512	0.319152	0.203619	0.252194	0.225035	0.481237	0.00336103	0.00336103	-71337.8	0.0	-3763.31	
12298000000	4364	-105733	-34230.8	-71501.8	1.60143	2023.99	99.1689	0	6.24524	-0.972745	-1.19289	-0.51834	-0.249565	-0.785975	-0.0686776	0.647416	0.714164	0.883633	0.628061	0.0491835	-0.872461	-0.0886036	0.4031	0.316689	0.176906	0.0676417	-0.543775	-1.17439	-1.19198	-0.968529	-1.25628	-1.18603	1.833	15.7309	0.327698	0.201136	0.245614	0.225553	0.514689	0.00335907	0.00335907	-71501.8	0.0	-3859.48	
12300000000	4360	-105474	-34019.4	-71454.6	1.5964	2024	100.086	0	6.24524	-0.967934	-1.06021	-0.437626	-0.0439845	-0.728769	-0.15648	0.398723	0.849582	0.933981	0.671009	0.0977109	-0.858191	0.220764	0.558236	0.223751	0.0632685	0.154693	-0.524807	-1.01104	-1.16697	-1.50062	-1.49372	-1.70234	1.833	17.0551	0.32752	0.202642	0.247283	0.222554	0.520443	0.0034848	0.0034848	-71454.6	0.0	-3912.85	
12302000000	4362	-105796	-34261.1	-71534.4	1.5737	2024.02	100.779	0	6.24524	-1.19286	-0.950417	-0.452191	0.0208407	-0.721889	-0.263548	0.403493	0.826325	0.961081	0.675137	0.00930457	-0.968353	0.0927729	0.568262	0.428167	0.299896	0.279975	-0.422218	-1.55943	-1.49538	-1.90645	-2.21882	-1.74037	1.833	18.5722	0.323892	0.20891	0.246286	0.220912	0.505892	0.00322245	0.00322245	-71534.4	0.0	-3955.67	
12304000000	4365	-105434	-34002.7	-71430.9	1.61301	2023.98	99.1676	0	6.24524	-1.12998	-1.07105	-0.641539	-0.296139	-0.739726	-0.217762	0.398292	0.836748	1.03627	0.57551	-0.07779	-1.21284	-0.0343057	0.510477	0.437301	0.294171	0.0303107	-0.488902	-1.54904	-2.39375	-2.53748	-2.91241	-2.86196	1.833	18.6744	0.329952	0.201555	0.241728	0.226766	0.511382	0.00347034	0.00347034	-71430.9	0.0	-3840.12	
12306000000	4367	-106041	-34501.4	-71539.7	1.57659	2024.02	98.9878	0	6.24524	-1.10152	-1.01272	-0.775956	-0.291296	-0.455705	-0.194406	0.383126	0.657585	0.979528	0.712606	0.022459	-1.08236	-0.065696	0.674357	0.320546	0.201554	0.0860583	-0.805834	-1.25295	-1.77482	-1.80818	-1.35264	-1.76853	1.833	16.4883	0.326835	0.201638	0.243732	0.227795	0.524758	0.00331837	0.00331837	-71539.7	0.0	-3834.36	
12308000000	4362	-106022	-34425.6	-71596.2	1.58118	2024.01	100.573	0	6.24524	-1.15151	-0.924378	-0.786764	-0.17171	-0.550557	-0.0323778	0.404094	0.763739	0.865408	0.679305	0.0569184	-1.01356	0.0447566	0.399385	0.516599	0.201255	0.100084	-0.602563	-1.32279	-1.44407	-1.6752	-2.16392	-2.69032	1.833	17.9651	0.323326	0.208163	0.245332	0.223178	0.525656	0.00326155	0.00326155	-71596.2	0.0	-3943.72	
12310000000	4358	-105739	-34304.2	-71434.4	1.56968	2024.02	100.917	0	6.24524	-1.26029	-0.861659	-0.421458	-0.159274	-0.396279	-0.250994	0.618034	0.652398	0.873424	0.68304	0.0485548	-1.04885	0.16991	0.537184	0.493586	0.12393	0.194248	-0.7542	-1.27105	-1.18579	-0.638195	-1.2128	-0.927236	1.833	17.3769	0.324822	0.210486	0.246547	0.218145	0.524899	0.00335735	0.00335735	-71434.4	0.0	-3964.54	
12312000000	4365	-105596	-34051.7	-71544	1.59359	2024	102.285	0	6.24524	-1.11046	-1.37756	-0.502771	-0.0568103	-0.549159	-0.0457027	0.689226	1.03442	0.980411	0.711714	0.0482464	-0.966919	0.149148	0.835828	0.504262	0.17784	0.182669	-0.709248	-1.28621	-1.45334	-1.59895	-1.67502	-1.32349	1.833	18.032	0.329926	0.206632	0.242094	0.221348	0.513884	0.00327698	0.00327698	-71544	0.0	-4049.3	
12314000000	4356	-105438	-34030.2	-71407.4	1.61917	2023.98	100.697	0	6.24524	-1.12794	-1.17915	-0.504585	-0.160565	-0.542845	-0.0905743	0.467034	0.74312	0.815062	0.729982	0.0669729	-0.978731	0.0462101	0.572787	0.546673	0.255626	0.166769	-0.54312	-1.83442	-1.81774	-1.87357	-1.68545	-1.24062	1.833	16.8966	0.3295	0.203239	0.244855	0.222407	0.504378	0.00339365	0.00339365	-71407.4	0.0	-3907.8	
12316000000	4357	-106230	-34598.1	-71631.8	1.63254	2023.96	103.61	0	6.24524	-1.03061	-1.20359	-0.320466	0.0319903	-0.331607	0.0694305	0.720069	0.735754	0.9863	0.766278	0.183332	-0.989445	0.183782	0.622504	0.574723	0.384096	0.176373	-0.436634	-1.20348	-1.55986	-1.97177	-2.22247	-2.58674	1.833	16.3696	0.325926	0.204792	0.24792	0.221362	0.528292	0.00316124	0.00316124	-71631.8	0.0	-4106.08	
12318000000	4357	-106171	-34640.3	-71530.7	1.64428	2023.95	101.435	0	6.24524	-0.937917	-1.25479	-0.349768	-0.24944	-0.415207	-0.399959	0.600434	0.726797	0.870086	0.637377	0.0707259	-1.21274	0.181293	0.584913	0.640589	0.228906	0.184847	-0.300872	-1.83942	-1.68291	-1.67587	-1.4018	-1.06947	1.833	17.8631	0.326615	0.20259	0.246262	0.224534	0.530138	0.00320831	0.00320831	-71530.7	0.0	-3976.08	
12320000000	4359	-105487	-34100.9	-71386.3	1.58764	2024.01	100.751	0	6.24524	-1.01231	-1.21303	-0.387218	-0.17657	-0.367334	-0.330461	0.546026	0.809531	0.920502	0.585831	0.147534	-1.24249	0.136018	0.57742	0.624297	0.240914	0.18675	-0.27373	-1.78808	-1.62863	-1.59188	-1.20141	-1.4213	1.833	16.1564	0.327348	0.207289	0.246738	0.218624	0.50017	0.00313563	0.00313563	-71386.3	0.0	-3951.15	
12322000000	4361	-105196	-33700	-71495.7	1.69091	2023.9	101.794	0	6.24524	-1.16926	-1.15341	-0.535393	-0.333186	-0.594828	-0.135089	0.562654	0.783419	0.854938	0.625065	0.0294824	-0.971455	0.353922	0.701098	0.705869	0.157094	0.146233	-0.485258	-1.63695	-1.50027	-1.34603	-1.30558	-1.54706	1.833	17.4217	0.326915	0.198296	0.249185	0.225604	0.477974	0.00330458	0.00330458	-71495.7	0.0	-3982.88	
12324000000	4360	-105669	-34105.7	-71563.8	1.65694	2023.94	100.639	0	6.24524	-1.19557	-1.0876	-0.537644	-0.276134	-0.754615	-0.379689	0.38225	0.987407	0.942104	0.547607	-0.166892	-0.905919	0.0148166	0.519031	0.31296	0.416039	0.035037	-0.0638134	-1.18079	-1.41075	-1.14946	-0.989899	-0.85017	1.833	17.1381	0.327454	0.206124	0.242418	0.224004	0.519508	0.0032483	0.0032483	-71563.8	0.0	-3899.53	
12326000000	4357	-106465	-34788.4	-71677.1	1.67921	2023.92	102.271	0	6.24524	-1.20152	-0.798218	-0.287608	-0.334122	-0.524049	-0.0402929	0.762931	0.807663	0.932848	0.62952	0.122535	-1.01359	0.00183436	0.562666	0.409955	0.477669	0.297081	-0.288153	-0.918571	-1.12208	-1.72653	-2.06043	-2.53712	1.833	16.5025	0.326726	0.206637	0.24575	0.220887	0.55135	0.00325769	0.00325769	-71677.1	0.0	-3994.94	
12328000000	4359	-105339	-33944.3	-71394.7	1.64364	2023.95	100.311	0	6.24524	-1.04632	-1.09781	-0.65309	-0.211414	-0.673469	-0.299418	0.511318	0.8309	0.981096	0.654978	-0.137404	-0.97414	0.00802183	0.567522	0.183788	0.35195	0.0523327	-0.343664	-1.34961	-1.69278	-1.8368	-2.60336	-2.30095	1.833	17.5547	0.330048	0.201234	0.247416	0.221302	0.518533	0.00337474	0.00337474	-71394.7	0.0	-3909.59	
12330000000	4358	-105438	-34007.9	-71430	1.57853	2024.01	100.119	0	6.24524	-1.04358	-0.931437	-0.610374	-0.345875	-0.475608	-0.0492897	0.39216	0.899216	1.00371	0.630664	-0.0532852	-0.824461	0.085714	0.482798	0.218334	0.303946	0.0693198	-0.881786	-0.576967	-1.24369	-0.992726	-1.4556	-2.11011	1.833	16.9313	0.327324	0.207822	0.243036	0.221817	0.504505	0.00346321	0.00346321	-71430	0.0	-3953	
12332000000	4361	-105380	-33940.1	-71440.3	1.66334	2023.93	99.2387	0	6.24524	-1.02468	-0.831621	-0.645564	-0.233191	-0.700769	-0.0592367	0.516569	0.717978	0.884281	0.650478	-0.0284896	-0.965356	-0.0500457	0.552465	0.338755	0.251163	0.147936	-0.472577	-0.357583	-0.688115	-0.8082	-1.09832	-0.62113	1.833	18.1571	0.323189	0.208459	0.244755	0.223598	0.519815	0.00340928	0.00340928	-71440.3	0.0	-3849.6	
12334000000	4358	-105015	-33609.9	-71405.4	1.56787	2024.02	101.526	0	6.24524	-1.15314	-0.864126	-0.633598	-0.198013	-0.605436	-0.204017	0.40229	0.793128	1.05413	0.603987	-0.00335527	-1.12725	0.256243	0.489915	0.421707	0.198901	0.214536	-0.685964	-1.00892	-0.516062	-0.460408	-0.548977	-0.255553	1.833	16.467	0.32993	0.201165	0.248086	0.220818	0.483215	0.00337975	0.00337975	-71405.4	0.0	-4013.23	
12336000000	4358	-105071	-33796.4	-71274.1	1.55332	2024.04	99.4674	0	6.24524	-1.04843	-1.32842	-0.954047	-0.116354	-0.630926	-0.448665	0.639015	0.69762	1.01442	0.622738	0.0172558	-0.778206	-0.0328022	0.689012	0.36915	0.241867	0.12169	-0.51089	-1.54082	-1.52368	-1.00428	-0.914549	-0.243169	1.833	16.5174	0.326029	0.203571	0.243284	0.227116	0.489176	0.00334068	0.00334068	-71274.1	0.0	-3889.12	
12338000000	4357	-104247	-32881.4	-71365.1	1.61532	2023.98	99.3926	0	6.24524	-1.0887	-1.00868	-0.733038	-0.30165	-0.6659	0.119836	0.418623	1.05234	0.931771	0.488846	6.62623e-05	-0.830841	0.0714192	0.467295	0.379	0.180303	0.0320441	-0.618935	-1.40577	-1.87498	-1.74486	-1.69382	-2.2861	1.833	17.5971	0.330479	0.210756	0.241171	0.217594	0.45727	0.00339803	0.00339803	-71365.1	0.0	-3865.84	
12340000000	4357	-105723	-34196.1	-71526.7	1.6326	2023.96	102.259	0	6.24524	-1.08326	-0.900029	-0.654005	-0.113112	-0.671337	0.109897	0.666623	0.924485	1.0095	0.597673	0.0379712	-0.977987	0.245164	0.905252	0.368248	0.269015	0.202611	-0.240645	-1.52307	-1.49455	-1.5725	-2.33966	-2.32718	1.833	17.5544	0.324152	0.202359	0.250951	0.222538	0.51718	0.0032614	0.0032614	-71526.7	0.0	-4032.73	
12342000000	4351	-105927	-34348.5	-71578.6	1.61846	2023.98	103.64	0	6.24524	-1.01583	-0.877055	-0.594646	-0.0519487	-0.558101	0.100268	0.644937	0.951654	1.06084	0.541132	0.042033	-0.995504	0.189441	0.842932	0.452459	0.316277	0.329702	-0.230386	-1.45633	-1.59274	-1.60173	-2.19392	-2.27235	1.833	16.9697	0.32078	0.205142	0.245366	0.228712	0.501702	0.00313446	0.00313446	-71578.6	0.0	-4112.81	
12344000000	4353	-105364	-33879.9	-71484.2	1.64376	2023.95	102.833	0	6.24524	-1.01437	-0.974436	-0.516756	-0.110705	-0.493793	0.25539	0.605534	0.920152	1.01204	0.672344	-0.0758658	-0.960411	0.0576932	0.76648	0.522166	0.216868	0.0434542	-0.341126	-1.06855	-1.38504	-1.70908	-1.70779	-1.74249	1.833	16.7713	0.32841	0.1995	0.245405	0.226685	0.493352	0.00324966	0.00324966	-71484.2	0.0	-4055.03	
12346000000	4355	-106157	-34531.2	-71626.2	1.55151	2024.04	102.75	0	6.24524	-1.02479	-1.02515	-0.651932	-0.193718	-0.607946	-0.264163	0.927953	0.922482	1.00199	0.609754	0.0383377	-1.06955	-0.122862	0.679599	0.547325	0.349019	0.315976	-0.331056	-1.24623	-1.87524	-1.94456	-2.13436	-2.30797	1.833	16.5486	0.331159	0.197236	0.251847	0.219759	0.537423	0.00326542	0.00326542	-71626.2	0.0	-4060.54	
12348000000	4356	-105270	-33747.4	-71522.5	1.62108	2023.97	103.183	0	6.24524	-1.21631	-1.15158	-0.522588	-0.127705	-0.563073	-0.183646	0.762223	0.974495	0.995043	0.750861	0.0729219	-1.0753	0.111577	0.532819	0.466778	0.294522	0.34793	-0.36435	-1.39075	-2.10904	-2.14694	-2.31595	-2.34289	1.833	16.9461	0.320865	0.209083	0.244795	0.225258	0.482649	0.00319522	0.00319522	-71522.5	0.0	-4087.71	
12350000000	4358	-106285	-34636.3	-71649	1.56649	2024.03	102.196	0	6.24524	-1.00909	-1.06003	-0.595618	-0.117095	-0.39827	-0.384756	0.451771	0.641419	0.970235	0.654652	0.113965	-0.991553	0.0142624	0.773582	0.280859	0.359362	0.216	-0.530187	-0.890875	-0.175008	0.325141	-0.343848	0.249899	1.833	16.2824	0.321132	0.204971	0.251961	0.221937	0.530678	0.00324582	0.00324582	-71649	0.0	-4051.03	
12352000000	4356	-106319	-34869.5	-71449.1	1.6744	2023.92	99.018	0	6.24524	-1.22303	-1.22225	-0.517213	-0.326345	-0.62118	-0.315674	0.638514	0.657536	0.896183	0.53304	0.0846526	-1.09914	0.117039	0.555688	0.151289	0.294681	0.232821	-0.540575	-1.26621	-0.875754	-0.252584	-0.40715	-0.100309	1.833	17.4655	0.327425	0.20701	0.238636	0.226929	0.562008	0.00331891	0.00331891	-71449.1	0.0	-3807.94	
12354000000	4360	-106604	-34908.2	-71696.3	1.64356	2023.95	100.461	0	6.24524	-1.30654	-1.14276	-0.576065	-0.229735	-0.657385	-0.108838	0.613875	0.643924	0.834441	0.608875	0.1819	-1.06437	0.153237	0.575105	0.181687	0.257777	0.381762	-0.691716	-0.852299	-1.38717	-0.668679	-0.887228	-1.06556	1.833	16.3833	0.328251	0.205919	0.245152	0.220678	0.572693	0.0033833	0.0033833	-71696.3	0.0	-3906.47	
12356000000	4361	-104990	-33562.5	-71427.2	1.70046	2023.89	101.617	0	6.24524	-1.16061	-0.924345	-0.527421	-0.208093	-0.521251	0.0374937	0.771084	0.72848	0.880775	0.62637	0.116368	-1.04593	0.0211804	0.673788	0.320411	0.358301	0.232774	-0.402881	-1.0495	-0.917291	-0.998886	-1.39249	-0.898917	1.833	17.3397	0.324552	0.201468	0.245965	0.228015	0.474302	0.00329377	0.00329377	-71427.2	0.0	-3953.97	
12358000000	4358	-106180	-34682.4	-71497.8	1.58328	2024.01	99.6226	0	6.24524	-0.924191	-1.20438	-0.584415	-0.0554145	-0.509575	-0.231819	0.798132	0.868944	0.911134	0.564563	-0.189079	-0.981569	0.267444	0.579305	0.24451	-0.0283073	0.0486145	-0.0454525	-0.992493	-1.23958	-1.4339	-1.33226	-1.23796	1.833	16.9809	0.323853	0.201911	0.245135	0.229101	0.545733	0.0033591	0.0033591	-71497.8	0.0	-3883.04	
12360000000	4359	-106311	-34844.3	-71466.9	1.59026	2024	101.355	0	6.24524	-0.852621	-0.953602	-0.457485	-0.151907	-0.475275	-0.151391	0.573667	0.958942	0.920464	0.548149	0.0897549	-0.936253	0.293682	0.524881	0.428022	0.157075	-0.024835	-0.486949	-1.4569	-1.65952	-1.58469	-1.40911	-1.78509	1.833	17.6537	0.330514	0.199371	0.250319	0.219795	0.533416	0.00317962	0.00317962	-71466.9	0.0	-4023.16	
12362000000	4358	-105932	-34408.7	-71523.8	1.5813	2024.01	102.066	0	6.24524	-1.02525	-0.996893	-0.413255	-0.0807415	-0.586265	-0.0811034	0.747783	0.843419	0.901566	0.685966	0.0881772	-0.829428	0.0776113	0.491583	0.344309	0.353605	0.171583	-0.393831	-1.53582	-2.31343	-2.17312	-2.88685	-2.90671	1.833	17.0526	0.329786	0.204089	0.23893	0.227196	0.521576	0.00329056	0.00329056	-71523.8	0.0	-4033.95	
12364000000	4361	-105863	-34323.8	-71539.5	1.6382	2023.96	102.379	0	6.24524	-1.00954	-1.06861	-0.382385	0.0776448	-0.76169	-0.215863	0.830614	0.974576	0.955845	0.6783	-0.00231274	-0.864899	0.0627911	0.571195	0.382478	0.307316	0.0693265	-0.0953679	-1.18542	-1.72921	-1.52654	-0.901999	-1.20397	1.833	17.7109	0.328938	0.201645	0.247063	0.222354	0.501514	0.00322445	0.00322445	-71539.5	0.0	-4028.6	
12366000000	4353	-104905	-33484	-71420.5	1.66078	2023.93	101.285	0	6.24524	-0.989682	-1.11209	-0.528435	-0.00126121	-0.859727	-0.193703	0.843902	0.715677	0.928745	0.711502	-0.0716942	-1.04204	0.0244233	0.627517	0.299559	0.197987	0.150302	-0.215414	-1.00147	-1.54652	-1.40184	-1.2343	-0.223775	1.833	15.9694	0.328505	0.199846	0.245752	0.225898	0.492357	0.00345153	0.00345153	-71420.5	0.0	-3957.68	
12368000000	4358	-106348	-34746.6	-71601.3	1.66458	2023.93	102.055	0	6.24524	-0.990387	-0.942984	-0.48547	-0.0187808	-0.498927	-0.0329884	0.714029	0.959715	0.93028	0.644232	0.00623278	-0.850275	0.228046	0.480654	0.196371	0.345247	0.126558	-0.25782	-0.709523	-2.103	-2.38014	-2.11685	-2.67205	1.833	17.0645	0.319674	0.209091	0.245441	0.225794	0.540307	0.00327111	0.00327111	-71601.3	0.0	-4014.67	
12370000000	4358	-105057	-33619.6	-71437.6	1.66006	2023.93	101.073	0	6.24524	-1.04462	-1.1596	-0.742585	-0.119479	-0.47499	-0.109129	0.578311	0.678661	0.906277	0.532954	0.135669	-0.956515	-0.000668238	0.701801	0.0636573	0.40204	0.167535	-0.164956	-1.609	-1.56031	-2.12883	-1.88879	-1.30769	1.833	18.4215	0.336016	0.199444	0.243705	0.220834	0.509792	0.00344246	0.00344246	-71437.6	0.0	-3917.06	
12372000000	4355	-105470	-34021.8	-71448.2	1.64374	2023.95	101.635	0	6.24524	-1.00815	-0.952439	-0.52553	-0.243014	-0.656776	0.0102512	0.49189	0.967867	0.927629	0.638422	-0.0840415	-0.855232	0.320877	0.719291	0.231048	0.260934	0.272003	0.0429982	-1.16867	-1.05848	-1.24662	-0.891837	-1.18709	1.833	18.2823	0.32799	0.207991	0.242464	0.221556	0.497165	0.0031645	0.0031645	-71448.2	0.0	-3972.14	
