# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_b/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 50000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_b/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 500000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_b/ebola_delphy_alpha.dphy <DASH-DASH>v0-delphy-snapshot-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	coalescent	
500000	55	-46395.9	-19603.7	-26792.2	1.9492	2012.51	14.686	2.04738	0.650512	6.11099	0.319592	0.214618	0.200983	0.264807	0.827534	0.000237017	0.000237017	-26792.2	0.0	-131.832	
550000	55	-44100.9	-17320.7	-26780.2	1.24674	2013.21	11.1932	1.73139	1.62295	4.96916	0.318482	0.215309	0.198097	0.268112	0.600846	0.000292805	0.000292805	-26780.2	0.0	-108.83	
600000	55	-45867.2	-19097.3	-26769.9	1.04174	2013.42	8.91756	2.04823	2.86333	16.0611	0.315922	0.213457	0.198597	0.272024	0.748783	0.000303478	0.000303478	-26769.9	0.0	-94.8226	
650000	55	-37971.7	-11217.9	-26753.8	1.32727	2013.13	10.1328	1.35738	0.249864	7.16331	0.325813	0.212906	0.196561	0.264719	0.39101	0.000328725	0.000328725	-26753.8	0.0	-90.7089	
700000	55	-31691.2	-4942.67	-26748.5	1.25466	2013.21	10.1518	1.65976	1.78761	10.8591	0.318356	0.214007	0.202082	0.265555	0.315646	0.000308005	0.000308005	-26748.5	0.0	-98.8447	
750000	55	-6908.32	19820.3	-26728.6	0.739636	2013.72	7.31793	1.14038	2.63215	11.0325	0.31955	0.218116	0.197835	0.264499	0.192097	0.000411382	0.000411382	-26728.6	0.0	-76.3801	
800000	55	-3424.55	23272.8	-26697.3	0.683495	2013.78	5.99444	1.10695	2.97818	8.40658	0.324232	0.20842	0.202512	0.264836	0.18272	0.000539825	0.000539825	-26697.3	0.0	-51.6981	
850000	55	15519.1	42211.2	-26692.1	0.645764	2013.81	5.27688	0.598474	1.92107	9.50761	0.324863	0.211122	0.197632	0.266383	0.145654	0.000571524	0.000571524	-26692.1	0.0	-31.0607	
900000	55	-37299.4	-10569.4	-26730	0.721113	2013.74	6.52854	0.996607	3.98247	9.19385	0.313323	0.213058	0.20038	0.273239	0.389349	0.000452822	0.000452822	-26730	0.0	-61.335	
950000	55	-549.03	26146.8	-26695.8	0.546925	2013.91	6.13084	1.39434	7.19328	10.6364	0.319561	0.211268	0.201542	0.267628	0.172211	0.000476028	0.000476028	-26695.8	0.0	-64.8552	
1000000	55	8407.42	35080.8	-26673.4	0.531	2013.93	4.79346	0.912706	6.6676	5.51373	0.314419	0.214093	0.203528	0.26796	0.156861	0.000645994	0.000645994	-26673.4	0.0	-36.1408	
1050000	55	104037	130672	-26634.9	0.50142	2013.96	4.59652	0.666471	2.23278	5.00015	0.321797	0.214627	0.198369	0.265207	0.0788624	0.000596253	0.000596253	-26634.9	0.0	-28.2105	
1100000	55	-19253.3	7431.24	-26684.6	0.67089	2013.79	4.76907	0.538601	2.20867	11.4706	0.32067	0.21322	0.198864	0.267246	0.231525	0.000629448	0.000629448	-26684.6	0.0	-29.4712	
1150000	55	3618.49	30286.9	-26668.4	0.465676	2013.99	3.71251	0.473295	1.9176	12.4827	0.318786	0.210272	0.202425	0.268516	0.167022	0.000763986	0.000763986	-26668.4	0.0	-1.00383	
1200000	55	40543.9	67215.4	-26671.5	0.550878	2013.91	3.9622	0.421132	1.55239	7.48494	0.31814	0.213886	0.202985	0.264988	0.114338	0.000720277	0.000720277	-26671.5	0.0	-6.69339	
1250000	55	-31526	-4810.84	-26715.2	0.642112	2013.82	4.14863	0.427006	1.13491	7.23063	0.319151	0.212597	0.196111	0.272141	0.308268	0.000653342	0.000653342	-26715.2	0.0	2.62152	
1300000	55	10896.9	37554.3	-26657.4	0.481956	2013.98	3.22859	0.279753	-1.13873	9.01003	0.321511	0.210961	0.19894	0.268588	0.152517	0.000926294	0.000926294	-26657.4	0.0	25.0383	
1350000	55	8971.77	35623.7	-26652	0.388511	2014.07	3.04536	0.4632	6.5335	10.3658	0.318153	0.213784	0.196639	0.271425	0.154001	0.000886643	0.000886643	-26652	0.0	12.2149	
1400000	55	-23293	3388.53	-26681.5	0.371367	2014.09	3.10279	0.612737	8.264	6.67657	0.320961	0.214198	0.198155	0.266686	0.256471	0.000868378	0.000868378	-26681.5	0.0	7.40248	
1450000	55	1889.56	28549	-26659.5	0.362179	2014.1	3.20245	0.632946	7.8556	11.8784	0.32099	0.213485	0.198798	0.266726	0.169386	0.0010478	0.0010478	-26659.5	0.0	5.45563	
1500000	55	-21473.2	5187.15	-26660.4	0.316508	2014.14	2.35563	0.377603	9.14212	6.32204	0.318842	0.215489	0.196523	0.269146	0.245664	0.00107149	0.00107149	-26660.4	0.0	41.6777	
1550000	55	-8176.36	18478.5	-26654.9	0.410527	2014.05	2.69799	0.195036	0.343715	8.16515	0.319114	0.214042	0.196995	0.26985	0.193219	0.00110469	0.00110469	-26654.9	0.0	51.2319	
1600000	55	-41434.6	-14753.1	-26681.5	0.477826	2013.98	2.6742	0.229444	1.55283	10.7405	0.322141	0.211973	0.200432	0.265454	0.479886	0.000882012	0.000882012	-26681.5	0.0	56.1521	
1650000	55	-37722	-11078.7	-26643.4	0.342637	2014.12	1.66657	0.104127	-0.279964	8.32568	0.321913	0.210633	0.196239	0.271216	0.400369	0.00167518	0.00167518	-26643.4	0.0	97.0893	
1700000	55	-39026.8	-12383.5	-26643.3	0.296301	2014.16	1.6546	0.157307	4.77531	11.733	0.320787	0.210033	0.200841	0.26834	0.417949	0.001633	0.001633	-26643.3	0.0	93.4739	
1750000	55	-45823.9	-19151.4	-26672.4	0.278945	2014.18	1.87324	0.270161	11.9716	5.63618	0.320335	0.211799	0.196015	0.271851	0.804639	0.00160399	0.00160399	-26672.4	0.0	70.5835	
1800000	55	-46299.9	-19614.4	-26685.5	0.272122	2014.19	1.86017	0.42878	15.5101	7.20441	0.316628	0.216985	0.197134	0.269252	1.0202	0.00168091	0.00168091	-26685.5	0.0	66.606	
1850000	55	-44521.9	-17849.8	-26672.1	0.264851	2014.19	1.56345	0.215846	12.8144	21.7366	0.32224	0.214814	0.199569	0.263377	0.612407	0.00204326	0.00204326	-26672.1	0.0	92.2934	
1900000	55	-46002.4	-19334.2	-26668.2	0.274151	2014.18	1.35326	0.107004	5.525	8.34162	0.313367	0.217379	0.194853	0.274401	0.985786	0.002059	0.002059	-26668.2	0.0	111.039	
1950000	55	-44761.9	-18103.9	-26658	0.299958	2014.16	1.45714	0.100953	4.55202	8.76841	0.322099	0.211298	0.199474	0.267128	0.656254	0.00181967	0.00181967	-26658	0.0	117.698	
2000000	55	-44196.8	-17537.3	-26659.5	0.283258	2014.18	1.45224	0.112371	4.22855	6.68923	0.316485	0.217405	0.199755	0.266356	0.631991	0.0017183	0.0017183	-26659.5	0.0	114.585	
2050000	56	-44530	-17844	-26686	0.297101	2014.16	1.80122	0.193865	7.4037	8.33993	0.325174	0.208643	0.202389	0.263794	0.65133	0.00150722	0.00150722	-26686	0.0	78.4348	
2100000	55	-35728.5	-9068.52	-26660	0.38062	2014.08	1.97824	0.180166	1.81345	14.8825	0.316482	0.212676	0.200816	0.270026	0.37134	0.00149997	0.00149997	-26660	0.0	79.7779	
2150000	55	-29337	-2679.3	-26657.7	0.392856	2014.07	1.95305	0.189081	4.02991	13.0191	0.320746	0.216241	0.19769	0.265324	0.292625	0.00139895	0.00139895	-26657.7	0.0	77.0261	
2200000	55	-40060.9	-13406.4	-26654.5	0.317815	2014.14	1.7846	0.228593	7.52599	12.2189	0.325102	0.209608	0.19733	0.267959	0.452794	0.00150816	0.00150816	-26654.5	0.0	78.1312	
2250000	55	-43261.5	-16599.2	-26662.3	0.294181	2014.16	1.58701	0.153783	5.90084	9.90485	0.320669	0.211411	0.195905	0.272015	0.547751	0.00193813	0.00193813	-26662.3	0.0	94.4349	
2300000	55	-39444.7	-12786.7	-26658.1	0.272429	2014.19	1.49114	0.126596	5.11322	5.50392	0.320169	0.211496	0.196485	0.271849	0.438613	0.00189307	0.00189307	-26658.1	0.0	108.704	
2350000	55	-44286.3	-17614.8	-26671.5	0.302202	2014.16	1.76973	0.162445	2.19086	6.61569	0.322944	0.210111	0.196223	0.270722	0.613116	0.00169549	0.00169549	-26671.5	0.0	87.0199	
2400000	55	-45028.1	-18353.6	-26674.6	0.35213	2014.11	1.84269	0.177342	4.76457	3.74196	0.31817	0.214642	0.197567	0.269622	0.707912	0.00176725	0.00176725	-26674.6	0.0	89.2488	
2450000	55	-44591.8	-17920.5	-26671.3	0.313888	2014.15	1.61527	0.104026	3.02118	7.87241	0.316587	0.21618	0.200205	0.267029	0.637259	0.00170781	0.00170781	-26671.3	0.0	105.978	
2500000	55	-46014.1	-19323.1	-26691	0.356411	2014.1	1.76406	0.108118	1.91315	14.303	0.322378	0.211157	0.195929	0.270537	1.08504	0.00182212	0.00182212	-26691	0.0	101.057	
2550000	55	-43700.3	-17021.9	-26678.4	0.332696	2014.13	1.52011	0.109915	2.23811	13.6054	0.312868	0.21105	0.204168	0.271914	0.564225	0.00156131	0.00156131	-26678.4	0.0	115.419	
2600000	55	-40595.7	-13952.7	-26643	0.275721	2014.18	1.31325	0.108813	5.54525	10.0991	0.317693	0.219661	0.194698	0.267948	0.455518	0.00179917	0.00179917	-26643	0.0	122.428	
2650000	55	-11987.5	14610.5	-26598	0.276155	2014.18	1.1755	0.0902356	5.17235	6.9087	0.322944	0.211243	0.195314	0.270498	0.203714	0.00285851	0.00285851	-26598	0.0	135.101	
2700000	55	-42750.8	-16113	-26637.8	0.273799	2014.19	1.32325	0.106565	7.37	8.92122	0.316552	0.213362	0.196143	0.273943	0.529849	0.00225972	0.00225972	-26637.8	0.0	111.619	
2750000	55	-44397.8	-17746.9	-26650.9	0.262985	2014.2	1.40433	0.160399	9.8051	10.6609	0.320038	0.219108	0.196435	0.264418	0.6138	0.0017902	0.0017902	-26650.9	0.0	108.319	
2800000	55	-44254.8	-17599.6	-26655.2	0.257486	2014.2	1.30345	0.135746	8.97575	5.73307	0.317545	0.214376	0.196145	0.271934	0.611859	0.00214996	0.00214996	-26655.2	0.0	117.064	
2850000	55	-45981.7	-19312.5	-26669.2	0.301388	2014.16	1.57903	0.119136	4.75658	9.55829	0.320655	0.216283	0.20002	0.263042	0.89632	0.0020204	0.0020204	-26669.2	0.0	103.636	
2900000	55	-46043.6	-19376.2	-26667.4	0.262893	2014.2	1.3821	0.169678	11.061	8.67962	0.31485	0.219406	0.19719	0.268554	0.855358	0.00247614	0.00247614	-26667.4	0.0	109.313	
2950000	55	-43635.3	-16986.4	-26648.8	0.283165	2014.18	1.27606	0.104419	5.63403	6.63624	0.318598	0.213736	0.199721	0.267945	0.598777	0.00264921	0.00264921	-26648.8	0.0	128.127	
3000000	55	-45269.9	-18613.6	-26656.3	0.287892	2014.17	1.3779	0.117664	6.49158	11.3321	0.318821	0.21555	0.198105	0.267524	0.741417	0.00180099	0.00180099	-26656.3	0.0	118.176	
3050000	55	-42080.2	-15412.3	-26668	0.372796	2014.08	1.70984	0.0951291	-0.917618	9.58332	0.32022	0.214377	0.193301	0.272102	0.505674	0.00163591	0.00163591	-26668	0.0	109.557	
3100000	55	-27338.5	-713.575	-26625	0.28797	2014.17	1.2831	0.0771507	3.39708	10.3679	0.316672	0.215653	0.199199	0.268476	0.284056	0.00261158	0.00261158	-26625	0.0	130.026	
3150000	55	-16021.8	10599.6	-26621.4	0.293847	2014.16	1.28132	0.0859012	2.01898	8.18191	0.325687	0.212265	0.197373	0.264674	0.221722	0.00244952	0.00244952	-26621.4	0.0	125.733	
3200000	55	-34684.6	-8054.56	-26630	0.273536	2014.19	1.27511	0.0861599	3.55873	14.176	0.316375	0.214048	0.196918	0.272659	0.350297	0.00207667	0.00207667	-26630	0.0	126.272	
3250000	55	-42792.5	-16137.5	-26655	0.26592	2014.19	1.36832	0.121493	2.84619	8.52189	0.323604	0.208953	0.196337	0.271106	0.545432	0.0025237	0.0025237	-26655	0.0	111.701	
3300000	55	-43259	-16600.3	-26658.6	0.290213	2014.17	1.38886	0.113241	5.10365	10.7525	0.320771	0.214096	0.202101	0.263032	0.553672	0.00229913	0.00229913	-26658.6	0.0	113.189	
3350000	55	-43862.6	-17208.5	-26654.1	0.309029	2014.15	1.40364	0.11655	4.73686	13.3343	0.316954	0.216278	0.198946	0.267822	0.596223	0.00196613	0.00196613	-26654.1	0.0	114.017	
3400000	55	-43525.8	-16878.8	-26647	0.279788	2014.18	1.23194	0.126173	9.34038	6.66234	0.321693	0.215892	0.194302	0.268113	0.56671	0.0022574	0.0022574	-26647	0.0	124.622	
3450000	55	-25927.3	706.879	-26634.2	0.28083	2014.18	1.50212	0.16293	9.56948	11.5212	0.323226	0.215661	0.195817	0.265297	0.269951	0.00140527	0.00140527	-26634.2	0.0	97.3872	
3500000	55	-22817.4	3810.01	-26627.4	0.284513	2014.18	1.77866	0.268186	13.3908	13.4212	0.322084	0.21013	0.204263	0.263523	0.255909	0.00189627	0.00189627	-26627.4	0.0	75.1383	
3550000	55	-11012.9	15635.3	-26648.2	0.26485	2014.19	1.85552	0.260367	7.76995	7.15315	0.313539	0.2178	0.19638	0.272281	0.205359	0.00136399	0.00136399	-26648.2	0.0	68.9502	
3600000	55	-23839.8	2797.68	-26637.5	0.291119	2014.17	1.70927	0.155441	3.46911	18.0052	0.32213	0.210249	0.194755	0.272866	0.260887	0.00184453	0.00184453	-26637.5	0.0	84.3154	
3650000	55	-30610.9	-3955.82	-26655.1	0.275401	2014.18	1.67841	0.127396	2.96919	5.25897	0.311459	0.217058	0.19611	0.275372	0.307605	0.00212019	0.00212019	-26655.1	0.0	90.0778	
3700000	55	-33006.3	-6353.46	-26652.9	0.290234	2014.17	1.73835	0.225198	6.21974	12.2498	0.319437	0.215726	0.197801	0.267036	0.316874	0.00166108	0.00166108	-26652.9	0.0	76.9808	
3750000	55	-24882.4	1767.63	-26650	0.307427	2014.15	1.79351	0.146185	3.84088	10.583	0.31958	0.212143	0.200575	0.267702	0.264366	0.00155357	0.00155357	-26650	0.0	81.7434	
3800000	55	-12528.6	14088.3	-26616.9	0.278466	2014.18	1.54577	0.158303	9.94834	5.71245	0.318232	0.209168	0.205976	0.266624	0.206723	0.00187071	0.00187071	-26616.9	0.0	95.8525	
3850000	55	-45247	-18571.4	-26675.6	0.380782	2014.08	1.9116	0.160921	4.32204	9.79051	0.321772	0.21501	0.194101	0.269116	0.694964	0.00136757	0.00136757	-26675.6	0.0	88.4759	
3900000	55	-45910.7	-19218.1	-26692.6	0.35438	2014.1	1.97803	0.142559	2.11119	8.63932	0.322733	0.215383	0.194709	0.267175	0.98082	0.00152918	0.00152918	-26692.6	0.0	84.7971	
3950000	55	-45998.4	-19325.3	-26673.1	0.355379	2014.1	1.683	0.119882	2.90647	7.19816	0.318109	0.213792	0.197881	0.270218	1.10356	0.00152066	0.00152066	-26673.1	0.0	101.751	
4000000	55	-45925.1	-19245.7	-26679.4	0.318574	2014.14	1.47825	0.104042	3.10873	7.59368	0.324804	0.210815	0.198234	0.266148	1.20538	0.00190943	0.00190943	-26679.4	0.0	116.708	
4050000	55	-43987.7	-17309.9	-26677.8	0.304044	2014.16	1.42844	0.0877577	1.94715	8.3382	0.320876	0.210196	0.197471	0.271457	1.91583	0.00207116	0.00207116	-26677.8	0.0	113.873	
4100000	55	-41676.7	-14989.9	-26686.9	0.291676	2014.17	1.34193	0.0703783	-0.49298	7.61165	0.321748	0.212161	0.190381	0.27571	2.78568	0.00194701	0.00194701	-26686.9	0.0	121.971	
4150000	55	-44242.5	-17565.2	-26677.3	0.289144	2014.17	1.17871	0.0976931	6.63166	7.29529	0.322409	0.211798	0.192671	0.273121	1.8087	0.00249666	0.00249666	-26677.3	0.0	141.971	
4200000	56	-43738.6	-17057.3	-26681.3	0.304249	2014.15	1.19683	0.0813269	5.57121	18.4198	0.318111	0.2137	0.197354	0.270835	2.01573	0.00275904	0.00275904	-26681.3	0.0	143.985	
4250000	55	-42422	-15750.9	-26671.1	0.283409	2014.18	1.03928	0.0525125	0.358733	5.7702	0.320354	0.215117	0.195607	0.268922	2.47018	0.00226052	0.00226052	-26671.1	0.0	162.169	
4300000	55	-41583	-14923.6	-26659.5	0.275334	2014.18	0.9538	0.050817	8.27958	12.3829	0.317411	0.213561	0.198469	0.270559	2.82862	0.00294398	0.00294398	-26659.5	0.0	170.507	
4350000	55	-41089	-14418.9	-26670	0.274194	2014.18	1.03173	0.0593486	2.63827	14.4814	0.312058	0.215492	0.20272	0.26973	2.9906	0.00320184	0.00320184	-26670	0.0	159.126	
4400000	55	-40786.4	-14104.1	-26682.3	0.282653	2014.18	1.07186	0.0661704	4.12022	7.59181	0.311654	0.211606	0.205925	0.270816	3.28838	0.00258539	0.00258539	-26682.3	0.0	159.43	
4450000	55	-41872	-15205.7	-26666.3	0.274596	2014.18	1.12701	0.0867345	6.75349	5.18867	0.321784	0.212335	0.199316	0.266565	2.72328	0.00205908	0.00205908	-26666.3	0.0	146.268	
4500000	57	-40079.1	-13367.1	-26711.9	0.291471	2014.17	1.2182	0.0867766	7.25926	6.8948	0.31357	0.215042	0.199611	0.271777	3.52357	0.00304907	0.00304907	-26711.9	0.0	138.361	
4550000	56	-45010.3	-18323.5	-26686.8	0.256025	2014.2	1.3822	0.163918	14.1772	8.38368	0.32147	0.212454	0.202029	0.264047	1.57278	0.00219149	0.00219149	-26686.8	0.0	114.358	
4600000	55	-45076.1	-18398.3	-26677.7	0.282966	2014.18	1.4374	0.13849	7.60083	12.3666	0.319493	0.212207	0.19467	0.27363	1.53659	0.00254999	0.00254999	-26677.7	0.0	106.498	
4650000	55	-42559.2	-15866.5	-26692.7	0.324799	2014.13	1.84975	0.150136	4.49439	5.11387	0.322307	0.216699	0.19728	0.263714	2.50779	0.00167213	0.00167213	-26692.7	0.0	82.5549	
4700000	55	-44797.9	-18121.6	-26676.3	0.313769	2014.15	1.58358	0.14017	2.62592	9.81491	0.316461	0.213225	0.198913	0.271402	1.67366	0.00185052	0.00185052	-26676.3	0.0	99.4522	
4750000	55	-44494.6	-17831.2	-26663.4	0.296216	2014.16	1.52835	0.111653	4.83687	10.1035	0.318539	0.209419	0.201743	0.270298	0.647125	0.00156501	0.00156501	-26663.4	0.0	101.207	
4800000	55	-44047.3	-17403.7	-26643.6	0.274783	2014.18	1.33356	0.119156	9.43954	9.16407	0.317962	0.216743	0.190342	0.274954	0.58574	0.00232544	0.00232544	-26643.6	0.0	117.996	
4850000	55	-45499.6	-18834.3	-26665.2	0.314465	2014.15	1.13308	0.0521192	3.33602	6.52334	0.319813	0.21457	0.19843	0.267188	1.35228	0.00261932	0.00261932	-26665.2	0.0	155.587	
4900000	55	-42453.5	-15781.5	-26671.9	0.272813	2014.19	1.13102	0.101221	9.59246	10.2067	0.318501	0.212087	0.200404	0.269008	2.4934	0.00273216	0.00273216	-26671.9	0.0	141.132	
4950000	55	-40761.5	-14091.2	-26670.3	0.270497	2014.19	1.19614	0.11594	10.489	13.2158	0.312007	0.218898	0.201186	0.267909	3.21131	0.00272763	0.00272763	-26670.3	0.0	129.395	
5000000	55	-39572.8	-12903	-26669.8	0.274815	2014.18	1.05834	0.0779564	8.23224	6.66832	0.32225	0.220874	0.197712	0.259164	3.7217	0.00258293	0.00258293	-26669.8	0.0	157.384	
5050000	55	-45449	-18788.4	-26660.7	0.274365	2014.18	1.1886	0.102223	8.65575	14.1907	0.320716	0.211236	0.19983	0.268218	1.4032	0.0023767	0.0023767	-26660.7	0.0	137.121	
5100000	55	-45543.1	-18873.7	-26669.4	0.284775	2014.18	1.26804	0.0751495	3.44492	9.66592	0.319643	0.213427	0.197242	0.269688	1.34731	0.00191226	0.00191226	-26669.4	0.0	132.336	
5150000	57	-45772.9	-19084.7	-26688.2	0.279507	2014.18	1.13924	0.0550815	1.62311	8.16421	0.32386	0.209775	0.196287	0.270078	1.2091	0.00248557	0.00248557	-26688.2	0.0	148.274	
5200000	55	-45749.6	-19066.2	-26683.4	0.272612	2014.19	1.45585	0.186479	10.733	6.2673	0.314639	0.218493	0.201956	0.264913	1.26949	0.00230314	0.00230314	-26683.4	0.0	103.387	
5250000	55	-45662	-18969.2	-26692.8	0.309405	2014.15	1.4125	0.101296	7.45125	4.82097	0.320839	0.215086	0.191644	0.272431	1.31852	0.00199698	0.00199698	-26692.8	0.0	123.631	
5300000	55	-45958.3	-19292.9	-26665.4	0.291105	2014.17	1.23217	0.113374	9.89665	15.4316	0.316258	0.207416	0.200803	0.275523	1.14324	0.00275865	0.00275865	-26665.4	0.0	131.244	
5350000	55	-44966.2	-18295.4	-26670.8	0.267187	2014.19	1.19869	0.135841	12.9808	7.3568	0.322396	0.211294	0.195141	0.27117	1.58797	0.00221456	0.00221456	-26670.8	0.0	127.248	
5400000	55	-45595.6	-18927.9	-26667.7	0.282404	2014.18	1.44458	0.133062	10.1117	8.49702	0.321234	0.21274	0.196865	0.269161	0.82058	0.0019101	0.0019101	-26667.7	0.0	98.1251	
5450000	55	-45988.3	-19309.6	-26678.6	0.278079	2014.18	1.5488	0.145283	2.87413	7.77164	0.322253	0.209671	0.197683	0.270393	1.05757	0.00162428	0.00162428	-26678.6	0.0	95.0324	
5500000	55	-45393.2	-18729.8	-26663.4	0.285778	2014.17	1.39513	0.116124	6.46399	14.8411	0.32479	0.216969	0.198523	0.259719	1.41439	0.00223502	0.00223502	-26663.4	0.0	120.239	
5550000	55	-46085.5	-19434.8	-26650.7	0.271698	2014.19	1.18297	0.0720029	2.76096	7.5668	0.314874	0.213843	0.200264	0.271019	0.966231	0.00260636	0.00260636	-26650.7	0.0	134.392	
5600000	56	-45806.1	-19122.7	-26683.4	0.320361	2014.14	1.38658	0.0950052	2.79573	6.12205	0.318472	0.21478	0.196613	0.270136	1.00346	0.00212383	0.00212383	-26683.4	0.0	119.933	
5650000	56	-42756.6	-16075.9	-26680.8	0.295166	2014.16	1.20542	0.079683	5.65095	7.61583	0.322161	0.214115	0.200418	0.263305	2.35207	0.00240537	0.00240537	-26680.8	0.0	137.066	
5700000	55	-40359.7	-13689	-26670.7	0.280957	2014.18	1.06215	0.0495399	3.96069	12.2867	0.317529	0.214848	0.19732	0.270303	3.39824	0.00312217	0.00312217	-26670.7	0.0	162.709	
5750000	55	-41036.1	-14353.8	-26682.3	0.331904	2014.13	1.33091	0.059401	1.0993	8.6603	0.322111	0.210438	0.200248	0.267203	3.04815	0.00263071	0.00263071	-26682.3	0.0	151.181	
5800000	55	-42057.2	-15375.9	-26681.3	0.334941	2014.12	1.24617	0.0461427	-1.6371	16.6348	0.318744	0.219167	0.197529	0.26456	2.69968	0.00239669	0.00239669	-26681.3	0.0	152.364	
5850000	55	-44352.4	-17670.4	-26682	0.270121	2014.19	1.21835	0.103842	6.40734	16.9683	0.317513	0.217352	0.198462	0.266673	1.77257	0.00276623	0.00276623	-26682	0.0	135.038	
5900000	55	-45665	-18987.6	-26677.4	0.26922	2014.19	1.26902	0.0835262	3.25853	17.1072	0.32409	0.21546	0.193674	0.266776	1.33401	0.00260818	0.00260818	-26677.4	0.0	132.054	
5950000	55	-45555.8	-18886.3	-26669.4	0.274387	2014.18	1.19156	0.081412	8.37654	7.72508	0.322578	0.212149	0.198251	0.267022	1.28535	0.00190681	0.00190681	-26669.4	0.0	138.784	
6000000	55	-45569.7	-18918.1	-26651.6	0.275277	2014.18	1.05985	0.0946236	10.3356	8.34318	0.320363	0.213467	0.196949	0.269221	1.31451	0.0032631	0.0032631	-26651.6	0.0	150.78	
6050000	55	-44112.2	-17434.7	-26677.5	0.284914	2014.18	1.34584	0.089294	4.81986	18.344	0.323295	0.211369	0.197947	0.267389	1.9006	0.0015315	0.0015315	-26677.5	0.0	129.419	
6100000	55	-45422.5	-18747.1	-26675.3	0.279416	2014.18	1.30228	0.0841139	3.05868	7.91119	0.317032	0.218615	0.20045	0.263903	1.33245	0.00224937	0.00224937	-26675.3	0.0	135.566	
6150000	55	-45949.1	-19293	-26656.1	0.281921	2014.18	1.07578	0.0581757	3.41848	6.8479	0.313921	0.214828	0.201186	0.270065	1.06843	0.00264662	0.00264662	-26656.1	0.0	157.19	
